hh_id,wave,datetime,ID_VILLAGE,ID_TOWN,ID_COUNTY,district,vid,hh_lat_median,hh_long_median,hh_alt_median,coal_ban_time,treatment,treatment_wave,village,indmonitor_id,pm2.5_indoor_seasonal_hs,N_percent_indoor_seasonal_hs,notes
HH20180814,S3,12/18/20,10898,7167,23494,Miyun,MY49,40.42083327,117.0706144,311.335083,2019,Treated,Treated in S2,Penghesi,1910-272,245.7098,0.635463,
HH20180522,S3,12/18/20,10898,7167,23494,Miyun,MY49,40.42083327,117.0706144,311.335083,2019,Treated,Treated in S2,Penghesi,1910-286,37.28711,0.9989468,
HH20180626,S3,12/18/20,10898,7167,23494,Miyun,MY49,40.42083327,117.0706144,311.335083,2019,Treated,Treated in S2,Penghesi,1910-327,167.8552,0.9992477,
HH20180815,S3,12/18/20,10898,7167,23494,Miyun,MY49,40.42083327,117.0706144,311.335083,2019,Treated,Treated in S2,Penghesi,1910-347,56.87257,0.9809722,
HH20180514,S3,12/18/20,10898,7167,23494,Miyun,MY49,40.42083327,117.0706144,311.335083,2019,Treated,Treated in S2,Penghesi,,,,
HH20180872,S3,12/18/20,10898,7167,23494,Miyun,MY49,40.42083327,117.0706144,311.335083,2019,Treated,Treated in S2,Penghesi,,,,
HH20181131,S3,12/18/20,10898,7167,23494,Miyun,MY49,40.42083327,117.0706144,311.335083,2019,Treated,Treated in S2,Penghesi,,,,
HH20190160,S3,12/18/20,10898,7167,23494,Miyun,MY49,40.42083327,117.0706144,311.335083,2019,Treated,Treated in S2,Penghesi,,,,
HH20190251,S3,12/18/20,10898,7167,23494,Miyun,MY49,40.42083327,117.0706144,311.335083,2019,Treated,Treated in S2,Penghesi,,,,
HH20190296,S3,12/18/20,10898,7167,23494,Miyun,MY49,40.42083327,117.0706144,311.335083,2019,Treated,Treated in S2,Penghesi,,,,
HH20180735,S3,12/10/20,10894,7167,23494,Miyun,MY39,40.39262728,117.0939571,207.492218,2019,Treated,Treated in S2,Wanggezhuang,1910-009,40.7609,0.9988426,
HH20180826,S3,12/10/20,10894,7167,23494,Miyun,MY39,40.39262728,117.0939571,207.492218,2019,Treated,Treated in S2,Wanggezhuang,1910-052,48.97194,0.9993056,
HH20180825,S3,12/10/20,10894,7167,23494,Miyun,MY39,40.39262728,117.0939571,207.492218,2019,Treated,Treated in S2,Wanggezhuang,1910-112,NA,NA,
HH20180930,S3,12/10/20,10894,7167,23494,Miyun,MY39,40.39262728,117.0939571,207.492218,2019,Treated,Treated in S2,Wanggezhuang,1910-135,52.93245,0.9965046,
HH20180888,S3,12/10/20,10894,7167,23494,Miyun,MY39,40.39262728,117.0939571,207.492218,2019,Treated,Treated in S2,Wanggezhuang,1910-182,91.17337,0.9993634,
HH20180800,S3,12/10/20,10894,7167,23494,Miyun,MY39,40.39262728,117.0939571,207.492218,2019,Treated,Treated in S2,Wanggezhuang,1910-225,42.59859,0.9978125,
HH20180507,S3,12/10/20,10894,7167,23494,Miyun,MY39,40.39262728,117.0939571,207.492218,2019,Treated,Treated in S2,Wanggezhuang,,,,
HH20180508,S3,12/10/20,10894,7167,23494,Miyun,MY39,40.39262728,117.0939571,207.492218,2019,Treated,Treated in S2,Wanggezhuang,,,,
HH20180823,S3,12/10/20,10894,7167,23494,Miyun,MY39,40.39262728,117.0939571,207.492218,2019,Treated,Treated in S2,Wanggezhuang,,,,
HH20180899,S3,12/10/20,10894,7167,23494,Miyun,MY39,40.39262728,117.0939571,207.492218,2019,Treated,Treated in S2,Wanggezhuang,,,,
HH20180934,S3,12/10/20,10894,7167,23494,Miyun,MY39,40.39262728,117.0939571,207.492218,2019,Treated,Treated in S2,Wanggezhuang,,,,
HH20190214,S3,12/10/20,10894,7167,23494,Miyun,MY39,40.39262728,117.0939571,207.492218,2019,Treated,Treated in S2,Wanggezhuang,,,,
HH20180851,S3,,10888,7167,23494,Miyun,MY42,40.40891426,117.1323774,247.2461548,2021,Treated,Treated in S4,Yanggezhuang,1910-267,38.30628,0.9797685,
HH20180688,S3,,10888,7167,23494,Miyun,MY42,40.40891426,117.1323774,247.2461548,2021,Treated,Treated in S4,Yanggezhuang,1910-291,210.6092,0.2856713,
HH20180850,S3,,10888,7167,23494,Miyun,MY42,40.40891426,117.1323774,247.2461548,2021,Treated,Treated in S4,Yanggezhuang,1910-308,179.9983,0.9846875,
HH20180957,S3,,10888,7167,23494,Miyun,MY42,40.40891426,117.1323774,247.2461548,2021,Treated,Treated in S4,Yanggezhuang,1910-314,38.26217,0.9843056,
HH20180687,S3,,10888,7167,23494,Miyun,MY42,40.40891426,117.1323774,247.2461548,2021,Treated,Treated in S4,Yanggezhuang,1910-321,152.2994,0.9794444,
HH20180686,S3,,10888,7167,23494,Miyun,MY42,40.40891426,117.1323774,247.2461548,2021,Treated,Treated in S4,Yanggezhuang,1910-322,205.124,0.9829282,
HH20180510,S3,,10888,7167,23494,Miyun,MY42,40.40891426,117.1323774,247.2461548,2021,Treated,Treated in S4,Yanggezhuang,,,,
HH20180519,S3,,10888,7167,23494,Miyun,MY42,40.40891426,117.1323774,247.2461548,2021,Treated,Treated in S4,Yanggezhuang,,,,
HH20180546,S3,,10888,7167,23494,Miyun,MY42,40.40891426,117.1323774,247.2461548,2021,Treated,Treated in S4,Yanggezhuang,,,,
HH20180689,S3,,10888,7167,23494,Miyun,MY42,40.40891426,117.1323774,247.2461548,2021,Treated,Treated in S4,Yanggezhuang,,,,
HH20180852,S3,,10888,7167,23494,Miyun,MY42,40.40891426,117.1323774,247.2461548,2021,Treated,Treated in S4,Yanggezhuang,,,,
HH20180953,S3,,10888,7167,23494,Miyun,MY42,40.40891426,117.1323774,247.2461548,2021,Treated,Treated in S4,Yanggezhuang,,,,
HH20180511,S3,12/18/20,10899,7167,23494,Miyun,MY48,40.44064231,117.095893,544.3291016,2021,Treated,Treated in S4,Zhangquan,1910-072,188.7537,0.9993056,
HH20180862,S3,12/18/20,10899,7167,23494,Miyun,MY48,40.44064231,117.095893,544.3291016,2021,Treated,Treated in S4,Zhangquan,1910-161,38.40021,0.9987269,
HH20180532,S3,12/18/20,10899,7167,23494,Miyun,MY48,40.44064231,117.095893,544.3291016,2021,Treated,Treated in S4,Zhangquan,1910-198,55.02095,0.999294,
HH20180860,S3,12/18/20,10899,7167,23494,Miyun,MY48,40.44064231,117.095893,544.3291016,2021,Treated,Treated in S4,Zhangquan,1910-344,265.5881,0.9908681,
HH20180861,S3,12/18/20,10899,7167,23494,Miyun,MY48,40.44064231,117.095893,544.3291016,2021,Treated,Treated in S4,Zhangquan,1910-353,43.72833,0.9990625,
HH20180959,S3,12/18/20,10899,7167,23494,Miyun,MY48,40.44064231,117.095893,544.3291016,2021,Treated,Treated in S4,Zhangquan,1910-356,161.5971,0.9993287,
HH20180533,S3,12/18/20,10899,7167,23494,Miyun,MY48,40.44064231,117.095893,544.3291016,2021,Treated,Treated in S4,Zhangquan,,,,
HH20190171,S3,12/18/20,10899,7167,23494,Miyun,MY48,40.44064231,117.095893,544.3291016,2021,Treated,Treated in S4,Zhangquan,,,,
HH20190215,S3,12/18/20,10899,7167,23494,Miyun,MY48,40.44064231,117.095893,544.3291016,2021,Treated,Treated in S4,Zhangquan,,,,
HH20190272,S3,12/18/20,10899,7167,23494,Miyun,MY48,40.44064231,117.095893,544.3291016,2021,Treated,Treated in S4,Zhangquan,,,,
HH20190279,S3,12/18/20,10899,7167,23494,Miyun,MY48,40.44064231,117.095893,544.3291016,2021,Treated,Treated in S4,Zhangquan,,,,
HH20190280,S3,12/18/20,10899,7167,23494,Miyun,MY48,40.44064231,117.095893,544.3291016,2021,Treated,Treated in S4,Zhangquan,,,,
HH20180941,S3,12/13/20,10886,7167,23494,Miyun,MY43,40.4040694,117.1516669,278.0802002,Not Yet,Untreated,Untreated,Zhuanghuyu,1910-079,22.87323,0.4071065,
HH20180942,S3,12/13/20,10886,7167,23494,Miyun,MY43,40.4040694,117.1516669,278.0802002,Not Yet,Untreated,Untreated,Zhuanghuyu,1910-110,61.85891,0.9993519,
HH20180947,S3,12/13/20,10886,7167,23494,Miyun,MY43,40.4040694,117.1516669,278.0802002,Not Yet,Untreated,Untreated,Zhuanghuyu,1910-129,23.49947,0.9987731,
HH20180949,S3,12/13/20,10886,7167,23494,Miyun,MY43,40.4040694,117.1516669,278.0802002,Not Yet,Untreated,Untreated,Zhuanghuyu,1910-152,75.81547,0.9993981,
HH20180878,S3,12/13/20,10886,7167,23494,Miyun,MY43,40.4040694,117.1516669,278.0802002,Not Yet,Untreated,Untreated,Zhuanghuyu,1910-175,110.6798,0.01917824,
HH20190260,S3,12/13/20,10886,7167,23494,Miyun,MY43,40.4040694,117.1516669,278.0802002,Not Yet,Untreated,Untreated,Zhuanghuyu,1910-292,33.1287,0.9993866,
HH20180624,S3,12/13/20,10886,7167,23494,Miyun,MY43,40.4040694,117.1516669,278.0802002,Not Yet,Untreated,Untreated,Zhuanghuyu,,,,
HH20180695,S3,12/13/20,10886,7167,23494,Miyun,MY43,40.4040694,117.1516669,278.0802002,Not Yet,Untreated,Untreated,Zhuanghuyu,,,,
HH20180877,S3,12/13/20,10886,7167,23494,Miyun,MY43,40.4040694,117.1516669,278.0802002,Not Yet,Untreated,Untreated,Zhuanghuyu,,,,
HH20181075,S3,12/13/20,10886,7167,23494,Miyun,MY43,40.4040694,117.1516669,278.0802002,Not Yet,Untreated,Untreated,Zhuanghuyu,,,,
HH20181077,S3,12/13/20,10886,7167,23494,Miyun,MY43,40.4040694,117.1516669,278.0802002,Not Yet,Untreated,Untreated,Zhuanghuyu,,,,
HH20190243,S3,12/13/20,10886,7167,23494,Miyun,MY43,40.4040694,117.1516669,278.0802002,Not Yet,Untreated,Untreated,Zhuanghuyu,,,,
