"ptc_key","wave","hh_id","ptc_id","outdoor_temp_idw","outdoor_dew_idw","outdoor_RH"
"PT20180395001",1,"HH20180395","PT2018039500",-1.78854044330175,-18.7756958660886,26.0559754533028
"PT20180395002",2,"HH20180395","PT2018039500",-1.33241678545324,-12.5276303369921,42.2863500061595
"PT20180395004",4,"HH20180395","PT2018039500",-2.89472784980791,-16.3601838501942,34.6595177156966
"PT20180396001",1,"HH20180396","PT2018039600",-1.76544430946617,-18.7753830295147,26.0124195717968
"PT20180396002",2,"HH20180396","PT2018039600",-1.30715246110239,-12.5250069650871,42.2170267798994
"PT20180396004",4,"HH20180396","PT2018039600",-2.87414335974107,-16.3588227301414,34.6104963616928
"PT20180397001",1,"HH20180397","PT2018039700",-1.75780196780985,-18.7771131798015,25.9939652517826
"PT20180397002",2,"HH20180397","PT2018039700",-1.28520725481098,-12.5388757423806,42.1020731714366
"PT20180397004",4,"HH20180397","PT2018039700",-2.87899268061206,-16.3661583471684,34.6017963658455
"PT20180398001",1,"HH20180398","PT2018039800",-1.86545649326078,-18.7753600770595,26.2046902122866
"PT20180398002",2,"HH20180398","PT2018039800",-1.40398872676473,-12.5248748621102,42.5183490983101
"PT20180399001",1,"HH20180399","PT2018039900",-1.85617727681546,-18.7754811228948,26.18651957592
"PT20180399002",2,"HH20180399","PT2018039900",-1.39783865034646,-12.5258438682282,42.4958501480985
"PT20180399004",4,"HH20180399","PT2018039900",-2.97742526176901,-16.3591540813789,34.8761393731849
"PT20180400001",1,"HH20180400","PT2018040000",-2.63665481067961,-18.9099514563107,27.4247420262322
"PT20180400012",2,"HH20180400","PT2018040001",-1.94121708711217,-13.6124105011933,40.5019913273246
"PT20180401001",1,"HH20180401","PT2018040100",-3.98221812909384,-18.371747856037,31.7382219073365
"PT20180401002",2,"HH20180401","PT2018040100",-3.08218535967382,-12.9405433558894,46.5416272563272
"PT20180402001",1,"HH20180402","PT2018040200",-3.98664121034133,-18.3716266528668,31.7490726589055
"PT20180402004",4,"HH20180402","PT2018040200",-4.74745400209056,-16.1693794656072,40.4534375349622
"PT20180403001",1,"HH20180403","PT2018040300",-3.97960428098418,-18.3724780049807,31.7300382265606
"PT20180403002",2,"HH20180403","PT2018040300",-3.09095471164249,-12.9416266316128,46.5679198494799
"PT20180403044",4,"HH20180403","PT2018040304",-4.73984355252157,-16.1708960585153,40.4251174451199
"PT20180404001",1,"HH20180404","PT2018040400",-2.60668331067961,-18.9099514563107,27.3638948360259
"PT20180404002",2,"HH20180404","PT2018040400",-1.91151208711217,-13.6124105011933,40.4134402021988
"PT20180404004",4,"HH20180404","PT2018040400",-3.6031282189781,-16.9333333333333,34.8288128538316
"PT20180405001",1,"HH20180405","PT2018040500",-2.62416831067961,-18.9099514563107,27.3993740603008
"PT20180405002",2,"HH20180405","PT2018040500",-1.94752208711217,-13.6124105011933,40.5208144021754
"PT20180405044",4,"HH20180405","PT2018040504",-3.9531922189781,-16.9333333333333,35.7531849121834
"PT20180406001",1,"HH20180406","PT2018040600",-2.63481531067961,-18.9099514563107,27.4210031999772
"PT20180406002",2,"HH20180406","PT2018040600",-1.93051808711217,-13.6124105011933,40.4700725716197
"PT20180406004",4,"HH20180406","PT2018040600",-3.6212957189781,-16.9333333333333,34.8761265020388
"PT20180407001",1,"HH20180407","PT2018040700",-0.00797214111921951,-17.5900243309002,25.2951636745069
"PT20180407002",2,"HH20180407","PT2018040700",1.19466486396182,-11.9646778042959,36.8319744517761
"PT20180407004",4,"HH20180407","PT2018040700",-0.40716252439024,-15.0607317073171,32.1498137786985
"PT20180408001",1,"HH20180408","PT2018040800",0.47010935888078,-17.5900243309002,24.4348174077982
"PT20180408002",2,"HH20180408","PT2018040800",1.66019486396182,-11.9646778042959,35.6232909301669
"PT20180408004",4,"HH20180408","PT2018040800",0.0466544756097598,-15.0607317073171,31.1074529946311
"PT20180409001",1,"HH20180409","PT2018040900",-1.5830832888053,-18.7812497970836,25.65313235566
"PT20180409002",2,"HH20180409","PT2018040900",-1.11309170803181,-12.5724294510049,41.4623445807396
"PT20180409044",4,"HH20180409","PT2018040904",-2.68757711104051,-16.3838720008825,34.0634165650349
"PT20180410001",1,"HH20180410","PT2018041000",-1.60384716705455,-18.7810542194265,25.6927295862309
"PT20180410002",2,"HH20180410","PT2018041000",-1.13047877969243,-12.5707716408946,41.520694454351
"PT20180410004",4,"HH20180410","PT2018041000",-2.7039487910197,-16.3828817141479,34.1076122063337
"PT20180411001",1,"HH20180411","PT2018041100",-1.54716744318771,-18.7811482168773,25.5857583952639
"PT20180411002",2,"HH20180411","PT2018041100",-1.07583360219146,-12.571537598824,41.3524290210438
"PT20180411004",4,"HH20180411","PT2018041100",-2.67169627330501,-16.3832591629042,34.0250696999243
"PT20180412001",1,"HH20180412","PT2018041200",0.445578797560853,-17.5875089887529,24.4833497996002
"PT20180412002",2,"HH20180412","PT2018041200",2.04543176415701,-12.7465451704391,32.5425020679729
"PT20180413001",1,"HH20180413","PT2018041300",0.51484885888078,-17.5900243309002,24.3559873508479
"PT20180413002",2,"HH20180413","PT2018041300",1.71197386396182,-11.9646778042959,35.4916078044595
"PT20180413004",4,"HH20180413","PT2018041300",0.10805347560976,-15.0607317073171,30.9693399097479
"PT20180414001",1,"HH20180414","PT2018041400",0.56113535888078,-17.5900243309002,24.2747294857732
"PT20180414002",2,"HH20180414","PT2018041400",1.75327486396182,-11.9646778042959,35.3869608986433
"PT20180414004",4,"HH20180414","PT2018041400",0.13855797560976,-15.0607317073171,30.9009760021985
"PT20180415001",1,"HH20180415","PT2018041500",0.64114385888078,-17.5900243309002,24.134982299377
"PT20180415002",2,"HH20180415","PT2018041500",1.83973786396182,-11.9646778042959,35.1689957011023
"PT20180415004",4,"HH20180415","PT2018041500",0.22057497560976,-15.0607317073171,30.7179988136085
"PT20180416001",1,"HH20180416","PT2018041600",0.63606735888078,-17.5900243309002,24.1438225174969
"PT20180416002",2,"HH20180416","PT2018041600",1.83669586396182,-11.9646778042959,35.1766388608678
"PT20180416004",4,"HH20180416","PT2018041600",0.21829997560976,-15.0607317073171,30.7230579637375
"PT20180417001",1,"HH20180417","PT2018041700",0.63396785888078,-17.5900243309002,24.1474796413507
"PT20180417002",2,"HH20180417","PT2018041700",1.82885036396182,-11.9646778042959,35.1963595714119
"PT20180417004",4,"HH20180417","PT2018041700",0.21406847560976,-15.0607317073171,30.7324704510883
"PT20180418001",1,"HH20180418","PT2018041800",0.63825135888078,-17.5900243309002,24.1400188575134
"PT20180418002",2,"HH20180418","PT2018041800",1.83347186396182,-11.9646778042959,35.1847413241592
"PT20180418004",4,"HH20180418","PT2018041800",0.21841047560976,-15.0607317073171,30.7228122121503
"PT20180419001",1,"HH20180419","PT2018041900",0.64947035888078,-17.5900243309002,24.1204903354331
"PT20180419002",2,"HH20180419","PT2018041900",1.84589986396182,-11.9646778042959,35.1535190734234
"PT20180419014",4,"HH20180419","PT2018041901",0.229284975609759,-15.0607317073171,30.6986380692386
"PT20180420001",1,"HH20180420","PT2018042000",0.81014385888078,-17.5900243309002,23.84273342593
"PT20180421001",1,"HH20180421","PT2018042100",0.83510385888078,-17.5900243309002,23.7999055361395
"PT20180421014",4,"HH20180421","PT2018042101",0.41456097560976,-15.0607317073171,30.2900051673154
"PT20180422001",1,"HH20180422","PT2018042200",0.84181185888078,-17.5900243309002,23.7884101547224
"PT20180422002",2,"HH20180422","PT2018042200",2.04017836396182,-11.9646778042959,34.6694348597526
"PT20180422004",4,"HH20180422","PT2018042200",0.42256897560976,-15.0607317073171,30.2724803090757
"PT20180423001",1,"HH20180423","PT2018042300",0.82961135888078,-17.5900243309002,23.8093225440006
"PT20180423012",2,"HH20180423","PT2018042301",2.02243986396182,-11.9646778042959,34.7133243308038
"PT20180423014",4,"HH20180423","PT2018042301",0.40674147560976,-15.0607317073171,30.3071284118605
"PT20180424001",1,"HH20180424","PT2018042400",0.78968835888078,-17.5900243309002,23.8778962277633
"PT20180424002",2,"HH20180424","PT2018042400",1.98077486396182,-11.9646778042959,34.8166576566816
"PT20180424004",4,"HH20180424","PT2018042400",0.36306797560976,-15.0607317073171,30.4029636886103
"PT20180425001",1,"HH20180425","PT2018042500",0.575394505659871,-17.5875148342195,24.2548869372552
"PT20180425002",2,"HH20180425","PT2018042500",2.13190343295704,-12.7447582859324,32.3471814359712
"PT20180425004",4,"HH20180425","PT2018042500",0.306529948642228,-15.1586075743326,30.28216149057
"PT20180427001",1,"HH20180427","PT2018042700",0.55090435888078,-17.5900243309002,24.2926644029543
"PT20180427014",4,"HH20180427","PT2018042701",0.13482047560976,-15.0607317073171,30.9093431066041
"PT20180433001",1,"HH20180433","PT2018043300",-1.590794281866,-18.7811915032978,25.6677981518332
"PT20180433002",2,"HH20180433","PT2018043300",-1.1193237180694,-12.5719529248404,41.4828548098638
"PT20180433004",4,"HH20180433","PT2018043300",-2.69547301780795,-16.3835702268161,34.084224133406
"PT20180434001",1,"HH20180434","PT2018043400",-1.62403803321366,-18.7810199051318,25.7309575575918
"PT20180434002",2,"HH20180434","PT2018043400",-1.15227691410969,-12.5706680600043,41.5873505570397
"PT20180434004",4,"HH20180434","PT2018043400",-2.72867313196207,-16.3828134892675,34.1704085618291
"PT20180435001",1,"HH20180435","PT2018043500",0.706112010475143,-17.5875064568963,24.0272624025888
"PT20180435002",2,"HH20180435","PT2018043500",2.25516886950154,-12.7471702904738,32.0581742518273
"PT20180435004",4,"HH20180435","PT2018043500",0.428643264668207,-15.1589037351325,30.0152497977852
"PT20180436001",1,"HH20180436","PT2018043600",0.56059585888078,-17.5900243309002,24.2756748595083
"PT20180436002",2,"HH20180436","PT2018043600",1.75371686396182,-11.9646778042959,35.3858428368476
"PT20180436004",4,"HH20180436","PT2018043600",0.13428747560976,-15.0607317073171,30.9105365339769
"PT20180437001",1,"HH20180437","PT2018043700",0.713444147602822,-17.5875087502421,24.0145596680951
"PT20180437002",2,"HH20180437","PT2018043700",2.26889830780978,-12.7466767363628,32.0281337209381
"PT20180437004",4,"HH20180437","PT2018043700",0.460526306332844,-15.1588293286246,29.9463674057394
"PT20180438001",1,"HH20180438","PT2018043800",0.701713185352688,-17.5875104425545,24.0348759827546
"PT20180438002",2,"HH20180438","PT2018043800",2.27037629325282,-12.7462963161555,32.0257482999805
"PT20180438004",4,"HH20180438","PT2018043800",0.446729547036772,-15.1587744139138,29.9763686646284
"PT20180439001",1,"HH20180439","PT2018043900",-0.10722714111922,-17.5900243309002,25.4779786750945
"PT20180439002",2,"HH20180439","PT2018043900",1.16813836396182,-11.9646778042959,36.9022101899601
"PT20180440001",1,"HH20180440","PT2018044000",-0.20404464111922,-17.5900243309002,25.6577225416693
"PT20180440002",2,"HH20180440","PT2018044000",0.993080363961818,-11.9646778042959,37.3694798578826
"PT20180440044",4,"HH20180440","PT2018044004",-0.63713902439024,-15.0607317073171,32.6928435996141
"PT20180441001",1,"HH20180441","PT2018044100",-0.22076914111922,-17.5900243309002,25.6889147349128
"PT20180441002",2,"HH20180441","PT2018044100",0.959975863961818,-11.9646778042959,37.458582324599
"PT20180441004",4,"HH20180441","PT2018044100",-0.64638852439024,-15.0607317073171,32.7148964819395
"PT20180442001",1,"HH20180442","PT2018044200",-0.19756414111922,-17.5900243309002,25.6456473588346
"PT20180442002",2,"HH20180442","PT2018044200",1.00066586396182,-11.9646778042959,37.3490963571693
"PT20180442004",4,"HH20180442","PT2018044200",-0.62735002439024,-15.0607317073171,32.6695224507612
"PT20180443001",1,"HH20180443","PT2018044300",-2.01776577293078,-18.6202526899316,26.8526270369933
"PT20180443002",2,"HH20180443","PT2018044300",-1.2084069285955,-13.2509259975216,39.5230544885558
"PT20180443004",4,"HH20180443","PT2018044300",-2.90753789683001,-16.5253496416702,34.217763762593
"PT20180444001",1,"HH20180444","PT2018044400",-2.04428719051714,-18.6205286181352,26.9045669294754
"PT20180444002",2,"HH20180444","PT2018044400",-1.25901980696804,-13.2510648382154,39.6694288432289
"PT20180445001",1,"HH20180445","PT2018044500",-2.02900247412017,-18.621109492527,26.8729283094295
"PT20180445002",2,"HH20180445","PT2018044500",-1.22713790237953,-13.2518338752964,39.5744051300378
"PT20180445004",4,"HH20180445","PT2018044500",-2.93673096111001,-16.5272181643153,34.2867098429417
"PT20180446001",1,"HH20180446","PT2018044600",-2.02395428541773,-18.6215707087624,26.8618723974543
"PT20180446002",2,"HH20180446","PT2018044600",-1.22609766535003,-13.2526354437096,39.5688163868746
"PT20180446004",4,"HH20180446","PT2018044600",-2.89265334767865,-16.5240715263935,34.1835994693643
"PT20180447001",1,"HH20180447","PT2018044700",-2.60048881067961,-18.9099514563107,27.3513376912448
"PT20180447002",2,"HH20180447","PT2018044700",-1.90564258711217,-13.6124105011933,40.3959686174397
"PT20180448001",1,"HH20180448","PT2018044800",-2.61407381067961,-18.9099514563107,27.3788848348099
"PT20180448002",2,"HH20180448","PT2018044800",-1.91248708711217,-13.6124105011933,40.4163432730022
"PT20180448004",4,"HH20180448","PT2018044800",-3.9531922189781,-16.9333333333333,35.7531849121834
"PT20180449001",1,"HH20180449","PT2018044900",-4.15311205413528,-18.356987917563,32.1879683985443
"PT20180449002",2,"HH20180449","PT2018044900",-3.24746980389695,-12.9221177680219,47.1881286366353
"PT20180449004",4,"HH20180449","PT2018044900",-4.89441164928747,-16.1487002294761,40.9751344583922
"PT20180450001",1,"HH20180450","PT2018045000",-3.99262262592084,-18.3725634798767,31.7607858520104
"PT20180450002",2,"HH20180450","PT2018045000",-3.09447365495729,-12.9412934466324,46.5813690843366
"PT20180450004",4,"HH20180450","PT2018045000",-4.75627540119559,-16.170690489938,40.4759511653601
"PT20180451001",1,"HH20180451","PT2018045100",0.70135985888078,-17.5900243309002,24.0303966892116
"PT20180451002",2,"HH20180451","PT2018045100",1.89665836396182,-11.9646778042959,35.0263211570451
"PT20180451004",4,"HH20180451","PT2018045100",0.28163597560976,-15.0607317073171,30.5825572217403
"PT20180452001",1,"HH20180452","PT2018045200",0.70388185888078,-17.5900243309002,24.026027403285
"PT20180452002",2,"HH20180452","PT2018045200",1.90127336396182,-11.9646778042959,35.0147816886004
"PT20180452004",4,"HH20180452","PT2018045200",0.29032647560976,-15.0607317073171,30.5633346295089
"PT20180453001",1,"HH20180453","PT2018045300",0.70752185888078,-17.5900243309002,24.0197227774969
"PT20180453002",2,"HH20180453","PT2018045300",1.90661636396182,-11.9646778042959,35.0014272009362
"PT20180454001",1,"HH20180454","PT2018045400",0.77156635888078,-17.5900243309002,23.9090960241139
"PT20180454002",2,"HH20180454","PT2018045400",1.96535036396182,-11.9646778042959,34.8549988474305
"PT20180455001",1,"HH20180455","PT2018045500",0.48962235888078,-17.5900243309002,24.4004010266472
"PT20180455002",2,"HH20180455","PT2018045500",1.67238886396182,-11.9646778042959,35.5922305021289
"PT20180455004",4,"HH20180455","PT2018045500",0.0555334756097596,-15.0607317073171,31.0874379048825
"PT20180455012",2,"HH20180455","PT2018045501",1.67238886396182,-11.9646778042959,35.5922305021289
"PT20180456001",1,"HH20180456","PT2018045600",0.819445358880781,-17.5900243309002,23.8267633187852
"PT20180456002",2,"HH20180456","PT2018045600",2.01071386396182,-11.9646778042959,34.7423713714036
"PT20180456004",4,"HH20180456","PT2018045600",0.39285747560976,-15.0607317073171,30.3375583485913
"PT20180457001",1,"HH20180457","PT2018045700",0.83854235888078,-17.5900243309002,23.7940122665129
"PT20180457002",2,"HH20180457","PT2018045700",2.03620686396182,-11.9646778042959,34.6792559653266
"PT20180457004",4,"HH20180457","PT2018045700",0.41860397560976,-15.0607317073171,30.2811559781015
"PT20180458001",1,"HH20180458","PT2018045800",0.82191535888078,-17.5900243309002,23.8225244820429
"PT20180458002",2,"HH20180458","PT2018045800",2.02107486396182,-11.9646778042959,34.7167042459276
"PT20180458004",4,"HH20180458","PT2018045800",0.40254897560976,-15.0607317073171,30.316313643071
"PT20180459001",1,"HH20180459","PT2018045900",0.739192838299824,-17.587509789453,23.9700241263439
"PT20180459002",2,"HH20180459","PT2018045900",2.2926863211019,-12.7463227757472,31.9748651715462
"PT20180461001",1,"HH20180461","PT2018046100",0.735596679639936,-17.5874505570502,23.9763579879797
"PT20180462001",1,"HH20180462","PT2018046200",0.633790366099544,-17.5874631778546,24.1530015279483
"PT20180462012",2,"HH20180462","PT2018046201",2.19624458534255,-12.7607574940387,32.1576583146541
"PT20180462014",4,"HH20180462","PT2018046201",0.382077696690688,-15.1606238281878,30.1121679192723
"PT20180463001",1,"HH20180463","PT2018046300",0.520198767241408,-17.587475570425,24.3518100624545
"PT20180463002",2,"HH20180463","PT2018046300",2.0935674952069,-12.7567991097255,32.4041564826485
"PT20180463044",4,"HH20180463","PT2018046304",0.263030998921224,-15.1601256919692,30.3738092801884
"PT20180464001",1,"HH20180464","PT2018046400",-0.0848476411192196,-17.5900243309002,25.4366304032269
"PT20180464002",2,"HH20180464","PT2018046400",1.08687536396182,-11.9646778042959,37.1183052721788
"PT20180464004",4,"HH20180464","PT2018046400",-0.51189702439024,-15.0607317073171,32.3958618987728
"PT20180465001",1,"HH20180465","PT2018046500",-0.11949914111922,-17.5900243309002,25.5006841384377
"PT20180465002",2,"HH20180465","PT2018046500",1.08551036396182,-11.9646778042959,37.1219471068013
"PT20180465004",4,"HH20180465","PT2018046500",-0.53610302439024,-15.0607317073171,32.4530257581645
"PT20180466001",1,"HH20180466","PT2018046600",-0.11894014111922,-17.5900243309002,25.4996493957274
"PT20180466002",2,"HH20180466","PT2018046600",1.07493486396182,-11.9646778042959,37.1501761462239
"PT20180466004",4,"HH20180466","PT2018046600",-0.52638552439024,-15.0607317073171,32.4300638437892
"PT20180467001",1,"HH20180467","PT2018046700",-0.10219614111922,-17.5900243309002,25.468676903518
"PT20180467002",2,"HH20180467","PT2018046700",1.05813236396182,-11.9646778042959,37.1950760251467
"PT20180467004",4,"HH20180467","PT2018046700",-0.54923302439024,-15.0607317073171,32.484079974807
"PT20180468001",1,"HH20180468","PT2018046800",-0.02575614111922,-17.5900243309002,25.3278118340484
"PT20180468002",2,"HH20180468","PT2018046800",1.05412836396182,-11.9646778042959,37.2057844876838
"PT20180468004",4,"HH20180468","PT2018046800",-0.43966252439024,-15.0607317073171,32.2259412497769
"PT20180469001",1,"HH20180469","PT2018046900",-2.55864181067961,-18.9099514563107,27.2666754983534
"PT20180469002",2,"HH20180469","PT2018046900",-1.86315208711217,-13.6124105011933,40.2697386092228
"PT20180469004",4,"HH20180469","PT2018046900",-3.5551452189781,-16.9333333333333,34.7041934290388
"PT20180470001",1,"HH20180470","PT2018047000",-2.58538931067961,-18.9099514563107,27.3207556714315
"PT20180470002",2,"HH20180470","PT2018047000",-1.88989958711217,-13.6124105011933,40.3491483316849
"PT20180471001",1,"HH20180471","PT2018047100",-2.55607431067961,-18.9099514563107,27.2614905938694
"PT20180471002",2,"HH20180471","PT2018047100",-1.87580758711217,-13.6124105011933,40.3072893897136
"PT20180471004",4,"HH20180471","PT2018047100",-3.5616907189781,-16.9333333333333,34.7211638881573
"PT20180472001",1,"HH20180472","PT2018047200",-2.64769831067961,-18.9099514563107,27.4472001187939
"PT20180472002",2,"HH20180472","PT2018047200",-1.96069108711217,-13.6124105011933,40.5601608033068
"PT20180472004",4,"HH20180472","PT2018047200",-3.6450337189781,-16.9333333333333,34.9380551301405
"PT20180473001",1,"HH20180473","PT2018047300",-2.0333384159083,-18.6188233035742,26.8867500501247
"PT20180473004",4,"HH20180473","PT2018047300",-2.90859412261943,-16.5258678461939,34.2189682428004
"PT20180474001",1,"HH20180474","PT2018047400",-2.02992066663362,-18.6185736903159,26.8805448223171
"PT20180474002",2,"HH20180474","PT2018047400",-1.22369349032527,-13.2486686983804,39.5745810974764
"PT20180474044",4,"HH20180474","PT2018047404",-2.89591017881707,-16.5195926812782,34.2046568632722
"PT20180475001",1,"HH20180475","PT2018047500",-2.05076822028255,-18.617823777864,26.9236239288141
"PT20180475002",2,"HH20180475","PT2018047500",-1.23848480165619,-13.2476338457917,39.6208133449764
"PT20180476001",1,"HH20180476","PT2018047600",-2.04283039814034,-18.6176710590187,26.9082152871657
"PT20180476002",2,"HH20180476","PT2018047600",-1.23682013913598,-13.2476664851563,39.6158766516493
"PT20180477001",1,"HH20180477","PT2018047700",-2.05045037886334,-18.617762619239,26.9231327952871
"PT20180477002",2,"HH20180477","PT2018047700",-1.2452879826937,-13.2476943600319,39.6403722798986
"PT20180477004",4,"HH20180477","PT2018047700",-2.90182135725469,-16.5253064141095,34.2033598145599
"PT20180478001",1,"HH20180478","PT2018047800",-2.60355681067961,-18.9099514563107,27.3575561683941
"PT20180478011",1,"HH20180478","PT2018047801",-2.60355681067961,-18.9099514563107,27.3575561683941
"PT20180478014",4,"HH20180478","PT2018047801",-3.6102522189781,-16.9333333333333,34.8473573876706
"PT20180479001",1,"HH20180479","PT2018047900",-2.62040481067961,-18.9099514563107,27.3917331349649
"PT20180479002",2,"HH20180479","PT2018047900",-1.91580858711217,-13.6124105011933,40.4262348092072
"PT20180479004",4,"HH20180479","PT2018047900",-3.6131252189781,-16.9333333333333,34.8548392199918
"PT20180480001",1,"HH20180480","PT2018048000",-2.58712481067961,-18.9099514563107,27.3242687595628
"PT20180481001",1,"HH20180481","PT2018048100",-2.59957231067961,-18.9099514563107,27.34948035793
"PT20180481002",2,"HH20180481","PT2018048100",-1.90452458711217,-13.6124105011933,40.3926416494263
"PT20180481004",4,"HH20180481","PT2018048100",-3.5969402189781,-16.9333333333333,34.8127137321502
"PT20180482001",1,"HH20180482","PT2018048200",-3.97909705764498,-18.3717348644727,31.7308330110136
"PT20180482002",2,"HH20180482","PT2018048200",-3.08333941716701,-12.9404423033553,46.5460038113759
"PT20180482004",4,"HH20180482","PT2018048200",-4.74166058219788,-16.1697799099115,40.4344144948135
"PT20180482012",2,"HH20180482","PT2018048201",-3.08333941716701,-12.9404423033553,46.5460038113759
"PT20180483001",1,"HH20180483","PT2018048300",-3.98193999378363,-18.3722207893659,31.7362864830013
"PT20180483002",2,"HH20180483","PT2018048300",-3.08639087440213,-12.9409896831095,46.5545098880995
"PT20180483004",4,"HH20180483","PT2018048300",-4.73848563299242,-16.1701202754204,40.4235867391362
"PT20180484001",1,"HH20180484","PT2018048400",-3.97511010329658,-18.3706331826691,31.7243181635259
"PT20180484002",2,"HH20180484","PT2018048400",-3.07548259285853,-12.939116812877,46.5237951340891
"PT20180484004",4,"HH20180484","PT2018048400",-4.73804254664125,-16.168229259347,40.428597781078
"PT20180485001",1,"HH20180485","PT2018048500",-3.99680868845355,-18.3701580072986,31.7772401924891
"PT20180485002",2,"HH20180485","PT2018048500",-3.23708629156231,-12.9225291101127,47.150073753678
"PT20180486001",1,"HH20180486","PT2018048600",-2.54441331067961,-18.9099514563107,27.237955735927
"PT20180486002",2,"HH20180486","PT2018048600",-1.85760758711217,-13.6124105011933,40.2532995027998
"PT20180486004",4,"HH20180486","PT2018048600",-3.5456617189781,-16.9333333333333,34.6796220013944
"PT20180487001",1,"HH20180487","PT2018048700",-2.55740031067961,-18.9099514563107,27.2641682303798
"PT20180487002",2,"HH20180487","PT2018048700",-1.86191058711217,-13.6124105011933,40.2660569880558
"PT20180487004",4,"HH20180487","PT2018048700",-3.5507447189781,-16.9333333333333,34.6927894762558
"PT20180488001",1,"HH20180488","PT2018048800",-2.58484981067961,-18.9099514563107,27.3196636902179
"PT20180488002",2,"HH20180488","PT2018048800",-1.89138808711217,-13.6124105011933,40.3535726023593
"PT20180488012",2,"HH20180488","PT2018048801",-1.89138808711217,-13.6124105011933,40.3535726023593
"PT20180488014",4,"HH20180488","PT2018048801",-3.5652267189781,-16.9333333333333,34.7303354819615
"PT20180489001",1,"HH20180489","PT2018048900",-2.55833631067961,-18.9099514563107,27.2660585028644
"PT20180489002",2,"HH20180489","PT2018048900",-1.87563208711217,-13.6124105011933,40.3067683883938
"PT20180489004",4,"HH20180489","PT2018048900",-3.5598252189781,-16.9333333333333,34.7163262831603
"PT20180490001",1,"HH20180490","PT2018049000",-3.02155231067961,-18.9099514563107,28.2196720016702
"PT20180490002",2,"HH20180490","PT2018049000",-2.30894808711217,-13.6124105011933,41.6162680973523
"PT20180490004",4,"HH20180490","PT2018049000",-3.9849837189781,-16.9333333333333,35.8384746256739
"PT20180490012",2,"HH20180490","PT2018049001",-2.30894808711217,-13.6124105011933,41.6162680973523
"PT20180491001",1,"HH20180491","PT2018049100",-2.94587281067961,-18.9099514563107,28.0613687065018
"PT20180491002",2,"HH20180491","PT2018049100",-2.23690208711217,-13.6124105011933,41.3952996992017
"PT20180491004",4,"HH20180491","PT2018049100",-3.9219337189781,-16.9333333333333,35.6695450585093
"PT20180492001",1,"HH20180492","PT2018049200",-2.93794281067961,-18.9099514563107,28.0448382992675
"PT20180492002",2,"HH20180492","PT2018049200",-2.23974258711217,-13.6124105011933,41.4039868879327
"PT20180492004",4,"HH20180492","PT2018049200",-3.9286742189781,-16.9333333333333,35.6875625236617
"PT20180493001",1,"HH20180493","PT2018049300",-2.97965331067961,-18.9099514563107,28.1319070270622
"PT20180493002",2,"HH20180493","PT2018049300",-2.28677008711217,-13.6124105011933,41.5481076762843
"PT20180493004",4,"HH20180493","PT2018049300",-3.9808822189781,-16.9333333333333,35.8274584923043
"PT20180494001",1,"HH20180494","PT2018049400",-2.47057981067961,-18.9099514563107,27.0894645035886
"PT20180494004",4,"HH20180494","PT2018049400",-3.4669337189781,-16.9333333333333,34.4763855862382
"PT20180496001",1,"HH20180496","PT2018049600",-2.44028331067961,-18.9099514563107,27.0287940217578
"PT20180496002",2,"HH20180496","PT2018049600",-1.75332808711217,-13.6124105011933,39.9455037308288
"PT20180496004",4,"HH20180496","PT2018049600",-3.4298382189781,-16.9333333333333,34.381082785036
"PT20180497001",1,"HH20180497","PT2018049700",-2.43618831067961,-18.9099514563107,27.0206051504686
"PT20180497002",2,"HH20180497","PT2018049700",-1.71711008711217,-13.6124105011933,39.8392145746274
"PT20180497004",4,"HH20180497","PT2018049700",-3.4331727189781,-16.9333333333333,34.3896375239235
"PT20180498001",1,"HH20180498","PT2018049800",-2.45574031067961,-18.9099514563107,27.0597286459251
"PT20180498002",2,"HH20180498","PT2018049800",-1.75687708711217,-13.6124105011933,39.9559359621781
"PT20180498004",4,"HH20180498","PT2018049800",-3.4224087189781,-16.9333333333333,34.3620307342624
"PT20180499001",1,"HH20180499","PT2018049900",-2.38623581067961,-18.9099514563107,26.9209357589488
"PT20180499002",2,"HH20180499","PT2018049900",-1.72407808711217,-13.6124105011933,39.8596391294422
"PT20180499004",4,"HH20180499","PT2018049900",-3.3839677189781,-16.9333333333333,34.2636407684309
"PT20180500001",1,"HH20180500","PT2018050000",-2.38138031067961,-18.9099514563107,26.9112694887452
"PT20180500002",2,"HH20180500","PT2018050000",-1.68589058711217,-13.6124105011933,39.7478470425248
"PT20180500044",4,"HH20180500","PT2018050004",-3.3854367189781,-16.9333333333333,34.2673949209218
"PT20180501001",1,"HH20180501","PT2018050100",0.741177729417152,-17.5874519324468,23.966711853042
"PT20180501002",2,"HH20180501","PT2018050100",2.30776136557257,-12.7645557161876,31.893573803975
"PT20180501004",4,"HH20180501","PT2018050100",0.492829700985644,-15.1610867363639,29.8710078452849
"PT20180502001",1,"HH20180502","PT2018050200",0.798129385341518,-17.5874492381767,23.8685585205993
"PT20180502002",2,"HH20180502","PT2018050200",2.31704616955227,-12.7651024188171,31.8711013657767
"PT20180502004",4,"HH20180502","PT2018050200",0.495728317197113,-15.1612751628028,29.8642907498458
"PT20180503001",1,"HH20180503","PT2018050300",0.71745506474384,-17.587457794865,24.0077196577226
"PT20180503002",2,"HH20180503","PT2018050300",2.27902527455986,-12.7625669421393,31.9640018542944
