"ptc_key","wave","hh_id","ptc_id","outdoor_temp_idw","outdoor_dew_idw","outdoor_RH"
"PT20180124001",1,"HH20180124","PT2018012400",-0.14631814111922,-17.5900243309002,25.5503826939022
"PT20180124002",2,"HH20180124","PT2018012400",1.06852586396182,-11.9646778042959,37.1672952402276
"PT20180124004",4,"HH20180124","PT2018012400",-0.54048402439024,-15.0607317073171,32.463383737233
"PT20180124012",2,"HH20180124","PT2018012401",1.06852586396182,-11.9646778042959,37.1672952402276
"PT20180125001",1,"HH20180125","PT2018012500",-0.16411514111922,-17.5900243309002,25.5834220154784
"PT20180125002",2,"HH20180125","PT2018012500",1.02314936396182,-11.9646778042959,37.2887521743591
"PT20180125004",4,"HH20180125","PT2018012500",-0.59765802439024,-15.0607317073171,32.5988979288019
"PT20180126001",1,"HH20180126","PT2018012600",-1.51194214111922,-17.5900243309002,28.2294526555115
"PT20180126004",4,"HH20180126","PT2018012600",-1.87854152439024,-15.0607317073171,35.8062015317828
"PT20180127001",1,"HH20180127","PT2018012700",0.11707485888078,-17.5900243309002,25.0669191058745
"PT20180127012",2,"HH20180127","PT2018012701",1.33910786396182,-11.9646778042959,36.4521281593294
"PT20180128001",1,"HH20180128","PT2018012800",-2.72065614111922,-17.5900243309002,30.863299376323
"PT20180128012",2,"HH20180128","PT2018012801",-1.50698863603818,-11.9646778042959,44.8151133970788
"PT20180128014",4,"HH20180128","PT2018012801",-2.91052052439024,-15.0607317073171,38.6465002048885
"PT20180130001",1,"HH20180130","PT2018013000",-0.37019764111922,-17.5900243309002,25.9694892503944
"PT20180130002",2,"HH20180130","PT2018013000",0.849339363961818,-11.9646778042959,37.7580876307903
"PT20180130044",4,"HH20180130","PT2018013004",-0.77659652439024,-15.0607317073171,33.0271053468449
"PT20180131001",1,"HH20180131","PT2018013100",-0.33620914111922,-17.5900243309002,25.9053722320933
"PT20180131004",4,"HH20180131","PT2018013100",-0.75726552439024,-15.0607317073171,32.9805451155699
"PT20180133001",1,"HH20180133","PT2018013300",-1.21344264111922,-17.5900243309002,27.6181780956393
"PT20180133002",2,"HH20180133","PT2018013300",-0.0163176360381818,-11.9646778042959,40.1957711125141
"PT20180134001",1,"HH20180134","PT2018013400",0.17360535888078,-17.5900243309002,24.9644891330034
"PT20180134002",2,"HH20180134","PT2018013400",1.37216686396182,-11.9646778042959,36.3658068819637
"PT20180134004",4,"HH20180134","PT2018013400",-0.24664502439024,-15.0607317073171,31.776744666092
"PT20180136001",1,"HH20180136","PT2018013600",-1.47150564111922,-17.5900243309002,28.145770950305
"PT20180136004",4,"HH20180136","PT2018013600",-1.87545402439024,-15.0607317073171,35.798060089317
"PT20180136011",1,"HH20180136","PT2018013601",-1.47150564111922,-17.5900243309002,28.145770950305
"PT20180137001",1,"HH20180137","PT2018013700",-0.0355581411192194,-17.5900243309002,25.3458265621866
"PT20180137002",2,"HH20180137","PT2018013700",1.16156686396182,-11.9646778042959,36.9196329797165
"PT20180138001",1,"HH20180138","PT2018013800",-0.32224064111922,-17.5900243309002,25.8790727114437
"PT20180138002",2,"HH20180138","PT2018013800",0.874884363961818,-11.9646778042959,37.6886983646331
"PT20180139001",1,"HH20180139","PT2018013900",-1.15953164111922,-17.5900243309002,27.509355900626
"PT20180139002",2,"HH20180139","PT2018013900",0.0453933639618179,-11.9646778042959,40.0163097056773
"PT20180139004",4,"HH20180139","PT2018013900",-1.59248302439024,-15.0607317073171,35.060564131805
"PT20180140001",1,"HH20180140","PT2018014000",-0.32649814111922,-17.5900243309002,25.8870854686638
"PT20180140012",2,"HH20180140","PT2018014001",0.866746363961818,-11.9646778042959,37.7107886250004
"PT20180140014",4,"HH20180140","PT2018014001",-0.75395052439024,-15.0607317073171,32.9725680191424
"PT20180143001",1,"HH20180143","PT2018014300",0.27393935888078,-17.5900243309002,24.783835496667
"PT20180143002",2,"HH20180143","PT2018014300",1.47106436396182,-11.9646778042959,36.1089296050722
"PT20180143004",4,"HH20180143","PT2018014300",-0.14729252439024,-15.0607317073171,31.5482491483455
"PT20180143012",2,"HH20180143","PT2018014301",1.47106436396182,-11.9646778042959,36.1089296050722
"PT20180144001",1,"HH20180144","PT2018014400",0.189946358880781,-17.5900243309002,24.9349670926805
"PT20180144002",2,"HH20180144","PT2018014400",1.38707136396182,-11.9646778042959,36.3269638293183
"PT20180144004",4,"HH20180144","PT2018014400",-0.23095402439024,-15.0607317073171,31.7405355689002
"PT20180146001",1,"HH20180146","PT2018014600",-1.34626364111922,-17.5900243309002,27.8883341803271
"PT20180146002",2,"HH20180146","PT2018014600",-0.149138636038182,-11.9646778042959,40.5850751396689
"PT20180147001",1,"HH20180147","PT2018014700",-0.0198671411192195,-17.5900243309002,25.3169955178686
"PT20180147012",2,"HH20180147","PT2018014701",1.17062786396182,-11.9646778042959,36.8956122574308
"PT20180147014",4,"HH20180147","PT2018014701",-0.44741702439024,-15.0607317073171,32.244134904113
"PT20180148001",1,"HH20180148","PT2018014800",-2.74161864111922,-17.5900243309002,30.9113269256258
"PT20180148002",2,"HH20180148","PT2018014800",-1.54692463603818,-11.9646778042959,44.94674245827
"PT20180148004",4,"HH20180148","PT2018014800",-3.18738152439024,-15.0607317073171,39.4505220655366
"PT20180149001",1,"HH20180149","PT2018014900",-1.15374014111922,-17.5900243309002,27.497693866895
"PT20180149002",2,"HH20180149","PT2018014900",0.0437878639618179,-11.9646778042959,40.0209673319972
"PT20180149004",4,"HH20180149","PT2018014900",-1.55396402439024,-15.0607317073171,34.961487401631
"PT20180152001",1,"HH20180152","PT2018015200",-1.87100421938438,-18.529476625827,26.7695721450004
"PT20180152002",2,"HH20180152","PT2018015200",-1.03091590774023,-13.1374442652055,39.3735708923542
"PT20180152004",4,"HH20180152","PT2018015200",-2.70002151924503,-16.3940610863992,34.0659092160063
"PT20180153001",1,"HH20180153","PT2018015300",0.16514885888078,-17.5900243309002,24.9797821290439
"PT20180153002",2,"HH20180153","PT2018015300",1.36227386396182,-11.9646778042959,36.3916148679828
"PT20180153004",4,"HH20180153","PT2018015300",-0.26582002439024,-15.0607317073171,31.8210560173568
"PT20180154001",1,"HH20180154","PT2018015400",0.16268535888078,-17.5900243309002,24.9842391605666
"PT20180154002",2,"HH20180154","PT2018015400",1.35981036396182,-11.9646778042959,36.3980446023748
"PT20180154004",4,"HH20180154","PT2018015400",-0.26460452439024,-15.0607317073171,31.8182450870059
"PT20180155001",1,"HH20180155","PT2018015500",0.12393235888078,-17.5900243309002,25.0544688088008
"PT20180155004",4,"HH20180155","PT2018015500",-0.29658452439024,-15.0607317073171,31.8922932513117
"PT20180156001",1,"HH20180156","PT2018015600",-1.34396264111922,-17.5900243309002,27.8836290190887
"PT20180156002",2,"HH20180156","PT2018015600",-0.145667636038182,-11.9646778042959,40.5748482264683
"PT20180156012",2,"HH20180156","PT2018015601",-0.145667636038182,-11.9646778042959,40.5748482264683
"PT20180156014",4,"HH20180156","PT2018015601",-1.77963102439024,-15.0607317073171,35.5464050185786
"PT20180157001",1,"HH20180157","PT2018015700",-0.0255091411192199,-17.5900243309002,25.3273580662059
"PT20180157002",2,"HH20180157","PT2018015700",1.17397536396182,-11.9646778042959,36.8867424353607
"PT20180157004",4,"HH20180157","PT2018015700",-0.44596752439024,-15.0607317073171,32.2407332097559
"PT20180159001",1,"HH20180159","PT2018015900",0.15962385888078,-17.5900243309002,24.9897793441612
"PT20180159002",2,"HH20180159","PT2018015900",1.35553336396182,-11.9646778042959,36.4092105776782
"PT20180159004",4,"HH20180159","PT2018015900",-0.37390202439024,-15.0607317073171,32.072112155807
"PT20180160001",1,"HH20180160","PT2018016000",-2.16112080267209,-18.5030583584223,27.4098683752176
"PT20180160002",2,"HH20180160","PT2018016000",-1.33693675991218,-13.1043800924909,40.3739257399219
"PT20180160004",4,"HH20180160","PT2018016000",-2.96701179288174,-16.3556507198709,34.8593352253061
"PT20180161001",1,"HH20180161","PT2018016100",-0.39521614111922,-17.5900243309002,26.0167978550767
"PT20180161002",2,"HH20180161","PT2018016100",0.826225363961818,-11.9646778042959,37.8209960893943
"PT20180161004",4,"HH20180161","PT2018016100",-0.81466052439024,-15.0607317073171,33.1189995083514
"PT20180162001",1,"HH20180162","PT2018016200",-0.28795964111922,-17.5900243309002,25.8146552577821
"PT20180162004",4,"HH20180162","PT2018016200",-0.70190502439024,-15.0607317073171,32.847608744412
"PT20180162011",1,"HH20180162","PT2018016201",-0.28795964111922,-17.5900243309002,25.8146552577821
"PT20180162012",2,"HH20180162","PT2018016201",0.955620863961818,-11.9646778042959,37.4703216355661
"PT20180163001",1,"HH20180163","PT2018016300",0.16358885888078,-17.5900243309002,24.9826044208513
"PT20180163002",2,"HH20180163","PT2018016300",1.36031086396182,-11.9646778042959,36.3967381950575
"PT20180164001",1,"HH20180164","PT2018016400",0.19144135888078,-17.5900243309002,24.9322681316637
"PT20180164002",2,"HH20180164","PT2018016400",1.38856636396182,-11.9646778042959,36.3230702176371
"PT20180164004",4,"HH20180164","PT2018016400",-0.23878002439024,-15.0607317073171,31.7585893732526
"PT20180165001",1,"HH20180165","PT2018016500",-0.0536021411192198,-17.5900243309002,25.3790262701583
"PT20180165002",2,"HH20180165","PT2018016500",1.14352286396182,-11.9646778042959,36.9675195543745
"PT20180165004",4,"HH20180165","PT2018016500",-0.46906202439024,-15.0607317073171,32.2949790667841
"PT20180166001",1,"HH20180166","PT2018016600",0.15449535888078,-17.5900243309002,24.9990630994026
"PT20180166002",2,"HH20180166","PT2018016600",1.38621336396182,-11.9646778042959,36.3291986338631
"PT20180167001",1,"HH20180167","PT2018016700",-0.0807396411192196,-17.5900243309002,25.4290485985121
"PT20180167002",2,"HH20180167","PT2018016700",1.11638536396182,-11.9646778042959,37.0396695074088
"PT20180167004",4,"HH20180167","PT2018016700",-0.49567302439024,-15.0607317073171,32.3576107355413
"PT20180168001",1,"HH20180168","PT2018016800",-0.51802064111922,-17.5900243309002,26.2504100515639
"PT20180169001",1,"HH20180169","PT2018016900",0.17259785888078,-17.5900243309002,24.9663105799698
"PT20180169002",2,"HH20180169","PT2018016900",1.36623886396182,-11.9646778042959,36.3812688761751
"PT20180169004",4,"HH20180169","PT2018016900",-0.24745752439024,-15.0607317073171,31.7786208713021
"PT20180170001",1,"HH20180170","PT2018017000",-2.35788920091397,-18.4960965818197,27.8277323100423
"PT20180170002",2,"HH20180170","PT2018017000",-1.50511487998174,-13.0957742450386,40.9037348041958
"PT20180170004",4,"HH20180170","PT2018017000",-3.17653273988134,-16.3462450760154,35.4346701991743
"PT20180171001",1,"HH20180171","PT2018017100",-0.40510914111922,-17.5900243309002,26.0355314374018
"PT20180171002",2,"HH20180171","PT2018017100",0.787855863961818,-11.9646778042959,37.9256827556071
"PT20180171004",4,"HH20180171","PT2018017100",-0.82633452439024,-15.0607317073171,33.1472398963422
"PT20180173001",1,"HH20180173","PT2018017300",-0.18671564111922,-17.5900243309002,25.6254473952581
"PT20180173002",2,"HH20180173","PT2018017300",1.10944986396182,-11.9646778042959,37.0581339478399
"PT20180174001",1,"HH20180174","PT2018017400",-0.15117364111922,-17.5900243309002,25.5593919939795
"PT20180174002",2,"HH20180174","PT2018017400",1.06047236396182,-11.9646778042959,37.1888194223436
"PT20180174004",4,"HH20180174","PT2018017400",-0.54934352439024,-15.0607317073171,32.4843414625056
"PT20180175001",1,"HH20180175","PT2018017500",0.13566485888078,-17.5900243309002,25.0331835551538
"PT20180175002",2,"HH20180175","PT2018017500",1.32352736396182,-11.9646778042959,36.4928899644186
"PT20180175004",4,"HH20180175","PT2018017500",-0.39476702439024,-15.0607317073171,32.1208315201464
"PT20180176001",1,"HH20180176","PT2018017600",0.0174038588807801,-17.5900243309002,25.2486591027022
"PT20180176012",2,"HH20180176","PT2018017601",1.21452886396182,-11.9646778042959,36.7794769096738
"PT20180176014",4,"HH20180176","PT2018017601",-0.39879702439024,-15.0607317073171,32.1302509814121
"PT20180177001",1,"HH20180177","PT2018017700",-0.0385546411192195,-17.5900243309002,25.3513365641812
"PT20180177002",2,"HH20180177","PT2018017700",1.15857036396182,-11.9646778042959,36.9275805379051
"PT20180177004",4,"HH20180177","PT2018017700",-0.46037152439024,-15.0607317073171,32.2745543430968
"PT20180178001",1,"HH20180178","PT2018017800",0.16525285888078,-17.5900243309002,24.9795939888807
"PT20180178012",2,"HH20180178","PT2018017801",1.36245586396182,-11.9646778042959,36.3911398982274
"PT20180179001",1,"HH20180179","PT2018017900",0.16785935888078,-17.5900243309002,24.9748792413452
"PT20180179002",2,"HH20180179","PT2018017900",1.36475686396182,-11.9646778042959,36.3851355190591
"PT20180179004",4,"HH20180179","PT2018017900",-0.25230652439024,-15.0607317073171,31.7898206287658
"PT20180180001",1,"HH20180180","PT2018018000",-2.64897414111922,-17.5900243309002,30.699693566035
"PT20180180002",2,"HH20180180","PT2018018000",-1.34197963603818,-11.9646778042959,44.2757730576169
"PT20180180004",4,"HH20180180","PT2018018000",-2.94410602439024,-15.0607317073171,38.7430565072282
"PT20180180012",2,"HH20180180","PT2018018001",-1.34197963603818,-11.9646778042959,44.2757730576169
"PT20180181001",1,"HH20180181","PT2018018100",-2.04821885227321,-18.5406741189788,27.0957101383819
"PT20180181002",2,"HH20180181","PT2018018100",-1.21238612226028,-13.1514226699479,39.8548543606334
"PT20180181004",4,"HH20180181","PT2018018100",-2.88166179754775,-16.4094007094242,34.4840905779224
"PT20180182001",1,"HH20180182","PT2018018200",-0.16089114111922,-17.5900243309002,25.5774332796336
"PT20180182044",4,"HH20180182","PT2018018204",-0.58140802439024,-15.0607317073171,32.5603181261035
"PT20180183001",1,"HH20180183","PT2018018300",-0.19424914111922,-17.5900243309002,25.6394729311814
"PT20180183002",2,"HH20180183","PT2018018300",1.00476736396182,-11.9646778042959,37.3380801032154
"PT20180183004",4,"HH20180183","PT2018018300",-0.61310202439024,-15.0607317073171,32.6356113416748
"PT20180184001",1,"HH20180184","PT2018018400",-0.40891164111922,-17.5900243309002,26.0427359222862
"PT20180184002",2,"HH20180184","PT2018018400",0.788213363961818,-11.9646778042959,37.9247058705492
"PT20180184004",4,"HH20180184","PT2018018400",-0.84301352439024,-15.0607317073171,33.1876343161173
"PT20180185001",1,"HH20180185","PT2018018500",-2.60753014111922,-17.5900243309002,30.6055426798976
"PT20180185002",2,"HH20180185","PT2018018500",-1.45126413603818,-11.9646778042959,44.6321617183601
"PT20180186001",1,"HH20180186","PT2018018600",0.15810285888078,-17.5900243309002,24.9925323007084
"PT20180187001",1,"HH20180187","PT2018018700",-0.0558251411192199,-17.5900243309002,25.3831197850068
"PT20180187002",2,"HH20180187","PT2018018700",1.14129986396182,-11.9646778042959,36.9734239109797
"PT20180189001",1,"HH20180189","PT2018018900",0.0603428588807802,-17.5900243309002,25.1701848986124
"PT20180189002",2,"HH20180189","PT2018018900",1.26227136396182,-11.9646778042959,36.65364132864
"PT20180189004",4,"HH20180189","PT2018018900",-0.34013452439024,-15.0607317073171,31.9934399173551
"PT20180190001",1,"HH20180190","PT2018019000",-2.62819364111922,-17.5900243309002,30.6524450190942
"PT20180190002",2,"HH20180190","PT2018019000",-1.48068313603818,-11.9646778042959,44.7286448141246
"PT20180190004",4,"HH20180190","PT2018019000",-3.07364452439024,-15.0607317073171,39.1179928660064
"PT20180192001",1,"HH20180192","PT2018019200",-0.15978614111922,-17.5900243309002,25.575381047896
"PT20180192002",2,"HH20180192","PT2018019200",1.03733886396182,-11.9646778042959,37.2507244261722
"PT20180192004",4,"HH20180192","PT2018019200",-0.58030302439024,-15.0607317073171,32.5576965457198
"PT20180193001",1,"HH20180193","PT2018019300",-0.19493814111922,-17.5900243309002,25.6407561073315
"PT20180193002",2,"HH20180193","PT2018019300",1.01800136396182,-11.9646778042959,37.3025594629502
"PT20180193004",4,"HH20180193","PT2018019300",-0.60799952439024,-15.0607317073171,32.6234766109047
"PT20180194001",1,"HH20180194","PT2018019400",-0.39625614111922,-17.5900243309002,26.0187665138057
"PT20180194002",2,"HH20180194","PT2018019400",0.801284863961818,-11.9646778042959,37.8890066403548
"PT20180194004",4,"HH20180194","PT2018019400",-0.81492702439024,-15.0607317073171,33.1196438954853
"PT20180196001",1,"HH20180196","PT2018019600",-0.36224814111922,-17.5900243309002,25.9544772402364
"PT20180196002",2,"HH20180196","PT2018019600",0.834876863961818,-11.9646778042959,37.7974359837546
"PT20180196004",4,"HH20180196","PT2018019600",-0.78276502439024,-15.0607317073171,33.0419780585564
"PT20180197001",1,"HH20180197","PT2018019700",0.0226558588807801,-17.5900243309002,25.2390460762796
"PT20180198001",1,"HH20180198","PT2018019800",-0.34857214111922,-17.5900243309002,25.9286737836475
"PT20180198002",2,"HH20180198","PT2018019800",0.848552863961818,-11.9646778042959,37.7602263002333
"PT20180198004",4,"HH20180198","PT2018019800",-0.76019702439024,-15.0607317073171,32.9876011612779
"PT20180199001",1,"HH20180199","PT2018019900",0.128911358880781,-17.5900243309002,25.0454333818817
"PT20180199002",2,"HH20180199","PT2018019900",1.32815536396182,-11.9646778042959,36.4807768615259
"PT20180199044",4,"HH20180199","PT2018019904",-0.36412602439024,-15.0607317073171,32.0493136952337
"PT20180200001",1,"HH20180200","PT2018020000",-0.35636564111922,-17.5900243309002,25.9433748178404
"PT20180200002",2,"HH20180200","PT2018020000",0.856957363961818,-11.9646778042959,37.7373795657089
"PT20180200044",4,"HH20180200","PT2018020004",-0.76068452439024,-15.0607317073171,32.9887747242885
"PT20180202001",1,"HH20180202","PT2018020200",-0.14227514111922,-17.5900243309002,25.5428836719058
"PT20180202002",2,"HH20180202","PT2018020200",1.05484986396182,-11.9646778042959,37.2038546247226
"PT20180202004",4,"HH20180202","PT2018020200",-0.55887902439024,-15.0607317073171,32.5069151408965
"PT20180204001",1,"HH20180204","PT2018020400",-0.44033264111922,-17.5900243309002,26.1023533821804
"PT20180204002",2,"HH20180204","PT2018020400",0.756792363961818,-11.9646778042959,38.0106723061632
"PT20180204004",4,"HH20180204","PT2018020400",-0.87098302439024,-15.0607317073171,33.2554959339099
"PT20180207001",1,"HH20180207","PT2018020700",0.0233903588807802,-17.5900243309002,25.2377020051137
"PT20180207002",2,"HH20180207","PT2018020700",1.21130486396182,-11.9646778042959,36.7879917834289
"PT20180207004",4,"HH20180207","PT2018020700",-0.44151502439024,-15.0607317073171,32.2302865571556
"PT20180208001",1,"HH20180208","PT2018020800",-0.34293664111922,-17.5900243309002,25.9180492056766
"PT20180209001",1,"HH20180209","PT2018020900",0.11724385888078,-17.5900243309002,25.0666121911213
"PT20180209002",2,"HH20180209","PT2018020900",1.32139536396182,-11.9646778042959,36.4984716654306
"PT20180210001",1,"HH20180210","PT2018021000",-2.60946714111922,-17.5900243309002,30.609935920807
"PT20180210002",2,"HH20180210","PT2018021000",-1.35062463603818,-11.9646778042959,44.3038496917872
"PT20180210004",4,"HH20180210","PT2018021000",-2.95392752439024,-15.0607317073171,38.7713434086756
"PT20180212001",1,"HH20180212","PT2018021200",0.0547983588807801,-17.5900243309002,25.1803025965811
"PT20180212002",2,"HH20180212","PT2018021200",1.25192336396182,-11.9646778042959,36.6808749317879
"PT20180212004",4,"HH20180212","PT2018021200",-0.35967352439024,-15.0607317073171,32.0389360684178
"PT20180213001",1,"HH20180213","PT2018021300",-0.0477716411192195,-17.5900243309002,25.3682932624591
"PT20180213002",2,"HH20180213","PT2018021300",1.13575536396182,-11.9646778042959,36.9881548523259
"PT20180213004",4,"HH20180213","PT2018021300",-0.47925402439024,-15.0607317073171,32.3189510051153
"PT20180214001",1,"HH20180214","PT2018021400",-0.39359114111922,-17.5900243309002,26.0137221577877
"PT20180214002",2,"HH20180214","PT2018021400",0.802571863961818,-11.9646778042959,37.8854937730385
"PT20180214004",4,"HH20180214","PT2018021400",-0.81500502439024,-15.0607317073171,33.1198324992377
"PT20180215001",1,"HH20180215","PT2018021500",-2.52761264111922,-17.5900243309002,30.4248945698302
"PT20180215002",2,"HH20180215","PT2018021500",-1.31609663603818,-11.9646778042959,44.1918303566747
"PT20180215044",4,"HH20180215","PT2018021504",-2.96968352439024,-15.0607317073171,38.8167702531695
"PT20180216001",1,"HH20180216","PT2018021600",-0.0447491411192198,-17.5900243309002,25.3627313178638
"PT20180216002",2,"HH20180216","PT2018021600",1.15923986396182,-11.9646778042959,36.9258046708531
"PT20180216004",4,"HH20180216","PT2018021600",-0.45379352439024,-15.0607317073171,32.2591040542338
"PT20180217001",1,"HH20180217","PT2018021700",0.0759233588807802,-17.5900243309002,25.1417775623173
"PT20180217002",2,"HH20180217","PT2018021700",1.28350036396182,-11.9646778042959,36.5978418661186
"PT20180217004",4,"HH20180217","PT2018021700",-0.40649302439024,-15.0607317073171,32.1482476588471
"PT20180218001",1,"HH20180218","PT2018021800",0.237383358880781,-17.5900243309002,24.8494862807942
"PT20180218004",4,"HH20180218","PT2018021800",-0.18313352439024,-15.0607317073171,31.6304663495497
"PT20180219001",1,"HH20180219","PT2018021900",0.14581135888078,-17.5900243309002,25.014791879636
"PT20180219002",2,"HH20180219","PT2018021900",1.34293636396182,-11.9646778042959,36.4421197780684
"PT20180219004",4,"HH20180219","PT2018021900",-0.28712052439024,-15.0607317073171,31.8703598425777
"PT20180220001",1,"HH20180220","PT2018022000",-0.36387314111922,-17.5900243309002,25.9575451401115
