hh_id,ptc_id,wave,wealth_index
HH20180425,PT2018042500,1,0.6191651491248006
HH20180435,PT2018043500,1,-0.9380825079610507
HH20180437,PT2018043700,1,0.05847811013668534
HH20180438,PT2018043800,1,0.022977597052566676
HH20180459,PT2018045900,1,-2.8973709727506356
HH20180461,PT2018046100,1,-3.098174826053802
HH20180462,PT2018046200,1,-0.4590283115239105
HH20180463,PT2018046300,1,-0.8515468877331184
HH20180501,PT2018050100,1,-3.0397830091568983
HH20180503,PT2018050300,1,-3.2208200724591967
HH20180505,PT2018050500,1,1.4870474170990127
HH20180559,PT2018055900,1,-0.8415735460279883
HH20181154,PT2018115400,1,0.2842915233495231
HH20181155,PT2018115500,1,-4.536140028404114
HH20181158,PT2018115800,1,-0.503023438768763
HH20181159,PT2018115900,1,5.890154446689451
HH20181160,PT2018116000,1,-3.6401699966256063
HH20180361,PT2018036100,1,-4.834560879849158
HH20180362,PT2018036200,1,0.8858891095291522
HH20180363,PT2018036300,1,1.6203231611381452
HH20180364,PT2018036400,1,-2.1282278436065787
HH20180365,PT2018036500,1,0.9210326316351967
HH20180575,PT2018057500,1,-0.5417632431921908
HH20180576,PT2018057600,1,2.3184336128585064
HH20180577,PT2018057700,1,5.691726950157046
HH20180579,PT2018057900,1,13.148791784287397
HH20180659,PT2018065900,1,5.046474282007742
HH20180660,PT2018066000,1,-3.773660221752686
HH20180661,PT2018066100,1,-2.17819661682002
HH20180663,PT2018066300,1,0.723874770506243
HH20180664,PT2018066400,1,1.9237240216883833
HH20180699,PT2018069900,1,4.092914133191585
HH20180915,PT2018091500,1,4.181442793542746
HH20180916,PT2018091600,1,5.859728705974686
HH20180917,PT2018091700,1,-6.798601176579755
HH20180918,PT2018091800,1,0.030446933044502453
HH20180919,PT2018091900,1,-0.9800378675476578
HH20180968,PT2018096800,1,-3.7746500282711763
HH20180378,PT2018037800,1,7.632090454980518
HH20180420,PT2018042000,1,-2.8043914243823007
HH20180421,PT2018042100,1,-1.4893064155372508
HH20180422,PT2018042200,1,-2.484422873306169
HH20180423,PT2018042300,1,-0.49734796359132005
HH20180424,PT2018042400,1,-1.9034280888571924
HH20180454,PT2018045400,1,3.5733583513509726
HH20180456,PT2018045600,1,1.1964963250880383
HH20180457,PT2018045700,1,-4.635677123610547
HH20180458,PT2018045800,1,-4.352967523185769
HH20180669,PT2018066900,1,1.9830140767667666
HH20180670,PT2018067000,1,1.0915626460009882
HH20180920,PT2018092000,1,10.269848224467625
HH20180921,PT2018092100,1,2.487330683845339
HH20180922,PT2018092200,1,0.07731405527533908
HH20180923,PT2018092300,1,6.144874314147999
HH20181163,PT2018116300,1,3.0478087175715203
HH20181164,PT2018116400,1,-3.275011937641525
HH20181165,PT2018116500,1,2.6572369483002003
HH20180357,PT2018035700,1,1.9326655140428122
HH20180358,PT2018035800,1,0.9973062122840324
HH20180359,PT2018035900,1,-2.989647739012224
HH20180558,PT2018055800,1,0.09308290962336527
HH20180570,PT2018057000,1,3.0908644163989245
HH20180571,PT2018057100,1,3.616302840572935
HH20180572,PT2018057200,1,1.3270515415363058
HH20180573,PT2018057300,1,-4.503760698440871
HH20180574,PT2018057400,1,8.280226667455924
HH20180578,PT2018057800,1,-4.873094026784741
HH20180601,PT2018060100,1,-7.046156607798965
HH20180602,PT2018060200,1,-1.2000047595473207
HH20180665,PT2018066500,1,4.09581677294785
HH20180666,PT2018066600,1,-1.2140561889529655
HH20180667,PT2018066700,1,1.9078210908000501
HH20180668,PT2018066800,1,-0.29894191576374146
HH20180698,PT2018069800,1,-0.5090652380389471
HH20181133,PT2018113300,1,3.456700858277529
HH20181134,PT2018113400,1,-1.707052994128082
HH20181135,PT2018113500,1,-3.79809742955853
HH20180415,PT2018041500,1,3.0252463203181836
HH20180416,PT2018041600,1,-0.5529834653901772
HH20180417,PT2018041700,1,1.4071140842475975
HH20180418,PT2018041800,1,3.2374789705930946
HH20180419,PT2018041900,1,6.234023932889434
HH20180565,PT2018056500,1,2.710399451782185
HH20180566,PT2018056600,1,2.1105979778822843
HH20180567,PT2018056700,1,2.969412852208326
HH20180568,PT2018056800,1,2.6303431047397887
HH20180569,PT2018056900,1,6.182609499489083
HH20180603,PT2018060300,1,1.2443355299208871
HH20180605,PT2018060500,1,1.335702099937639
HH20180606,PT2018060600,1,7.233726178720615
HH20180607,PT2018060700,1,8.678709012696133
HH20180608,PT2018060800,1,0.40762170996270086
HH20180671,PT2018067100,1,-3.314248583469674
HH20180672,PT2018067200,1,-3.108766829605896
HH20180673,PT2018067300,1,2.4584304706082563
HH20180674,PT2018067400,1,-2.314668480974391
HH20180675,PT2018067500,1,0.5380321572330174
HH20180380,PT2018038000,1,-10.100725287558854
HH20180455,PT2018045500,1,-2.6419631812863016
HH20180553,PT2018055300,1,-1.2649560516934686
HH20180554,PT2018055400,1,-5.367403164003921
HH20180555,PT2018055500,1,2.603665640810444
HH20180556,PT2018055600,1,1.0137233474453693
HH20180557,PT2018055700,1,4.47126190291812
HH20180893,PT2018089300,1,-2.7993349118181956
HH20180894,PT2018089400,1,-4.18473097871067
HH20180895,PT2018089500,1,1.281979244603158
HH20180896,PT2018089600,1,-4.012951822737197
HH20180897,PT2018089700,1,7.283470818677973
HH20180924,PT2018092400,1,-3.550752404984166
HH20180926,PT2018092600,1,-3.015147670731712
HH20180927,PT2018092700,1,-3.894065097005525
HH20180928,PT2018092800,1,-7.454418797070266
HH20180929,PT2018092900,1,-3.348631191541667
HH20181157,PT2018115700,1,-4.13737468160164
HH20181162,PT2018116200,1,-1.707321627230362
HH20181166,PT2018116600,1,-4.522888938459818
HH20180451,PT2018045100,1,-1.40432371295208
HH20180452,PT2018045200,1,-1.044664810627364
HH20180453,PT2018045300,1,2.9411097534232633
HH20180548,PT2018054800,1,1.9866191195923277
HH20180549,PT2018054900,1,-2.6024539074175164
HH20180550,PT2018055000,1,4.948302465982456
HH20180551,PT2018055100,1,-4.3222747473837675
HH20180552,PT2018055200,1,1.7840280571236717
HH20180733,PT2018073300,1,0.35361499115051825
HH20180734,PT2018073400,1,-0.9981777726602058
HH20180962,PT2018096200,1,1.4639284861733306
HH20180966,PT2018096600,1,-4.08008455583107
HH20180967,PT2018096700,1,-5.508259334865768
HH20181156,PT2018115600,1,-1.2049007253054917
HH20181161,PT2018116100,1,4.346733320717555
HH20181167,PT2018116700,1,-1.7024151476200005
HH20181168,PT2018116800,1,2.688787577906703
HH20181169,PT2018116900,1,-4.331439321510231
HH20181197,PT2018119700,1,-2.7041054536515743
HH20181199,PT2018119900,1,-0.987081937313241
HH20180408,PT2018040800,1,3.616633798042994
HH20180413,PT2018041300,1,5.205037549737611
HH20180414,PT2018041400,1,-6.230393815219941
HH20180427,PT2018042700,1,4.2387684860400325
HH20180436,PT2018043600,1,-10.785628310085633
HH20180560,PT2018056000,1,2.568325163015707
HH20180561,PT2018056100,1,-0.5172594440789532
HH20180562,PT2018056200,1,-0.0104947196991668
HH20180563,PT2018056300,1,0.24897614917244223
HH20180564,PT2018056400,1,-0.5665169665496177
HH20180609,PT2018060900,1,3.9384845361266896
HH20180610,PT2018061000,1,4.548767004372638
HH20180611,PT2018061100,1,-4.353277383852601
HH20180612,PT2018061200,1,-2.0102441308759698
HH20180613,PT2018061300,1,5.0512150434800915
HH20180676,PT2018067600,1,-1.8629569471075489
HH20180677,PT2018067700,1,0.7398443798504922
HH20180678,PT2018067800,1,1.6051792667729519
HH20180679,PT2018067900,1,3.4007133576590407
HH20180680,PT2018068000,1,-3.0917465481592674
HH20180507,PT2018050700,1,-0.002840036619119985
HH20180508,PT2018050800,1,0.7043296803890674
HH20180509,PT2018050900,1,2.3133979308557766
HH20180735,PT2018073500,1,-2.8735626027726178
HH20180736,PT2018073600,1,8.07603452046321
HH20180800,PT2018080000,1,-2.3928266545137076
HH20180802,PT2018080200,1,0.9576953474951938
HH20180823,PT2018082300,1,-4.162166248762867
HH20180824,PT2018082400,1,-1.867284459190221
HH20180825,PT2018082500,1,6.971294183991269
HH20180826,PT2018082600,1,-1.2694819718501753
HH20180888,PT2018088800,1,-4.468065262468524
HH20180889,PT2018088900,1,0.28645472900791297
HH20180890,PT2018089000,1,4.222897657547922
HH20180899,PT2018089900,1,-1.8252960657946822
HH20180930,PT2018093000,1,1.2535912921286578
HH20180931,PT2018093100,1,3.8766817559548326
HH20180932,PT2018093200,1,6.095426186796463
HH20180933,PT2018093300,1,3.134815105529085
HH20180934,PT2018093400,1,2.204693063921236
HH20180409,PT2018040900,1,-1.2217668460624378
HH20180410,PT2018041000,1,-2.0983893802791314
HH20180411,PT2018041100,1,-2.517720967295589
HH20180433,PT2018043300,1,-0.6863665227232558
HH20180434,PT2018043400,1,-4.971269675394531
HH20180616,PT2018061600,1,6.670006814917606
HH20180617,PT2018061700,1,2.431530979850578
HH20180618,PT2018061800,1,1.8906496032306397
HH20180619,PT2018061900,1,0.7008751466284174
HH20180620,PT2018062000,1,-0.7928534286936308
HH20180681,PT2018068100,1,-0.056814156649734146
HH20180682,PT2018068200,1,-4.8085538221192365
HH20180683,PT2018068300,1,-1.3765340115174254
HH20180684,PT2018068400,1,0.48931291779563524
HH20180685,PT2018068500,1,-2.0125098696197288
HH20181123,PT2018112300,1,-0.3653528362661999
HH20181124,PT2018112400,1,0.25966855151179224
HH20181125,PT2018112500,1,-2.499819860730378
HH20181126,PT2018112600,1,2.6707330923766497
HH20181127,PT2018112700,1,-5.487598794648802
HH20180627,PT2018062700,1,0.20391004262368984
HH20180628,PT2018062800,1,6.998406016832991
HH20180629,PT2018062900,1,8.710063771727414
HH20180630,PT2018063000,1,0.23938052799994994
HH20180631,PT2018063100,1,0.09591217721823594
HH20180692,PT2018069200,1,1.6847662753834673
HH20180738,PT2018073800,1,-2.086082004347962
HH20180739,PT2018073900,1,0.6445851684236812
HH20180740,PT2018074000,1,-2.5352474135839764
HH20180741,PT2018074100,1,4.390337024532494
HH20180742,PT2018074200,1,1.6945373549955338
HH20180804,PT2018080400,1,0.9312481266062773
HH20180805,PT2018080500,1,0.9237310358195243
HH20180806,PT2018080600,1,-0.6280707564247988
HH20180810,PT2018081000,1,-1.0244827793757327
HH20180811,PT2018081100,1,3.90150266979364
HH20180892,PT2018089200,1,-1.790320465450963
HH20181128,PT2018112800,1,2.4355333327639803
HH20181129,PT2018112900,1,2.579929107364418
HH20181130,PT2018113000,1,4.229109719611559
HH20180510,PT2018051000,1,-2.8131122293273267
HH20180519,PT2018051900,1,0.5971963772092692
HH20180544,PT2018054400,1,-0.4301502437184943
HH20180545,PT2018054500,1,1.9789752240947915
HH20180546,PT2018054600,1,0.7900777642343091
HH20180547,PT2018054700,1,-4.861781250665639
HH20180686,PT2018068600,1,3.8060224302797656
HH20180687,PT2018068700,1,-5.711129237724036
HH20180689,PT2018068900,1,-0.022442553043506168
HH20180690,PT2018069000,1,1.3767272529672507
HH20180691,PT2018069100,1,-0.24706381937503158
HH20180847,PT2018084700,1,-2.004375199675202
HH20180849,PT2018084900,1,2.2804341999969577
HH20180850,PT2018085000,1,2.085317600680014
HH20180851,PT2018085100,1,-2.4292657695950366
HH20180852,PT2018085200,1,-0.8530312882468845
HH20180953,PT2018095300,1,-0.7172890725408344
HH20180954,PT2018095400,1,-0.5171197908906838
HH20180957,PT2018095700,1,2.757910222063963
HH20180539,PT2018053900,1,-0.4561561644454047
HH20180540,PT2018054000,1,-2.2837341225510324
HH20180541,PT2018054100,1,-0.911154150453609
HH20180542,PT2018054200,1,-1.6945981792357652
HH20180543,PT2018054300,1,5.146292432774862
HH20180637,PT2018063700,1,9.865371432345697
HH20180638,PT2018063800,1,-6.149103356331634
HH20180639,PT2018063900,1,-5.986831280480537
HH20180700,PT2018070000,1,6.150206264171345
HH20180808,PT2018080800,1,-0.5777033220293263
HH20180809,PT2018080900,1,-3.3827858234284847
HH20180855,PT2018085500,1,2.3517455075916196
HH20180856,PT2018085600,1,-4.408393900872696
HH20180857,PT2018085700,1,-5.230327437915289
HH20180858,PT2018085800,1,-4.8431391961423715
HH20180935,PT2018093500,1,-2.19255912341312
HH20180936,PT2018093600,1,2.084822774670846
HH20180940,PT2018094000,1,0.10044202723233434
HH20180948,PT2018094800,1,2.370597512898323
HH20180958,PT2018095800,1,0.6438748499846253
HH20180623,PT2018062300,1,-2.636019247597556
HH20180624,PT2018062400,1,-0.5197320012118292
HH20180625,PT2018062500,1,3.528312607778452
HH20180634,PT2018063400,1,-1.9566062431349573
HH20180635,PT2018063500,1,-2.2440171782903438
HH20180636,PT2018063600,1,-4.9197350350252105
HH20180695,PT2018069500,1,2.8011707289278767
HH20180696,PT2018069600,1,-10.006323720691658
HH20180877,PT2018087700,1,-2.386250517068161
HH20180878,PT2018087800,1,-1.3171456316850703
HH20180937,PT2018093700,1,-1.3127682828117713
HH20180939,PT2018093900,1,-2.0974410261422074
HH20180941,PT2018094100,1,-0.5872080230511614
HH20180942,PT2018094200,1,-3.5133074437795364
HH20180945,PT2018094500,1,-3.5762542321984627
HH20180947,PT2018094700,1,-1.4844009948991421
HH20180949,PT2018094900,1,-0.018031151392996006
HH20180950,PT2018095000,1,-1.362267405353643
HH20181075,PT2018107500,1,-1.7196544034218741
HH20181077,PT2018107700,1,11.026179192509655
HH20180322,PT2018032200,1,6.33136817504005
HH20180381,PT2018038100,1,4.095756316698732
HH20180384,PT2018038400,1,-0.740758714196495
HH20180386,PT2018038600,1,-2.0289706063557658
HH20180387,PT2018038700,1,-4.55101767628882
HH20180388,PT2018038800,1,-3.2245240541374676
HH20180391,PT2018039100,1,-9.378454302523
HH20180394,PT2018039400,1,-0.45696780082332006
HH20180395,PT2018039500,1,-1.0934863007592837
HH20180396,PT2018039600,1,0.0016746899869379342
HH20180536,PT2018053600,1,1.7796630497655064
HH20180537,PT2018053700,1,-1.3130199268219183
HH20180538,PT2018053800,1,0.4617334768505338
HH20180693,PT2018069300,1,-1.9157152628293965
HH20180859,PT2018085900,1,5.349060296496199
HH20180944,PT2018094400,1,-6.39130415652494
HH20181188,PT2018118800,1,-4.248907196157488
HH20181192,PT2018119200,1,-0.16780700771845403
HH20181193,PT2018119300,1,-3.330144978053898
HH20181196,PT2018119600,1,-1.0634373779155746
HH20180111,PT2018011100,1,-0.7957249442470923
HH20180382,PT2018038200,1,-1.2037213290595503
HH20180383,PT2018038300,1,3.167587706370467
HH20180385,PT2018038500,1,-4.188891938910282
HH20180389,PT2018038900,1,-2.064987796254089
HH20180390,PT2018039000,1,-0.6503223439834337
HH20180392,PT2018039200,1,-5.1353633518166495
HH20180393,PT2018039300,1,-3.9054779222629983
HH20180397,PT2018039700,1,1.8753924166901395
HH20180398,PT2018039800,1,-2.6942074131315223
HH20180399,PT2018039900,1,-2.020032514138063
HH20180527,PT2018052700,1,-3.570606066186509
HH20180633,PT2018063300,1,-2.3585118935335747
HH20180854,PT2018085400,1,-1.751946202080757
HH20180876,PT2018087600,1,-0.9261309115087708
HH20181190,PT2018119000,1,-1.8209526121371962
HH20181191,PT2018119100,1,2.54695773940224
HH20181195,PT2018119500,1,2.8192505923469273
HH20181198,PT2018119800,1,16.323935136850668
HH20181200,PT2018120000,1,1.0642378863548423
HH20180521,PT2018052100,1,-6.353787709615446
HH20180524,PT2018052400,1,2.241550094171874
HH20180525,PT2018052500,1,-0.8420507747079653
HH20180526,PT2018052600,1,-7.91865932332923
HH20180621,PT2018062100,1,1.0862729158005722
HH20180622,PT2018062200,1,-2.6872118793432254
HH20180632,PT2018063200,1,9.14374272525676
HH20180820,PT2018082000,1,-0.9594221795187033
HH20180821,PT2018082100,1,1.6630176579509084
HH20180822,PT2018082200,1,0.8994476870036903
HH20180844,PT2018084400,1,4.379783685028434
HH20180845,PT2018084500,1,6.215995854595013
HH20180846,PT2018084600,1,-3.1933720721672043
HH20180874,PT2018087400,1,1.1305409797638157
HH20180875,PT2018087500,1,4.045165760989947
HH20180965,PT2018096500,1,4.006780089743728
HH20181132,PT2018113200,1,-1.149828173829734
HH20180511,PT2018051100,1,-1.4042224444614726
HH20180512,PT2018051200,1,-3.945601564218516
HH20180513,PT2018051300,1,-0.2972228674105756
HH20180531,PT2018053100,1,-0.048194741343538766
HH20180532,PT2018053200,1,-3.4044981848266773
HH20180533,PT2018053300,1,3.7932542135456075
HH20180860,PT2018086000,1,8.755294748813835
HH20180861,PT2018086100,1,-1.794370972386767
HH20180862,PT2018086200,1,-4.698052430203346
HH20180959,PT2018095900,1,-7.55586294518523
HH20180321,PT2018032100,1,0.5890845076682998
HH20180528,PT2018052800,1,-2.111823986121629
HH20180529,PT2018052900,1,-1.4834590044564462
HH20180530,PT2018053000,1,2.543783971308671
HH20180534,PT2018053400,1,-1.0032601844022537
HH20180535,PT2018053500,1,2.239156968351531
HH20180697,PT2018069700,1,-4.423314580676772
HH20180834,PT2018083400,1,-3.7524385335660946
HH20180835,PT2018083500,1,-3.6777028960651967
HH20180839,PT2018083900,1,0.43429095156739606
HH20180840,PT2018084000,1,-0.7298389284502689
HH20180841,PT2018084100,1,2.6895483629949823
HH20180842,PT2018084200,1,0.16941990423804562
HH20180843,PT2018084300,1,5.826308208250694
HH20180863,PT2018086300,1,-0.8749665732949364
HH20180864,PT2018086400,1,-2.144242683353128
HH20180865,PT2018086500,1,3.514930761392115
HH20180866,PT2018086600,1,-2.0365171121922905
HH20180943,PT2018094300,1,0.0832538954784188
HH20180951,PT2018095100,1,-4.828950957516517
HH20180514,PT2018051400,1,-5.993347487870092
HH20180515,PT2018051500,1,0.36084409355416114
HH20180516,PT2018051600,1,-1.8772255838949221
HH20180523,PT2018052300,1,-9.570885632870798
HH20180626,PT2018062600,1,1.5261367830814587
HH20180694,PT2018069400,1,-2.2937728654540637
HH20180814,PT2018081400,1,1.9846257154809297
HH20180815,PT2018081500,1,4.0799636494604945
HH20180816,PT2018081600,1,4.8915983785797605
HH20180819,PT2018081900,1,0.2662900512301402
HH20180871,PT2018087100,1,1.647263084183085
HH20180872,PT2018087200,1,-3.755869578275518
HH20180873,PT2018087300,1,-3.37227216501012
HH20180964,PT2018096400,1,-1.2921514647609473
HH20181131,PT2018113100,1,-4.156399936230134
HH20180106,PT2018010600,2,-4.496738759867942
HH20180113,PT2018011300,2,-2.4145289592893207
HH20180137,PT2018013700,2,-1.9828508763107706
HH20180147,PT2018014701,2,0.22557291374026306
HH20180157,PT2018015700,2,1.6505121639452092
HH20180165,PT2018016500,2,-3.3466999859489026
HH20180167,PT2018016700,2,0.5047995429883242
HH20180177,PT2018017700,2,0.8341905461103698
HH20180187,PT2018018700,2,2.6566463463812164
HH20180213,PT2018021300,2,7.475337734110113
HH20180216,PT2018021600,2,0.3625402425821531
HH20180223,PT2018022300,2,-1.0932802920454119
HH20180268,PT2018026800,2,-0.022843727925881484
HH20180272,PT2018027200,2,-0.9504974274159892
HH20180275,PT2018027500,2,0.7361672922869371
HH20180278,PT2018027800,2,-5.740671848721455
HH20180285,PT2018028501,2,-2.143230528742199
HH20180295,PT2018029500,2,-1.5404345267357993
HH20180299,PT2018029900,2,4.249883316409926
HH20190220,PT2019022000,2,-2.2439911478257626
HH20180159,PT2018015900,2,-3.4137686256939013
HH20180107,PT2018010700,2,-0.5880319605727421
HH20180117,PT2018011700,2,-6.475184035041282
HH20180127,PT2018012701,2,-0.6938074881222386
HH20180175,PT2018017500,2,1.974958325674677
HH20180189,PT2018018900,2,-0.7762865766849895
HH20180199,PT2018019900,2,-10.479146703161131
HH20180207,PT2018020700,2,-7.109549350902688
HH20180209,PT2018020900,2,-4.872850553948839
HH20180217,PT2018021700,2,1.6031066840006507
HH20180238,PT2018023800,2,-7.484276833298441
HH20180245,PT2018024500,2,-8.22498048806341
HH20180248,PT2018024800,2,-1.3284787229251875
HH20180258,PT2018025800,2,-3.38862960779217
HH20180265,PT2018026500,2,-1.3181998954082994
HH20180288,PT2018028800,2,-6.8954526812989645
HH20180294,PT2018029400,2,2.9834002532597466
HH20190241,PT2019024100,2,-0.8130530731974954
HH20190265,PT2019026500,2,-1.551489885352827
HH20190281,PT2019028100,2,-4.0861077323180535
HH20180116,PT2018011600,2,-3.2356230590087596
HH20180163,PT2018016300,2,0.013668215014062752
HH20180134,PT2018013400,2,-3.934667499115683
HH20180143,PT2018014300,2,2.5969951803900417
HH20180144,PT2018014400,2,-4.4023745861075865
HH20180153,PT2018015300,2,-4.826745053056341
HH20180164,PT2018016400,2,-6.689988916842576
HH20180169,PT2018016900,2,-9.114154286945231
HH20180176,PT2018017601,2,-3.1753126969547782
HH20180178,PT2018017801,2,4.775993220625491
HH20180179,PT2018017900,2,3.3980702702757712
HH20180212,PT2018021200,2,4.940734741387525
HH20180219,PT2018021900,2,-1.4011858703199174
HH20180229,PT2018022900,2,-9.822987541264508
HH20180239,PT2018023900,2,-0.37452839916751596
HH20190139,PT2019013900,2,-3.6735917821354453
HH20190155,PT2019015500,2,-0.6017274046664904
HH20190236,PT2019023600,2,-1.9171503924157258
HH20190283,PT2019028300,2,-0.449336518786977
HH20180103,PT2018010300,2,-7.211277311165079
HH20180109,PT2018010900,2,-3.718009814464224
HH20180119,PT2018011900,2,-0.03472208127062023
HH20180123,PT2018012300,2,-3.109385838468371
HH20180133,PT2018013300,2,3.061370991543973
HH20180139,PT2018013900,2,-4.984479233458441
HH20180146,PT2018014600,2,-1.7589498231174066
HH20180149,PT2018014900,2,3.089941646904127
HH20180156,PT2018015600,2,-3.3214711204414282
HH20180235,PT2018023500,2,-3.9846565574842803
HH20180252,PT2018025200,2,1.5613552397379207
HH20180254,PT2018025400,2,-0.7234133527901077
HH20180257,PT2018025700,2,-3.965813178960013
HH20180264,PT2018026400,2,-5.370899995907831
HH20180274,PT2018027400,2,-4.547716679412645
HH20180277,PT2018027700,2,-1.7178768414022827
HH20190228,PT2019022800,2,-0.8197696153437388
HH20190244,PT2019024400,2,-8.941376618391764
HH20190275,PT2019027500,2,-0.908995705377749
HH20180130,PT2018013000,2,-4.303683015777107
HH20180750,PT2018075000,2,-4.6314587162825465
HH20181006,PT2018100600,2,-3.342246481634974
HH20181007,PT2018100700,2,-7.373531779901281
HH20180102,PT2018010200,2,0.584003026915212
HH20180112,PT2018011201,2,-2.7666984629968874
HH20180120,PT2018012000,2,-2.2793912272271872
HH20180140,PT2018014001,2,-4.158742589234089
HH20180162,PT2018016201,2,-2.314145197067538
HH20180196,PT2018019600,2,-2.1573881723643793
HH20180198,PT2018019800,2,-3.5149803821889494
HH20180200,PT2018020000,2,1.5000117601844856
HH20180220,PT2018022000,2,-0.2526369521788426
HH20180230,PT2018023000,2,-4.702083989157481
HH20180243,PT2018024300,2,4.7074207691139796
HH20180253,PT2018025300,2,0.5031100948809831
HH20180260,PT2018026000,2,-4.195096459594639
HH20180263,PT2018026300,2,-3.701759443305573
HH20180293,PT2018029300,2,-5.83100714984246
HH20190147,PT2019014700,2,-7.033961029945412
HH20190163,PT2019016300,2,-0.11009454976935368
HH20190187,PT2019018700,2,-1.622250381529972
HH20180124,PT2018012400,2,-3.886376307002533
HH20180173,PT2018017300,2,-3.2354071056815266
HH20180184,PT2018018400,2,-7.867862556328284
HH20180204,PT2018020400,2,2.6750639087689065
HH20180224,PT2018022400,2,-6.459371051295762
HH20180290,PT2018029000,2,2.6533505103513866
HH20180701,PT2018070100,2,-4.45663716396095
HH20180702,PT2018070200,2,7.0407478941045065
HH20180703,PT2018070300,2,-3.1724050677705478
HH20180751,PT2018075100,2,-3.039705761438336
HH20180752,PT2018075200,2,-0.8919925179075333
HH20181004,PT2018100400,2,-7.2111328900870175
HH20181008,PT2018100800,2,1.6875897767331718
HH20181097,PT2018109700,2,0.9268574172339036
HH20181098,PT2018109800,2,-0.8695915596154858
HH20181099,PT2018109900,2,-0.5479197290066022
HH20190179,PT2019017900,2,-2.8008665420684573
HH20190196,PT2019019600,2,-7.722483920956627
HH20180104,PT2018010400,2,-5.159066210249562
HH20180114,PT2018011400,2,-5.407385187113146
HH20180115,PT2018011500,2,-2.5459350514100536
HH20180125,PT2018012500,2,-2.751270825031119
HH20180174,PT2018017400,2,2.176942071380354
HH20180183,PT2018018300,2,-0.5049178242382791
HH20180193,PT2018019300,2,-0.125207198741718
HH20180202,PT2018020200,2,1.5475734953623945
HH20180244,PT2018024400,2,-1.6574619997166415
HH20180269,PT2018026900,2,-3.5010231411336896
HH20180279,PT2018027900,2,-6.42078064067024
HH20180287,PT2018028700,2,-3.588650134511879
HH20180289,PT2018028900,2,-6.116739215785347
HH20180300,PT2018030000,2,-5.960584158583803
HH20190132,PT2019013200,2,-2.0254365751422663
HH20190158,PT2019015800,2,1.4430066072817287
HH20190219,PT2019021900,2,1.0340338122781232
HH20190289,PT2019028900,2,-3.0400800393507663
HH20180171,PT2018017100,2,0.20884030247179616
HH20180194,PT2018019400,2,-4.303398550232983
HH20180214,PT2018021400,2,-7.73466146969057
HH20180707,PT2018070700,2,-1.6401519855866382
HH20180710,PT2018071000,2,-6.817708934409819
HH20180753,PT2018075300,2,-1.0755980836466414
HH20180754,PT2018075400,2,4.004213955777627
HH20180755,PT2018075500,2,-9.252540694314959
HH20180756,PT2018075600,2,0.6131558169629316
HH20180757,PT2018075700,2,1.2015866167115383
HH20181009,PT2018100900,2,-2.5800240911020293
HH20181011,PT2018101100,2,-3.6619068493797933
HH20181094,PT2018109400,2,-2.7747462391587194
HH20181095,PT2018109500,2,-2.3427477021385488
HH20190195,PT2019019500,2,-3.9187539584667337
HH20190204,PT2019020400,2,-2.9018943001137307
HH20190209,PT2019020900,2,0.4141469530467841
HH20190211,PT2019021100,2,-0.35672050419930235
HH20190225,PT2019022500,2,0.9349832735200612
HH20190292,PT2019029200,2,8.867595936901996e-4
HH20180210,PT2018021000,2,-0.21625458967807254
HH20180215,PT2018021500,2,2.4373288446990693
HH20180280,PT2018028000,2,-3.8608545181130824
HH20180108,PT2018010800,2,-2.584721311094924
HH20180110,PT2018011000,2,-5.473871502126631
HH20180128,PT2018012801,2,-0.9989752224069612
HH20180148,PT2018014800,2,-4.134538396145344
HH20180180,PT2018018000,2,-7.488168604632197
HH20180185,PT2018018500,2,0.0868961955743064
HH20180190,PT2018019000,2,1.3247381501511928
HH20180225,PT2018022500,2,-0.08981155141914116
HH20180292,PT2018029200,2,-1.2922440236241206
HH20180297,PT2018029700,2,-2.34560370791278
HH20190131,PT2019013100,2,-9.250755697098171
HH20190180,PT2019018000,2,0.5199742015860759
HH20190184,PT2019018400,2,-6.850942659665442
HH20190188,PT2019018800,2,-2.7683428653823143
HH20190200,PT2019020000,2,1.924868769295662
HH20190267,PT2019026700,2,-6.345770063886568
HH20190299,PT2019029900,2,-3.4995679161325097
HH20180322,PT2018032200,2,6.272868888149212
HH20180381,PT2018038100,2,2.1831892259251418
HH20180384,PT2018038400,2,0.37883285712820036
HH20180386,PT2018038600,2,-3.409165539734738
HH20180387,PT2018038700,2,-5.116102344420511
HH20180391,PT2018039100,2,-9.843657824783655
HH20180394,PT2018039400,2,-2.0599671144476477
HH20180395,PT2018039500,2,4.756088092693763
HH20180396,PT2018039600,2,-3.1845433478372254
HH20180537,PT2018053700,2,-1.7734396396919307
HH20180538,PT2018053800,2,0.24000000507102484
HH20180693,PT2018069300,2,-3.9201890640284054
HH20180944,PT2018094400,2,-6.060095562687467
HH20181192,PT2018119200,2,-3.0599748786972665
HH20181193,PT2018119300,2,-5.446073410128489
HH20181196,PT2018119600,2,-0.4947498570758605
HH20190107,PT2019010700,2,-3.906172812865368
HH20190115,PT2019011500,2,0.46069348294412793
HH20190217,PT2019021700,2,-0.9402408075459612
HH20190297,PT2019029700,2,-2.0740303518809546
HH20180409,PT2018040900,2,-1.0834052620942711
HH20180410,PT2018041000,2,-2.6382711208469987
HH20180411,PT2018041100,2,-1.894211100172156
HH20180433,PT2018043300,2,-2.3270887123454336
