ptc_id,wave,ID_VILLAGE,outdoor_temp_seasonal,outdoor_temp_24h,outdoor_dew_seasonal,outdoor_dew_24h
PT2018040800,2,12306,1.660194864,-3.462357198,-11.9646778,-9.452954844
PT2018040900,2,10895,-1.113091708,-1.525541029,-12.57242945,-6.839611943
PT2018041000,2,10895,-1.13047878,-1.542281959,-12.57077164,-6.847401568
PT2018041100,2,10895,-1.0758336020000001,-1.489674105,-12.5715376,-6.835337441
PT2018041200,2,12309,2.045431764,-3.648642986,-12.74654517,-12.27497634
PT2018041300,2,12306,1.711973864,-3.651159881,-11.9646778,-14.83137545
PT2018041400,2,12306,1.753274864,-3.37169232,-11.9646778,-9.445104298
PT2018041500,2,12317,1.839737864,-3.610656845,-11.9646778,-11.0599948
PT2018041600,2,12317,1.836695864,-3.613913928,-11.9646778,-11.05933778
PT2018041700,2,12317,1.828850364,-3.621707464,-11.9646778,-11.06052373
PT2018041800,2,12317,1.833471864,-3.617161997,-11.9646778,-11.05990821
PT2018041900,2,12317,1.845899864,-3.604562273,-11.9646778,-11.05909977
PT2018042200,2,12315,2.040178364,-3.753743328,-11.9646778,-14.45091492
PT2018042301,2,12315,2.022439864,-3.774414177,-11.9646778,-14.46672955
PT2018042400,2,12315,1.980774864,-3.817507638,-11.9646778,-14.48001073
PT2018042500,2,12309,2.131903433,-3.563148643,-12.74475829,-12.28056914
PT2018043300,2,10895,-1.119323718,-1.531244261,-12.57195292,-6.843517723
PT2018043400,2,10895,-1.152276914,-1.562669518,-12.57066806,-6.854562171
PT2018043500,2,12309,2.25516887,-3.449186971,-12.74717029,-12.30050281
PT2018043600,2,12306,1.753716864,-3.371259827,-11.9646778,-9.44506974
PT2018043700,2,12309,2.268898308,-9.41900739,-12.74667674,-26.39072453
PT2018043800,2,12309,2.270376293,-3.4326115,-12.74629632,-12.29846035
PT2018043900,2,12307,1.168138364,-3.454029509,-11.9646778,-11.04133943
PT2018044000,2,12307,0.993080364,-2.491428695,-11.9646778,-10.95050206
PT2018044100,2,12307,0.959975864,-3.662423772,-11.9646778,-11.0404241
PT2018044200,2,12307,1.000665864,-3.621602409,-11.9646778,-11.0409429
PT2018044300,2,12064,-1.208406929,-2.177321347,-13.250926,-13.74149867
PT2018044400,2,12064,-1.259019807,-2.229037216,-13.25106484,-13.74429756
PT2018044500,2,12064,-1.227137902,-2.197775205,-13.25183388,-13.74693618
PT2018044600,2,12064,-1.226097665,-2.197379578,-13.25263544,-13.74968095
PT2018044700,2,12071,-1.905642587,-5.611029327,-13.6124105,-15.78927814
PT2018044800,2,12071,-1.912487087,-5.617384305,-13.6124105,-15.78877689
PT2018044900,2,12124,-3.247469804,-9.332638062,-12.92211777,-18.10159561
PT2018045000,2,12123,-3.094473655,-7.952597728,-12.94129345,-13.63278299
PT2018045100,2,12305,1.896658364,-1.051208905,-11.9646778,-9.043189156
PT2018045200,2,12305,1.901273364,-1.046130356,-11.9646778,-9.04279049
PT2018045300,2,12305,1.906616364,-1.041003608,-11.9646778,-9.040571336
PT2018045400,2,12315,1.965350364,-3.833039463,-11.9646778,-14.48875962
PT2018045500,2,12318,1.672388864,-3.779207372,-11.9646778,-11.07388581
PT2018045501,2,12318,1.672388864,-9.587109216,-11.9646778,-22.46382619
PT2018045600,2,12315,2.010713864,-3.786544623,-11.9646778,-14.47119159
PT2018045700,2,12315,2.036206864,-3.759305183,-11.9646778,-14.46074087
PT2018045800,2,12315,2.021074864,-3.773658617,-11.9646778,-14.45730729
PT2018045900,2,12309,2.292686321,-3.40762676,-12.74632278,-12.29149583
PT2018046201,2,12309,2.196244585,-3.67980737,-12.76075749,-10.90411626
PT2018046300,2,12309,2.093567495,-3.776552659,-12.75679911,-10.91171117
PT2018046400,2,12307,1.086875364,-3.534450216,-11.9646778,-11.04466598
PT2018046500,2,12307,1.085510364,-3.535941693,-11.9646778,-11.04416647
PT2018046600,2,12307,1.074934864,-3.546530529,-11.9646778,-11.0441138
PT2018046700,2,12307,1.058132364,-3.564189215,-11.9646778,-11.04073238
PT2018046800,2,12307,1.054128364,-3.56821395,-11.9646778,-11.04065049
PT2018046900,2,12068,-1.863152087,-7.92183539,-13.6124105,-19.44910163
PT2018047000,2,12068,-1.889899587,-6.658164979,-13.6124105,-17.97690231
PT2018047100,2,12068,-1.875807587,-7.931612628,-13.6124105,-19.446151360000002
PT2018047200,2,12068,-1.960691087,-7.99763131,-13.6124105,-19.42681458
PT2018047400,2,12064,-1.22369349,-2.19002253,-13.2486687,-13.73194105
PT2018047500,2,12064,-1.238484802,-2.20404727,-13.24763385,-13.72853557
PT2018047600,2,12064,-1.236820139,-2.202365246,-13.24766649,-13.72854546
PT2018047700,2,12064,-1.245287983,-2.211178327,-13.24769436,-13.72939959
PT2018047900,2,12071,-1.915808587,-5.613126173,-13.6124105,-15.78101561
PT2018048100,2,12071,-1.904524587,-5.606087545,-13.6124105,-15.78536272
PT2018048200,2,12123,-3.083339417,-9.168668804,-12.9404423,-18.13426876
PT2018048201,2,12123,-3.083339417,-7.940592953,-12.9404423,-13.62819027
PT2018048300,2,12123,-3.086390874,-7.94390549,-12.94098968,-13.63057771
PT2018048400,2,12123,-3.075482593,-7.930906033,-12.93911681,-13.6201416
PT2018048500,2,12124,-3.237086292,-6.17980613,-12.92252911,-13.68330955
PT2018048600,2,12067,-1.857607587,-4.585472889,-13.6124105,-15.08274065
PT2018048700,2,12067,-1.861910587,-7.771435802,-13.6124105,-19.31710155
PT2018048800,2,12067,-1.891388087,-4.620652684,-13.6124105,-15.08892937
PT2018048801,2,12067,-1.891388087,-7.802292821,-13.6124105,-19.31936985
PT2018048900,2,12067,-1.875632087,-4.605479639,-13.6124105,-15.09150763
PT2018049000,2,12060,-2.308948087,-5.678384514,-13.6124105,-12.8929152
PT2018049001,2,12060,-2.308948087,-5.678384514,-13.6124105,-12.8929152
PT2018049100,2,12060,-2.236902087,-5.603843611,-13.6124105,-12.88421076
PT2018049200,2,12060,-2.239742587,-5.600517021,-13.6124105,-12.86269448
PT2018049300,2,12060,-2.286770087,-5.655592322,-13.6124105,-12.89077235
PT2018049600,2,12074,-1.753328087,-7.745901557,-13.6124105,-17.59970459
PT2018049700,2,12074,-1.717110087,-7.708645401,-13.6124105,-17.59648048
PT2018049800,2,12074,-1.756877087,-7.749710772,-13.6124105,-17.60051272
PT2018049900,2,12111,-1.724078087,-13.29176947,-13.6124105,-24.2743505
PT2018050000,2,12111,-1.685890587,-13.26911037,-13.6124105,-24.29303883
PT2018050100,2,12309,2.307761366,-3.575104286,-12.76455572,-10.90790653
PT2018050200,2,12309,2.31704617,-3.566374521,-12.76510242,-10.90426648
PT2018050300,2,12309,2.279025275,-3.599918908,-12.76256694,-10.90238241
PT2018050400,2,12309,2.127770095,-3.74753312,-12.76056946,-10.8999993
PT2018050500,2,12309,2.41895403,-3.46733962,-12.76658145,-10.90814256
PT2018050700,2,10894,-1.13405094,-1.508385257,-12.55348155,-13.72900978
PT2018050800,2,10894,-1.157122641,-1.53266987,-12.5537995,-13.72997441
PT2018050900,2,10894,-1.148262494,-1.518344445,-12.55498349,-13.72594011
PT2018051001,2,10888,-1.404450789,-3.516134958,-12.51719757,-17.08421059
PT2018051100,2,10899,-3.300759375,-1.742262325,-12.56463207,-9.802820088
PT2018051201,2,10899,-3.218628784,-1.660644866,-12.56495138,-9.792964692
PT2018051300,2,10899,-3.559043077,-7.720397328,-12.5706985,-13.76030514
PT2018051400,2,10898,-1.656354704,-5.604847452,-12.57183205,-16.77984319
PT2018051600,2,10898,-1.973117602,-6.013027092,-12.58756544,-13.56220559
PT2018051900,2,10888,-1.399537694,-3.506595467,-12.51779759,-17.08195811
PT2018052100,2,10897,-1.529655824,-5.604008041,-12.548825860000001,-13.5918374
PT2018052200,2,10898,-1.928822397,-5.903561234,-12.58702875,-16.81047204
PT2018052300,2,10898,-1.917671621,-5.95366456,-12.58747416,-13.55530197
PT2018052500,2,10897,-1.546539775,-5.54197121,-12.54842403,-16.8384066
PT2018052600,2,10897,-1.544730964,-5.535495425,-12.54909118,-16.83269228
PT2018052701,2,10891,-1.395039714,-5.425170025,-12.52607279,-13.49777906
PT2018052800,2,10892,-1.412023814,-1.744242128,-12.54028632,-13.69525864
PT2018052900,2,10892,-1.434626047,-1.764764005,-12.54042494,-13.69368578
PT2018053000,2,10892,-1.422826002,-1.751763666,-12.54006884,-13.69272628
PT2018053200,2,10899,-3.387611993,-7.556716498,-12.56416277,-13.76843111
PT2018053201,2,10899,-3.387611993,-1.828842139,-12.56416277,-9.80773075
PT2018053300,2,10899,-3.844898308,-2.285088049,-12.56703743,-9.831621666
PT2018053400,2,10892,-1.418234788,-1.748418342,-12.54013925,-13.69368654
PT2018053501,2,10892,-1.418278333,-1.750312957,-12.54038111,-13.6951296
PT2018053700,2,10889,-1.337455881,-1.711557749,-12.5248824,-7.172509811
