ptc_id,wave,ID_VILLAGE,outdoor_temp_seasonal,outdoor_temp_24h,outdoor_dew_seasonal,outdoor_dew_24h
PT2018111500,2,12067,-1.858732087,-4.587140171,-13.6124105,-15.08514124
PT2018111600,2,12071,-1.910706087,-5.622854875,-13.6124105,-15.79620225
PT2018111800,2,12064,-1.25942579,-2.227602924,-13.24964926,-13.73779593
PT2018111901,2,12064,-1.228907931,-2.19668414,-13.24968209,-13.73690643
PT2018112000,2,12064,-1.238408272,-2.205928705,-13.24932087,-13.73574723
PT2018112100,2,12064,-1.232039636,-2.200012801,-13.24978045,-13.73752057
PT2018112200,2,12064,-1.219563182,-2.187489665,-13.24995628,-13.73768319
PT2018112300,2,10895,-1.147432495,-1.558236699,-12.57040091,-6.85330897
PT2018112400,2,10895,-1.13355009,-1.54518902,-12.57087812,-6.84790244
PT2018112500,2,10895,-1.109812267,-1.523186839,-12.57210993,-6.836004802
PT2018112600,2,10895,-1.093734856,-1.506738756,-12.5731094,-6.835016016
PT2018112900,2,10885,-1.500521145,-3.648803272,-12.50459633,-17.09982581
PT2018113000,2,10885,-1.52355698,-3.674608047,-12.50404358,-17.10111285
PT2018113100,2,10898,-1.719561691,-5.66972898,-12.56695833,-16.78220013
PT2018113200,2,10897,-1.506330836,-5.493256401,-12.5485093,-16.82808146
PT2018113400,2,12316,1.959682364,-3.844754097,-11.9646778,-14.4838077
PT2018113500,2,12316,1.971167864,-9.27576521,-11.9646778,-22.44262145
PT2018113501,2,12316,1.971167864,-3.832893899,-11.9646778,-14.47886318
PT2018113601,2,12071,-1.916887587,-7.919109522,-13.6124105,-19.4695204
PT2018113700,2,12074,-1.714685587,-7.706198965,-13.6124105,-17.59641235
PT2018113701,2,12074,-1.714685587,-6.324896878,-13.6124105,-17.64517342
PT2018113800,2,12070,-2.062039087,-1.576809217,-13.6124105,-6.076412631
PT2018113900,2,12070,-2.025431087,-1.54051744,-13.6124105,-6.069414162
PT2018114000,2,12070,-2.042259587,-1.557180216,-13.6124105,-6.07308188
PT2018114200,2,12074,-1.772574587,-7.765566684,-13.6124105,-17.60100469
PT2018114400,2,12071,-1.911330087,-5.623198986,-13.6124105,-15.79591565
PT2018114401,2,12071,-1.911330087,-5.623198986,-13.6124105,-15.79591565
PT2018114500,2,12060,-2.283104087,-5.652481182,-13.6124105,-12.8927082
PT2018114600,2,12060,-2.286653087,-5.655412257,-13.6124105,-12.89055232
PT2018114700,2,12074,-1.716557587,-7.708299062,-13.6124105,-17.59712074
PT2018114800,2,12060,-2.258371587,-5.626202385,-13.6124105,-12.88731334
PT2018114900,2,12060,-2.231351087,-5.597556655,-13.6124105,-12.88164309
PT2018115000,2,12105,-1.035814045,-11.30998941,-13.13888471,-26.07201758
PT2018115100,2,12105,-1.807232587,-11.21162732,-13.6124105,-25.96600301
PT2018115200,2,12105,-1.817054087,-11.22165127,-13.6124105,-25.96610745
PT2018115300,2,12307,1.115819864,-3.509990634,-11.9646778,-11.02695322
PT2018115400,2,12309,2.29312843,-3.400812045,-12.74275979,-12.28112067
PT2018115500,2,12309,2.406778384,-3.478108631,-12.76578913,-10.90737384
PT2018115600,2,12305,1.919180864,-1.032688503,-11.9646778,-9.027731894
PT2018115700,2,12318,1.757265864,-3.694635685,-11.9646778,-11.06749145
PT2018115900,2,12309,2.271009463,-3.615005105,-12.76672763,-10.90283705
PT2018116000,2,12309,2.277552734,-3.426057295,-12.74679218,-12.29922084
PT2018116100,2,12305,1.908169864,-1.03955734,-11.9646778,-9.039437092
PT2018116200,2,12318,1.761620864,-3.690404085,-11.9646778,-11.06659742
PT2018116300,2,12315,2.022413864,-3.772087122,-11.9646778,-14.45993956
PT2018116400,2,12315,2.038046364,-3.757339356,-11.9646778,-14.4603655
PT2018116501,2,12315,2.030597364,-3.765123002,-11.9646778,-14.46538556
PT2018116700,2,12305,1.909892364,-1.037091799,-11.9646778,-9.040157374
PT2018116800,2,12305,1.903795364,-1.042167876,-11.9646778,-9.049820993
PT2018116900,2,12305,1.923054864,-1.024166414,-11.9646778,-9.036977897
PT2018117000,2,12067,-1.966372087,-4.698259037,-13.6124105,-15.10052736
PT2018117100,2,12060,-2.099869087,-5.414219344,-13.6124105,-12.70072577
PT2018117200,2,12060,-2.122593087,-5.437318142,-13.6124105,-12.70203339
PT2018117300,2,12060,-2.117978087,-5.432470504,-13.6124105,-12.70122175
PT2018117400,2,12060,-2.272086587,-5.640260054,-13.6124105,-12.88850887
PT2018117500,2,12074,-1.716564087,-7.707862632,-13.6124105,-17.59574516
PT2018117600,2,12074,-1.805191587,-7.798551095,-13.6124105,-17.60214572
PT2018117700,2,12074,-1.765931587,-7.758777773,-13.6124105,-17.60055154
PT2018117800,2,12074,-1.769812087,-7.762333125,-13.6124105,-17.59954176
PT2018117900,2,12070,-2.006496587,-1.521891265,-13.6124105,-6.062590488
PT2018118000,2,12070,-2.009993587,-7.984922971,-13.6124105,-19.42464395
PT2018118100,2,12070,-2.108267087,-1.622182111,-13.6124105,-6.09533737
PT2018118200,2,12070,-2.175438087,-1.691271106,-13.6124105,-6.052889367
PT2018118300,2,12070,-2.010825587,-1.52612152,-13.6124105,-6.064775844
PT2018118400,2,12073,-2.236265087,-6.763914392,-13.6124105,-18.02514223
PT2018118500,2,12073,-2.226170587,-6.753989165,-13.6124105,-18.0256645
PT2018118600,2,12073,-2.243850587,-6.769762488,-13.6124105,-18.01978169
PT2018118700,2,12073,-2.244975087,-6.767931703,-13.6124105,-18.01066354
PT2018119000,2,10891,-1.432414349,-2.897869328,-12.52318474,-12.3450695
PT2018119100,2,10891,-1.302237931,-2.741309226,-12.53900747,-12.31888916
PT2018119101,2,10891,-1.302237931,-5.289217521,-12.53900747,-13.43315672
PT2018119200,2,10889,-1.292290701,-1.669171735,-12.53042078,-7.140789297
PT2018119300,2,10889,-1.284726843,-1.661529205,-12.52954361,-7.143970964
PT2018119500,2,10891,-1.272473256,-2.713513141,-12.53785402,-12.32086197
PT2018119600,2,10889,-1.303270715,-1.678339447,-12.52584756,-7.164520508
PT2018119700,2,12305,1.923425364,-1.022719364,-11.9646778,-9.042055028
PT2018119900,2,12305,1.926434864,-1.023655988,-11.9646778,-9.028330856
PT2018120000,2,10891,-1.319669743,-2.764609346,-12.53853291,-12.32609858
PT2018120001,2,10891,-1.319669743,-5.315721369,-12.53853291,-13.4484736
PT2018120100,2,12074,-1.717688587,-7.718945785,-13.6124105,-17.62667292
PT2019010100,2,12315,2.008139864,-3.788224388,-11.9646778,-14.4724026
PT2019010200,2,10898,-1.916473391,-5.890611314,-12.58695037,-16.80975311
PT2019010300,2,10885,-1.500468629,-3.650388752,-12.5037018,-17.10042992
PT2019010400,2,10895,-1.119224292,-1.531346957,-12.57177061,-6.843044979
PT2019010700,2,10889,-1.312226961,-1.687075036,-12.52698841,-7.161978573
PT2019010900,2,12316,1.973702864,-3.829351405,-11.9646778,-14.47009035
PT2019011000,2,12316,1.965109864,-3.838474169,-11.9646778,-14.47759837
PT2019011100,2,10897,-1.553250487,-5.548521605,-12.54890854,-16.83817332
PT2019011200,2,12306,1.620388864,-3.501436198,-11.9646778,-9.455223418
PT2019011400,2,12123,-3.078116063,-7.934532485,-12.94006379,-13.62529578
PT2019011500,2,10889,-1.312731913,-1.687383551,-12.52298603,-7.175838441
PT2019011700,2,10892,-1.438204688,-1.764777531,-12.53951511,-13.69085353
PT2019011800,2,10892,-1.448774095,-1.770753877,-12.54053624,-13.68746621
PT2019011900,2,10897,-1.552596893,-5.546621715,-12.54807878,-16.83672782
PT2019012000,2,10895,-1.116467092,-1.528378289,-12.57235688,-6.842432122
PT2019012100,2,121072,-1.154047198,-3.896111891,-13.12414678,-12.12322011
PT2019012200,2,12306,1.685479864,-3.436963563,-11.9646778,-9.452695395
PT2019012400,2,12304,1.713488364,-1.225184397,-11.9646778,-9.12767812
PT2019012500,2,10891,-1.376243909,-2.841288853,-12.52595981,-12.34581205
PT2019012600,2,10892,-1.438204688,-1.764777531,-12.53951511,-13.69085353
PT2019012700,2,10897,-1.563873798,-5.561146473,-12.54849926,-16.84063415
PT2019012800,2,10891,-1.402447067,-2.867889974,-12.52431562,-12.34556754
PT2019012900,2,12061,-1.949972587,-5.510885014,-13.6124105,-17.16496402
PT2019013000,2,12306,1.725974864,-3.397820427,-11.9646778,-9.448432311
PT2019013100,2,14303,-1.435618636,-7.292700086,-11.9646778,-12.94620944
PT2019013200,2,14284,1.084418364,1.902099427,-11.9646778,-11.57059947
PT2019013300,2,12309,2.332137969,-3.55039435,-12.76451774,-10.90523486
PT2019013400,2,10888,-1.414639843,-3.524999309,-12.51671154,-17.0833872
PT2019013500,2,12307,1.021589364,-3.604204132,-11.9646778,-11.02702036
PT2019013600,2,10894,-1.14530041,-1.512214733,-12.55567498,-13.72360248
PT2019013700,2,12061,-1.940781587,-5.505439056,-13.6124105,-17.17319905
PT2019013800,2,12123,-3.090355601,-7.94909292,-12.94186148,-13.63590981
PT2019013900,2,14270,1.335298864,-4.058237689,-11.9646778,-14.5453821
PT2019014100,2,12110,-1.118969454,-4.615410616,-13.15244426,-15.77512057
PT2019014200,2,10891,-1.286927934,-2.726660385,-12.53733615,-12.31897664
PT2019014300,2,10897,-1.528484193,-5.521133262,-12.54839085,-16.83503396
PT2019014400,2,10899,-3.858593046,-2.298343561,-12.56363756,-9.836471779
PT2019014500,2,12068,-1.942842087,-7.978561526,-13.6124105,-19.42556325
PT2019014600,2,12318,1.762134364,-3.689533385,-11.9646778,-11.06670988
PT2019014700,2,14288,0.854500364,-1.942688168,-11.9646778,-16.11991068
PT2019014900,2,12110,-1.26059957,-4.760131731,-13.15119312,-15.77698926
PT2019014901,2,12110,-1.26059957,-5.70196195,-13.15119312,-15.86222907
PT2019015000,2,10892,-1.438204688,-1.764777531,-12.53951511,-13.69085353
PT2019015100,2,121072,-1.156808763,-3.893778617,-13.12189807,-12.10848526
PT2019015200,2,10898,-1.943922197,-5.919257844,-12.58707315,-16.81118841
PT2019015300,2,12068,-1.893955587,-7.954333367,-13.6124105,-19.4508385
PT2019015500,2,14270,1.380486864,-4.017055404,-11.9646778,-14.52826943
PT2019015700,2,12316,1.970322864,-3.83329407,-11.9646778,-14.47549973
PT2019015800,2,14284,1.095006864,1.912584193,-11.9646778,-11.57009068
PT2019015900,2,12309,2.051595772,-3.642096836,-12.74618014,-12.27461404
PT2019016000,2,10898,-1.964213614,-5.93699355,-12.58591704,-16.80818865
PT2019016100,2,12068,-1.863106587,-7.8941259,-13.6124105,-19.42074554
PT2019016200,2,12311,2.402875075,-6.620852555,-12.76052027,-16.51327075
PT2019016300,2,14288,0.846199864,-1.957983087,-11.9646778,-16.12020393
PT2019016400,2,10898,-1.92464683,-5.895221818,-12.58624814,-16.80550669
PT2019016500,2,12309,2.28991262,-3.403781355,-12.74256214,-12.2808221
PT2019016600,2,10892,-1.437939617,-1.769156999,-12.53910008,-13.69435245
PT2019016700,2,10885,-1.475208096,-3.619552612,-12.50611066,-17.09819604
PT2019016800,2,12064,-1.250800985,-2.221889065,-13.25200527,-13.74825598
PT2019017000,2,12064,-1.251532104,-2.223102513,-13.25239985,-13.74999321
PT2019017001,2,12064,-1.251532104,-7.570832654,-13.25239985,-18.90411644
PT2019017100,2,10899,-3.468317733,-1.909254484,-12.56430144,-9.813700484
PT2019017200,2,10895,-1.132587374,-1.543733463,-12.57142512,-6.848766249
PT2019017300,2,10891,-1.380700322,-2.846384877,-12.52547612,-12.34639912
PT2019017400,2,10898,-1.895669601,-5.862118468,-12.58480382,-16.80063172
PT2019017500,2,10897,-1.541954821,-5.528311769,-12.5478139,-16.8274462
PT2019017800,2,12061,-2.008999087,-5.571686684,-13.6124105,-17.16886747
PT2019017900,2,14285,0.629749864,0.287404143,-11.9646778,-13.21893412
PT2019018000,2,14303,-1.547470636,-7.404151236,-11.9646778,-12.94744107
PT2019018100,2,12110,-1.115909454,-4.609713991,-13.15166829,-15.77182195
PT2019018300,2,10886,-1.700891782,-0.139250963,-12.49162153,-9.787817137
PT2019018400,2,14303,-1.406986136,-7.264448973,-11.9646778,-12.94503761
PT2019018600,2,10891,-1.424540048,-2.88785872,-12.52443954,-12.34294548
PT2019018601,2,10891,-1.424540048,-5.447060617,-12.52443954,-13.48341333
PT2019018700,2,14288,0.883204364,-1.912154863,-11.9646778,-16.11983398
PT2019018800,2,14303,-1.365886636,-7.222286632,-11.9646778,-12.94830324
PT2019018900,2,12123,-3.070275554,-7.928265768,-12.94217871,-13.63559145
PT2019019000,2,10899,-3.506767588,-1.94880373,-12.56953647,-9.797383094
PT2019019100,2,12315,2.042420864,-3.751800683,-11.9646778,-14.44871335
PT2019019200,2,10885,-1.48723781,-3.635353192,-12.50384987,-17.09953237
PT2019019300,2,121072,-1.168781003,-3.909813427,-13.1238275,-12.12052687
PT2019019400,2,12074,-1.753373587,-7.755632617,-13.6124105,-17.62978423
PT2019019500,2,14290,0.799542864,-3.848934751,-11.9646778,-14.60960344
PT2019019600,2,14285,0.806055864,0.463710143,-11.9646778,-13.21698001
PT2019019700,2,10891,-1.421940956,-2.883503735,-12.5272887,-12.34202219
PT2019019800,2,10899,-4.026332327,-2.465746806,-12.56376671,-9.84327745
PT2019019900,2,12060,-2.250890087,-5.6184804,-13.6124105,-12.88647432
PT2019020000,2,14303,-1.349272636,-7.205703254,-11.9646778,-12.94820915
PT2019020100,2,12071,-1.908028087,-5.614058369,-13.6124105,-15.78993711
PT2019020200,2,10891,-1.415120624,-2.880619331,-12.52392427,-12.34546026
PT2019020300,2,10897,-1.570189675,-5.570253443,-12.54831565,-16.84403486
PT2019020400,2,14290,0.806627864,-3.841741797,-11.9646778,-14.60984187
PT2019020500,2,12315,1.981171364,-3.817133027,-11.9646778,-14.48205903
PT2019020600,2,10894,-1.167826783,-1.54583809,-12.55336627,-13.73180532
PT2019020700,2,10888,-1.412687028,-3.524442287,-12.51665072,-17.0840992
PT2019020800,2,121071,-1.292217505,-5.463907143,-13.10847181,-11.36378111
PT2019020900,2,14290,0.805243364,-3.84231924,-11.9646778,-14.6116243
PT2019021000,2,12123,-3.112030586,-7.970566829,-12.93969855,-13.62804847
PT2019021100,2,14290,0.794355864,-3.851527573,-11.9646778,-14.61533284
PT2019021200,2,10897,-1.508300318,-5.493756218,-12.54889111,-16.8262688
PT2019021300,2,12304,1.757408864,-1.188113086,-11.9646778,-9.087944311
PT2019021400,2,10894,-1.132783486,-1.511616608,-12.55165709,-13.73222924
PT2019021500,2,10899,-3.535033331,-1.975712083,-12.56463831,-9.819190787
PT2019021600,2,12309,2.181413294,-3.694550869,-12.76065574,-10.90493305
PT2019021700,2,10889,-1.312293704,-1.68705272,-12.52500529,-7.168791028
PT2019021800,2,12070,-2.137634087,-1.65343819,-13.6124105,-6.053529315
PT2019021900,2,14284,1.095416364,1.913247922,-11.9646778,-11.57133763
PT2019022000,2,14265,1.130509864,-1.739108702,-11.9646778,-15.07258221
PT2019022100,2,12305,1.924224864,-1.027573891,-11.9646778,-9.02366633
PT2019022200,2,10883,-1.717503987,-3.410461544,-12.47637519,-12.60773332
PT2019022300,2,12108,-1.126524484,-6.183713165,-13.13571277,-14.21063035
PT2019022400,2,12308,1.285827364,-7.451039103,-11.9646778,-16.25657918
PT2019022500,2,14290,0.812393364,-3.836221447,-11.9646778,-14.60930044
PT2019022501,2,14290,0.812393364,-0.748072291,-11.9646778,-4.47679109
PT2019022600,2,12071,-1.909178587,-5.6164811630000004,-13.6124105,-15.79123989
PT2019022700,2,12110,-1.191976462,-4.689556535,-13.15036081,-15.77430859
PT2019022800,2,14294,-0.182906136,-4.142352077,-11.9646778,-9.495216178
PT2019022900,2,10898,-1.649667497,-5.59892883,-12.57014304,-16.78088686
PT2019023000,2,12304,1.542388864,-1.388618587,-11.9646778,-9.180776101
PT2019023100,2,12111,-1.688243587,-13.27164021,-13.6124105,-24.29325164
PT2019023200,2,12307,1.110379364,-3.511983361,-11.9646778,-11.04056987
PT2019023300,2,10897,-1.57003519,-5.563805892,-12.54773144,-16.83644729
PT2019023400,2,12071,-1.921463587,-5.632719732,-13.6124105,-15.79528821
PT2019023500,2,10886,-1.660413612,-0.098989722,-12.49589016,-9.788114738
PT2019023600,2,14270,1.383073864,-4.011329954,-11.9646778,-14.54167708
PT2019023800,2,121071,-1.265022011,-5.436976052,-13.10973257,-11.3717359
PT2019023900,2,12311,2.47587145,-6.547572269,-12.76116108,-16.51064495
PT2019024000,2,12070,-2.056371087,-1.571541916,-13.6124105,-6.067544591
PT2019024100,2,14267,1.361435364,-0.7389653,-11.9646778,-18.57987339
PT2019024300,2,10886,-1.614093186,-0.052898568,-12.49626277,-9.784564965
PT2019024400,2,14294,-0.211402136,-4.1709146,-11.9646778,-9.494444193
PT2019024500,2,12123,-3.114616285,-7.973244583,-12.93963573,-13.62800565
PT2019024600,2,10891,-1.28226925,-2.725946823,-12.53849379,-12.32448484
PT2019024700,2,12304,1.764513364,-1.182029648,-11.9646778,-9.078587451
PT2019024800,2,12064,-1.237839978,-2.208492138,-13.25173252,-13.74681464
PT2019024900,2,10885,-1.486003269,-3.63096017,-12.50614443,-17.09852406
PT2019025100,2,10898,-1.644552461,-5.59317863,-12.57074018,-16.78007848
PT2019025200,2,10886,-1.641775846,-0.080451663,-12.49383842,-9.784523223
PT2019025300,2,12308,1.465649864,-7.274923951,-11.9646778,-16.26761608
PT2019025400,2,12073,-2.235134087,-6.76340034,-13.6124105,-18.02704575
PT2019025500,2,12308,2.152197972,-6.857771323,-12.73347962,-16.44836594
PT2019025600,2,12068,-1.897517587,-7.948195012,-13.6124105,-19.44089546
PT2019025900,2,10888,-1.403962651,-3.51439986,-12.51867867,-17.08396158
PT2019026000,2,10886,-1.602128498,-0.041087286,-12.49725063,-9.782866997
PT2019026100,2,12316,1.969679364,-3.833417403,-11.9646778,-14.47392016
PT2019026200,2,12316,1.964037364,-3.840034935,-11.9646778,-14.48035119
PT2019026300,2,12306,1.722471364,-3.401697304,-11.9646778,-9.447512972
PT2019026400,2,12068,-1.889750087,-7.939065343,-13.6124105,-19.43949921
PT2019026500,2,14267,1.209322364,-0.894500976,-11.9646778,-18.58361026
PT2019026700,2,14303,-1.452908636,-7.309082779,-11.9646778,-12.94899718
PT2019026900,2,10898,-1.647222103,-5.594638367,-12.57038856,-16.77863981
PT2019027000,2,12318,1.790012864,-3.661837216,-11.9646778,-11.06519768
PT2019027100,2,10899,-3.537265002,-1.977898419,-12.56465248,-9.82010659
PT2019027200,2,10899,-3.535584969,-1.977538849,-12.570404,-9.799961261
PT2019027400,2,12061,-1.986021587,-5.551650137,-13.6124105,-17.17533437
PT2019027500,2,14294,-0.172831136,-4.131475063,-11.9646778,-9.504523438
PT2019027700,2,10883,-1.689094676,-3.378829024,-12.47643192,-12.60374144
PT2019027800,2,121072,-1.213699712,-3.938001338,-13.11949066,-12.07861456
PT2019027900,2,10899,-3.964224018,-2.403740944,-12.56359168,-9.84104523
PT2019028000,2,10899,-3.558692675,-2.000600254,-12.57040536,-9.800895104
PT2019028100,2,14267,1.355812864,-0.744784259,-11.9646778,-18.58008788
PT2019028200,2,12071,-1.903003587,-5.602800386,-13.6124105,-15.78355424
PT2019028300,2,14270,1.446461864,-3.946326157,-11.9646778,-14.54857987
PT2019028500,2,12304,1.755185864,-1.1922003,-11.9646778,-9.074691948
PT2019028600,2,12073,-2.267634087,-6.797977303,-13.6124105,-18.03345395
PT2019028601,2,12073,-2.267634087,-7.063568624,-13.6124105,-18.03497518
PT2019028700,2,12318,1.735367364,-3.71689569,-11.9646778,-11.06537763
PT2019028800,2,12304,1.387415864,-1.540196457,-11.9646778,-9.204320841
PT2019028900,2,14284,1.043923364,1.861891446,-11.9646778,-11.57200725
PT2019029000,2,12071,-1.906975087,-5.614127369,-13.6124105,-15.791086
PT2019029100,2,10886,-1.716645218,-0.155052698,-12.49423584,-9.789431589
PT2019029200,2,14290,0.820193364,-3.827995092,-11.9646778,-14.61024207
PT2019029300,2,12311,2.470827241,-6.552617162,-12.7609611,-16.51084981
PT2019029400,2,12108,-1.114620142,-6.171307781,-13.13539275,-14.20823803
PT2019029500,2,12317,1.848402364,-3.602089387,-11.9646778,-11.05854822
PT2019029600,2,10898,-1.979031259,-5.957350509,-12.58815078,-16.81470859
PT2019029700,2,10889,-1.297573452,-1.674331314,-12.52811781,-7.148733185
PT2019029800,2,12061,-1.949608587,-5.51484511,-13.6124105,-17.17447234
PT2019029900,2,14303,-1.521711136,-7.379438069,-11.9646778,-12.94422616
PT2019030400,2,121072,-1.176517648,-3.914848436,-13.12269209,-12.11283582
PT2019031200,2,12111,-1.650849087,-13.20619309,-13.6124105,-24.25949052
PT2019032000,2,12061,-1.955965587,-5.519622026,-13.6124105,-17.17099787
PT2019034400,2,12061,-1.957122587,-5.519276363,-13.6124105,-17.16769364
PT2019035200,2,12124,-3.263104277,-6.207984518,-12.92004447,-13.67687977
PT2019039200,2,12123,-3.087887206,-7.945283132,-12.94002351,-13.62701199
PT2019042900,2,12068,-1.906214587,-7.959629229,-13.6124105,-19.44370115
PT2019042901,2,12068,-1.906214587,-6.668755877,-13.6124105,-17.96488839
PT2019043700,2,12103,-1.508636317,-7.566934264,-13.09503765,-18.06128287
PT2019044800,2,12074,-1.715290087,-7.71513369,-13.6124105,-17.62228284
PT2019046400,2,12068,-1.938578087,-7.974048157,-13.6124105,-19.42530764
PT2019046900,2,12103,-1.503236611,-7.562224145,-13.09575373,-18.06427036
PT2019047200,2,12068,-1.878732587,-7.93098941,-13.6124105,-19.44251437
PT2019048000,2,12061,-2.013256587,-5.575599781,-13.6124105,-17.16811016
PT2019048800,2,12124,-3.252809535,-6.195062503,-12.92311164,-13.68488275
PT2019049600,2,12071,-1.920599087,-5.634428966,-13.6124105,-15.79792363
PT2018010300,4,14294,-1.690041524,-5.099234193,-15.06073171,-17.56883335
PT2018010600,4,14265,-0.444141024,-1.112355652,-15.06073171,-17.66606252
PT2018010800,4,14303,-3.180394024,-6.395673294,-15.06073171,-17.61531373
PT2018011000,4,14303,-3.126639024,-6.342269858,-15.06073171,-17.61333588
PT2018011100,4,10891,-2.877180977,-10.91805225,-16.36529212,-27.13017017
PT2018011300,4,14265,-0.469621024,-1.135590473,-15.06073171,-17.6697542
PT2018011600,4,14270,-0.256759024,-4.659903866,-15.06073171,-13.98637538
PT2018011800,4,14303,-3.071473524,-6.286195478,-15.06073171,-17.6184491
PT2018011900,4,14294,-1.842187024,-5.255772408,-15.06073171,-17.54964162
PT2018012100,4,12105,-2.706420661,-0.615924516,-16.39254287,-15.00348762
PT2021003504,4,14294,-1.733201524,-5.142934731,-15.06073171,-17.56647174
PT2018012600,4,14294,-1.878541524,-5.292374619,-15.06073171,-17.54855938
PT2018012801,4,14303,-2.910520524,-6.123780332,-15.06073171,-17.62667492
PT2018013400,4,14270,-0.246645024,-4.649529415,-15.06073171,-13.98919224
PT2018013600,4,14294,-1.875454024,-5.289468042,-15.06073171,-17.54776893
PT2018013900,4,14294,-1.592483024,-5.00176239,-15.06073171,-17.56845457
PT2018014300,4,14270,-0.147292524,-4.548890167,-15.06073171,-14.00310886
PT2018014400,4,14270,-0.230954024,-4.633536136,-15.06073171,-13.99246149
PT2018014701,4,14265,-0.447417024,-1.115061682,-15.06073171,-17.6669997
PT2018014800,4,14303,-3.187381524,-6.403077687,-15.06073171,-17.61296835
PT2018014900,4,14294,-1.553964024,-4.962497666,-15.06073171,-17.57171263
PT2018015200,4,12105,-2.700021519,-0.61237027,-16.39406109,-15.00667059
PT2018015300,4,14270,-0.265820024,-4.666331206,-15.06073171,-14.0148593
PT2018015400,4,14270,-0.264604524,-4.665514587,-15.06073171,-14.01054527
PT2018015500,4,14270,-0.296584524,-4.700676411,-15.06073171,-13.97613277
PT2018015601,4,14294,-1.779631024,-5.192045106,-15.06073171,-17.55475903
PT2018015700,4,14265,-0.445967524,-1.110384863,-15.06073171,-17.67230628
PT2018016000,4,121071,-2.967011793,0.421228506,-16.35565072,-13.83253005
PT2018016100,4,14290,-0.814660524,-3.696446194,-15.06073171,-15.96049309
PT2018016400,4,14270,-0.238780024,-4.640838981,-15.06073171,-13.99811959
PT2018016500,4,14265,-0.469062024,-1.138110666,-15.06073171,-17.66469118
PT2018016700,4,14265,-0.495673024,-1.166149497,-15.06073171,-17.66234344
PT2018016900,4,14270,-0.247457524,-4.651304647,-15.06073171,-13.97877997
PT2018017000,4,12103,-3.17653274,-2.533118746,-16.34624508,-16.63916572
PT2018017100,4,14290,-0.826334524,-3.704983456,-15.06073171,-15.96438742
PT2018017601,4,14270,-0.398797024,-4.800350817,-15.06073171,-14.00358311
PT2018017700,4,14265,-0.460371524,-1.131344225,-15.06073171,-17.66152751
PT2018017900,4,14270,-0.252306524,-4.655394185,-15.06073171,-13.98699381
PT2018018000,4,14303,-2.944106024,-6.159070643,-15.06073171,-17.6170839
PT2018018100,4,12110,-2.881661798,-3.067357558,-16.40940071,-11.0502093
PT2018018400,4,14285,-0.843013524,-1.528247365,-15.06073171,-19.67486403
PT2018019000,4,14303,-3.073644524,-6.290364,-15.06073171,-17.60721134
PT2018019400,4,14290,-0.81492702400000006,-3.695594977,-15.06073171,-15.96188076
PT2018020400,4,14285,-0.870983024,-1.556277509,-15.06073171,-19.67505843
PT2018021000,4,14303,-2.953927524,-6.168852702,-15.06073171,-17.6173058
PT2018021200,4,14270,-0.359673524,-4.762268714,-15.06073171,-13.99232005
PT2018021300,4,14265,-0.479254024,-1.148312173,-15.06073171,-17.66467554
PT2018021400,4,14290,-0.815005024,-3.696097484,-15.06073171,-15.96135373
PT2018021504,4,14303,-2.969683524,-6.184749311,-15.06073171,-17.61651475
PT2018021600,4,14265,-0.453793524,-1.118592547,-15.06073171,-17.67167869
PT2018021800,4,14270,-0.183133524,-4.584776678,-15.06073171,-14.00261665
PT2018021900,4,14270,-0.287120524,-4.688343687,-15.06073171,-14.00715899
PT2018022300,4,14265,-0.453507524,-1.121539668,-15.06073171,-17.66636257
PT2018022500,4,14303,-2.955104024,-6.170302474,-15.06073171,-17.61576841
PT2018022600,4,121071,-2.97556524,0.41253973,-16.35562294,-13.83273119
PT2018022900,4,14270,-0.285378524,-4.687235301,-15.06073171,-14.00030624
PT2018023501,4,14294,-1.776667024,-5.189232159,-15.06073171,-17.55409908
PT2018023900,4,14270,-0.243076524,-4.645115413,-15.06073171,-13.99833664
PT2018023900,4,14270,-0.243076524,-4.645115413,-15.06073171,-13.99833664
PT2018024200,4,14270,NA,NA,NA,NA
PT2018024204,4,14270,-0.236999024,-4.639785962,-15.06073171,-13.99024624
PT2018025204,4,14294,-1.789979024,-5.198937131,-15.06073171,-17.56985815
PT2018025400,4,14294,-1.635175024,-5.04529937,-15.06073171,-17.56476286
PT2018025700,4,14294,-1.867342024,-5.281182373,-15.06073171,-17.54852768
PT2018026400,4,14294,-1.789069024,-5.199658171,-15.06073171,-17.56273215
PT2018026701,4,14294,-1.672582524,-5.082401359,-15.06073171,-17.56609764
PT2018026800,4,14265,-0.489836024,-1.157173379,-15.06073171,-17.66750499
PT2018027200,4,14265,-0.605302024,-1.275377269,-15.06073171,-17.66300317
PT2018027400,4,14294,-1.800509024,-5.211166802,-15.06073171,-17.5624323
PT2018027500,4,14265,-0.564586024,-1.235216939,-15.06073171,-17.66208949
PT2018027700,4,14294,-1.662104524,-5.072382425,-15.06073171,-17.56409198
PT2018027700,4,14294,-1.662104524,-5.072382425,-15.06073171,-17.56409198
PT2018027800,4,14265,-0.460885024,-1.128187634,-15.06073171,-17.66756212
PT2018028000,4,14303,-3.169656024,-6.385310249,-15.06073171,-17.61320428
PT2018028400,4,14294,-1.555413524,-4.964001849,-15.06073171,-17.57147372
