"ptc_key","wave","hh_id","ptc_id","outdoor_temp_idw","outdoor_dew_idw","RH"
"PT20180449004",4,"HH20180449","PT2018044900",-7.4153043397522,-14.7023271831974,55.9800673263301
"PT20180450001",1,"HH20180450","PT2018045000",-9.95419085522244,-17.1447763982922,55.7111571191707
"PT20180450002",2,"HH20180450","PT2018045000",-7.95259772800087,-13.6327829895724,63.6887369448068
"PT20180450004",4,"HH20180450","PT2018045000",-7.28007793272985,-14.774155785094,55.0733025881242
"PT20180451001",1,"HH20180451","PT2018045100",-2.36444900822138,-19.2182403893218,26.1792818343581
"PT20180451002",2,"HH20180451","PT2018045100",-1.05120890454285,-9.0431891562076,54.63020619879
"PT20180451004",4,"HH20180451","PT2018045100",-0.296152140515605,-9.87106767089757,48.4498460674481
"PT20180452001",1,"HH20180452","PT2018045200",-2.3621555380782,-19.2184108468717,26.1744606383664
"PT20180452002",2,"HH20180452","PT2018045200",-1.04613035635569,-9.04279049029166,54.6116186371935
"PT20180452004",4,"HH20180452","PT2018045200",-0.289006821787513,-9.87023650845085,48.4278580031107
"PT20180453001",1,"HH20180453","PT2018045300",-2.35882564426862,-19.2169968016073,26.1711804017343
"PT20180453002",2,"HH20180453","PT2018045300",-1.04100360806824,-9.04057133554675,54.6006214004314
"PT20180454001",1,"HH20180454","PT2018045400",-4.78754731632289,-24.9641451486008,18.9484054948969
"PT20180454002",2,"HH20180454","PT2018045400",-3.83303946291814,-14.4887596226005,43.391967929586
"PT20180455001",1,"HH20180455","PT2018045500",-3.50727328760707,-25.0245471258218,17.1188676243748
"PT20180455002",2,"HH20180455","PT2018045500",-3.77920737156007,-11.0738858108469,56.9491688544536
"PT20180455004",4,"HH20180455","PT2018045500",-3.71427867719353,-16.202017585227,37.3312765022746
"PT20180455012",2,"HH20180455","PT2018045501",-9.58710921571747,-22.4638261883611,34.2611001356466
"PT20180456001",1,"HH20180456","PT2018045600",-4.74155825281986,-24.9548374014549,18.8986092205677
"PT20180456002",2,"HH20180456","PT2018045600",-3.7865446232921,-14.4711915888208,43.3035624015148
"PT20180456004",4,"HH20180456","PT2018045600",-3.34219232209999,-16.1468798785278,36.4753371321707
"PT20180457001",1,"HH20180457","PT2018045700",-4.72362750053906,-24.9488249522446,18.8832889684062
"PT20180457002",2,"HH20180457","PT2018045700",-3.75930518276354,-14.4607408652904,43.2524370320695
"PT20180457004",4,"HH20180457","PT2018045700",-3.31360988258106,-16.141298962472,36.4146068881076
"PT20180458001",1,"HH20180458","PT2018045800",-4.7404626958167,-24.9476623223436,18.9092626993931
"PT20180458002",2,"HH20180458","PT2018045800",-3.77365861678049,-14.4573072893841,43.3111020184681
"PT20180458004",4,"HH20180458","PT2018045800",-3.3290828569364,-16.1395353802394,36.4619813188137
"PT20180459001",1,"HH20180459","PT2018045900",-7.33713232952818,-27.7605097759781,17.8330314233784
"PT20180459002",2,"HH20180459","PT2018045900",-3.40762676031735,-12.2914958265496,50.2471772636835
"PT20180461001",1,"HH20180461","PT2018046100",-6.87258645485268,-27.3071633670289,17.9415308198243
"PT20180462001",1,"HH20180462","PT2018046200",-6.96764577388002,-27.3046904543933,18.0771620720735
"PT20180462012",2,"HH20180462","PT2018046201",-3.67980737049129,-10.9041162593354,57.2959219162938
"PT20180462014",4,"HH20180462","PT2018046201",-3.3311907185287,-18.2530984602274,30.536422585394
"PT20180463001",1,"HH20180463","PT2018046300",-7.08075372018735,-27.306357012769,18.2322856611631
"PT20180463002",2,"HH20180463","PT2018046300",-3.77655265878851,-10.9117111651493,57.6771950532891
"PT20180463044",4,"HH20180463","PT2018046304",-3.44439950930887,-18.2508917879197,30.8011108141469
"PT20180464001",1,"HH20180464","PT2018046400",-3.03207392624017,-16.2290580491424,35.3997544741565
"PT20180464002",2,"HH20180464","PT2018046400",-3.53445021565281,-11.0446659839836,56.0469079422653
"PT20180464004",4,"HH20180464","PT2018046400",-1.04304294744446,-7.39301125026566,62.0650531333892
"PT20180465001",1,"HH20180465","PT2018046500",-3.06709710865694,-16.2281278044778,35.4948333225508
"PT20180465002",2,"HH20180465","PT2018046500",-3.53594169271811,-11.0441664745988,56.0553790529259
"PT20180465004",4,"HH20180465","PT2018046500",-1.06672343191436,-7.39498936380341,62.1631744093762
"PT20180466001",1,"HH20180466","PT2018046600",-3.06655619767865,-16.2280825313759,35.4935390082848
"PT20180466002",2,"HH20180466","PT2018046600",-3.54653052933375,-11.0441138028779,56.0999585035818
"PT20180466004",4,"HH20180466","PT2018046600",-1.0572577253185,-7.39404157841381,62.1246844658943
"PT20180467001",1,"HH20180467","PT2018046700",-3.05125837601384,-16.2244630443631,35.4638624018572
"PT20180467002",2,"HH20180467","PT2018046700",-3.5641892154552,-11.0407323755668,56.1891165984065
"PT20180467004",4,"HH20180467","PT2018046700",-3.54378566870373,-16.6357716383915,35.5489770565659
"PT20180468001",1,"HH20180468","PT2018046800",-2.97480397505313,-16.2244990870066,35.2627355172155
"PT20180468002",2,"HH20180468","PT2018046800",-3.56821394992574,-11.0406504867073,56.2063774129554
"PT20180468004",4,"HH20180468","PT2018046800",-0.9722758252509,-7.38748783613669,61.7710230490287
"PT20180469001",1,"HH20180469","PT2018046900",-4.84805117950148,-15.944688946438,41.5303640017819
"PT20180469002",2,"HH20180469","PT2018046900",-7.92183539023803,-19.4491016273819,39.0911025645219
"PT20180469004",4,"HH20180469","PT2018046900",0.703969471155578,-7.26205120476076,55.2246693747012
"PT20180470001",1,"HH20180470","PT2018047000",-4.87617448725161,-15.9467499665138,41.611527063659
"PT20180470002",2,"HH20180470","PT2018047000",-6.6581649790495,-17.9769023141136,40.1980108124702
"PT20180471001",1,"HH20180471","PT2018047100",-4.84335266133251,-15.9414965881832,41.526643748247
"PT20180471002",2,"HH20180471","PT2018047100",-7.93161262791423,-19.4461513562372,39.1306216340391
"PT20180471004",4,"HH20180471","PT2018047100",-0.814125106140807,-11.4234266402363,44.4842724237035
"PT20180472001",1,"HH20180472","PT2018047200",-4.92537894490116,-15.9271187899445,41.8346231616846
"PT20180472002",2,"HH20180472","PT2018047200",-7.99763131033877,-19.4268145756801,39.3965994002381
"PT20180472004",4,"HH20180472","PT2018047200",-0.879677866083792,-11.3948467390541,44.799841592636
"PT20180473001",1,"HH20180473","PT2018047300",-10.5282692680557,-23.7034025098519,33.0668509569211
"PT20180473004",4,"HH20180473","PT2018047300",3.06214626526099,-11.099169384839,34.5515557774287
"PT20180474001",1,"HH20180474","PT2018047400",-10.523993528917,-23.7009861826216,33.0627629943824
"PT20180474002",2,"HH20180474","PT2018047400",-2.19002253031832,-13.7319410502361,40.8526824552913
"PT20180474044",4,"HH20180474","PT2018047404",3.07188477931754,-11.0802303035632,34.5798712340958
"PT20180475001",1,"HH20180475","PT2018047500",-10.5438395760042,-23.6974395726476,33.125256246602
"PT20180475002",2,"HH20180475","PT2018047500",-2.20404727047955,-13.7285355729252,40.9063621991306
"PT20180476001",1,"HH20180476","PT2018047600",-10.5353244484487,-23.6958368914755,33.1076360409863
"PT20180476002",2,"HH20180476","PT2018047600",-2.20236524551023,-13.7285454629741,40.9012481489183
"PT20180477001",1,"HH20180477","PT2018047700",-10.5435088753115,-23.697312502826,33.1247629196778
"PT20180477002",2,"HH20180477","PT2018047700",-2.21117832723704,-13.7293995884604,40.9250310514885
"PT20180477004",4,"HH20180477","PT2018047700",3.06865751445515,-11.0974713012437,34.5403183513907
"PT20180478001",1,"HH20180478","PT2018047800",-6.96408753903463,-23.8471790134147,24.7191129593009
"PT20180478011",1,"HH20180478","PT2018047801",-6.96408753903463,-23.8471790134147,24.7191129593009
"PT20180478014",4,"HH20180478","PT2018047801",-0.944881491605195,-11.5554721717594,44.4398834183148
"PT20180479001",1,"HH20180479","PT2018047900",-6.98022076404264,-23.8466574351156,24.7509369273172
"PT20180479002",2,"HH20180479","PT2018047900",-5.61312617251183,-15.7810156091701,44.6100764092099
"PT20180479004",4,"HH20180479","PT2018047900",-0.94636390177724,-11.5532381985393,44.4526361991726
"PT20180480001",1,"HH20180480","PT2018048000",-6.9438424587471,-23.8443965714529,24.6868053374589
"PT20180481001",1,"HH20180481","PT2018048100",-6.96127405553209,-23.8480335156006,24.7118854487426
"PT20180481002",2,"HH20180481","PT2018048100",-5.60608754506457,-15.7853627242152,44.5701506382327
"PT20180481004",4,"HH20180481","PT2018048100",-0.933930511420196,-11.5592651342369,44.3908691973669
"PT20180482001",1,"HH20180482","PT2018048200",-9.94042622141493,-17.1403580042395,55.6713758453972
"PT20180482002",2,"HH20180482","PT2018048200",-9.1686688036453,-18.1342687582286,48.1839431793609
"PT20180482004",4,"HH20180482","PT2018048200",-7.26480685750171,-14.7684950306671,55.0341342856947
"PT20180482012",2,"HH20180482","PT2018048201",-7.94059295301012,-13.6281902675142,63.6532970674119
"PT20180483001",1,"HH20180483","PT2018048300",-9.94329566075663,-17.1425118599681,55.6739044045367
"PT20180483002",2,"HH20180483","PT2018048300",-7.94390548974363,-13.6305777143749,63.6572696803451
"PT20180483004",4,"HH20180483","PT2018048300",-7.26158879468409,-14.769126392055,55.0176335696326
"PT20180484001",1,"HH20180484","PT2018048400",-9.93628650554146,-17.1351113235249,55.67772556843
"PT20180484002",2,"HH20180484","PT2018048400",-7.93090603315286,-13.6201416024247,63.647209260282
"PT20180484004",4,"HH20180484","PT2018048400",-5.50491489375039,-11.8274491542625,61.0713620011905
"PT20180485001",1,"HH20180485","PT2018048500",-9.95864586061548,-17.135651004829,55.7734356988593
"PT20180485002",2,"HH20180485","PT2018048500",-6.17980612953184,-13.6833095510987,55.3411435202144
"PT20180486001",1,"HH20180486","PT2018048600",-7.24214068771854,-25.665094725618,21.4460040105105
"PT20180486002",2,"HH20180486","PT2018048600",-4.58547288874946,-15.0827406488153,43.7260581006942
"PT20180486004",4,"HH20180486","PT2018048600",3.51244901848786,-11.699645629372,31.9038118074664
"PT20180487001",1,"HH20180487","PT2018048700",-7.25594545967131,-25.6663351204572,21.4664123150943
"PT20180487002",2,"HH20180487","PT2018048700",-7.77143580245978,-19.3171015478643,39.0776918585799
"PT20180487004",4,"HH20180487","PT2018048700",3.50663563076072,-11.7005214267467,31.9146470765487
"PT20180488001",1,"HH20180488","PT2018048800",-7.2853067241504,-25.6692348809412,21.5093819306927
"PT20180488002",2,"HH20180488","PT2018048800",-4.62065268407306,-15.0889293697299,43.8197534044652
"PT20180488012",2,"HH20180488","PT2018048801",-7.8022928207702,-19.3193698546356,39.1635293436152
"PT20180488014",4,"HH20180488","PT2018048801",3.49070367493029,-11.7022600478416,31.9460553196932
"PT20180489001",1,"HH20180489","PT2018048900",-7.25889065804806,-25.6693826684795,21.4653530389265
"PT20180489002",2,"HH20180489","PT2018048900",-4.6054796387632,-15.0915076273873,43.7603797709937
"PT20180489004",4,"HH20180489","PT2018048900",3.49544165648619,-11.7030556632248,31.9333558375665
"PT20180490001",1,"HH20180490","PT2018049000",-8.68611382761747,-22.835678564359,30.8974309882095
"PT20180490002",2,"HH20180490","PT2018049000",-5.67838451427865,-12.8929151977504,56.7952948734903
"PT20180490004",4,"HH20180490","PT2018049000",-2.27252513169684,-11.4237094786684,49.5128280868505
"PT20180490012",2,"HH20180490","PT2018049001",-5.67838451427865,-12.8929151977504,56.7952948734903
"PT20180491001",1,"HH20180491","PT2018049100",-8.61072910482013,-22.8297789540267,30.7323704754575
"PT20180491002",2,"HH20180491","PT2018049100",-5.60384361144528,-12.8842107633282,56.514193712431
"PT20180491004",4,"HH20180491","PT2018049100",-2.20791490491918,-11.4180902776143,49.2991783775458
"PT20180492001",1,"HH20180492","PT2018049200",-8.60361561681666,-22.8134374507902,30.7597030581194
"PT20180492002",2,"HH20180492","PT2018049200",-5.60051702129767,-12.8626944817931,56.5982929754028
"PT20180492004",4,"HH20180492","PT2018049200",-2.21062561772029,-11.4035768845613,49.3662190431522
"PT20180493001",1,"HH20180493","PT2018049300",-8.6443610505437,-22.8327520887747,30.8049584216315
"PT20180493002",2,"HH20180493","PT2018049300",-5.65559232189603,-12.8907723498424,56.7067953952663
"PT20180493004",4,"HH20180493","PT2018049300",-2.26839181028214,-11.4235948729396,49.4981609587621
"PT20180494001",1,"HH20180494","PT2018049400",-6.38275907180703,-21.3776726325566,29.3920879865151
"PT20180494004",4,"HH20180494","PT2018049400",-1.59789066852613,-9.04635202483753,56.8502160852138
"PT20180496001",1,"HH20180496","PT2018049600",-6.35175796876361,-21.3763498972204,29.3258705183156
"PT20180496002",2,"HH20180496","PT2018049600",-7.7459015565371,-17.5997045906359,45.124967689894
"PT20180496004",4,"HH20180496","PT2018049600",-1.5599336367043,-9.04279936346228,56.7076565897017
"PT20180497001",1,"HH20180497","PT2018049700",-6.34752325654731,-21.3760876186409,29.3170468365172
"PT20180497002",2,"HH20180497","PT2018049700",-7.70864540134616,-17.5964804786314,45.0073272147416
"PT20180497004",4,"HH20180497","PT2018049700",-1.56327887077397,-9.04284362707943,56.721397255633
"PT20180498001",1,"HH20180498","PT2018049800",-6.3676549320415,-21.3771758303181,29.3594271188358
"PT20180498002",2,"HH20180498","PT2018049800",-7.74971077201523,-17.6005127201469,45.1351950527581
"PT20180498004",4,"HH20180498","PT2018049800",-1.55252164451616,-9.04287155966605,56.6764698323506
"PT20180499001",1,"HH20180499","PT2018049900",-9.3203223526879,-20.5231327155342,39.743171479275
"PT20180499002",2,"HH20180499","PT2018049900",-13.2917694665233,-24.2743505016485,39.2189972827889
"PT20180499004",4,"HH20180499","PT2018049900",-3.49239908873653,-10.7129451234824,57.3637582032824
"PT20180500001",1,"HH20180500","PT2018050000",-9.32529498899966,-20.5370336771953,39.7108839342071
"PT20180500002",2,"HH20180500","PT2018050000",-13.2691103729601,-24.2930388252736,39.0815209046013
"PT20180500044",4,"HH20180500","PT2018050004",-3.49026558877094,-10.7378004689953,57.2415878692722
"PT20180501001",1,"HH20180501","PT2018050100",-6.86614372350469,-27.3068075266679,17.9332429677218
"PT20180501002",2,"HH20180501","PT2018050100",-3.5751042859698,-10.9079065266534,56.8322168183287
"PT20180501004",4,"HH20180501","PT2018050100",-3.22640374556937,-18.2576544942119,30.2872130908335
"PT20180502001",1,"HH20180502","PT2018050200",-6.80895569835499,-27.3062205601413,17.8556389875772
"PT20180502002",2,"HH20180502","PT2018050200",-3.56637452121401,-10.9042664832352,56.8116055227303
"PT20180502004",4,"HH20180502","PT2018050200",-3.22567708846449,-18.2583428908415,30.283806435034
"PT20180503001",1,"HH20180503","PT2018050300",-6.88540551023578,-27.3047732131822,17.9631554205879
"PT20180503002",2,"HH20180503","PT2018050300",-3.59991890755367,-10.9023824130098,56.9626815259861
"PT20180503004",4,"HH20180503","PT2018050300",-3.24765668927834,-18.2545429321707,30.3432028075052
"PT20180504001",1,"HH20180504","PT2018050400",-7.01267692028217,-27.3037990846514,18.1413397908489
"PT20180504002",2,"HH20180504","PT2018050400",-3.7475331199214,-10.8999992970926,57.605711044444
"PT20180504044",4,"HH20180504","PT2018050404",-3.37364222354014,-18.2523869137189,30.6350792010488
"PT20180505001",1,"HH20180505","PT2018050500",-6.75313621262681,-27.307142016762,17.7778070843284
"PT20180505002",2,"HH20180505","PT2018050500",-3.46733961982644,-10.9081425641563,56.3756964551958
"PT20180505004",4,"HH20180505","PT2018050500",-3.12922358636579,-18.2596756511103,30.0637127869848
"PT20180505011",1,"HH20180505","PT2018050501",-6.75313621262681,-27.307142016762,17.7778070843284
"PT20180507001",1,"HH20180507","PT2018050700",0.669849532094729,-22.3156699619866,16.035488265354
"PT20180507002",2,"HH20180507","PT2018050700",-1.50838525669567,-13.7290097830699,38.8620689969487
"PT20180508001",1,"HH20180508","PT2018050800",0.6522044993486,-22.3155232668541,16.056116176936
"PT20180508002",2,"HH20180508","PT2018050800",-1.53266986950446,-13.7299744112349,38.9283758900892
"PT20180508004",4,"HH20180508","PT2018050800",-3.22185758369793,-13.3579170957057,45.4637324479857
"PT20180509001",1,"HH20180509","PT2018050900",0.652355871445528,-22.3161553360005,16.0550485984858
"PT20180509002",2,"HH20180509","PT2018050900",-1.51834444457099,-13.7259401070687,38.9002257272581
"PT20180509004",4,"HH20180509","PT2018050900",-3.20697695003541,-13.3502287581126,45.4417341617673
"PT20180510001",1,"HH20180510","PT2018051000",1.28899926862118,-19.7086499317078,19.2364556916965
"PT20180510004",4,"HH20180510","PT2018051000",-11.1737090315662,-27.243391514348,25.2656098526168
"PT20180510012",2,"HH20180510","PT2018051001",-3.51613495757318,-17.0842105898426,34.1682656485027
"PT20180510014",4,"HH20180510","PT2018051001",-11.1737090315662,-27.243391514348,25.2656098526168
"PT20180511001",1,"HH20180511","PT2018051100",-3.48356566343663,-21.1157942377239,24.1545512864301
"PT20180511002",2,"HH20180511","PT2018051100",-1.74226232538594,-9.80282008774349,54.1447586946048
"PT20180511004",4,"HH20180511","PT2018051100",-2.3396595646245,-9.13973756901247,59.6077587725052
"PT20180512001",1,"HH20180512","PT2018051200",-3.35805237341666,-21.11173953814,23.9378681609368
"PT20180512012",2,"HH20180512","PT2018051201",-1.66064486570649,-9.79296469226111,53.8625065683283
"PT20180512014",4,"HH20180512","PT2018051201",-2.23928825970105,-9.12315835506913,59.244078901394
"PT20180513001",1,"HH20180513","PT2018051300",-3.73476636603389,-21.1147338696568,24.6144875662853
"PT20180513002",2,"HH20180513","PT2018051300",-7.72039732761612,-13.7603051429635,61.9075854695417
"PT20180513004",4,"HH20180513","PT2018051300",-2.60596094940217,-9.1369589761183,60.8075679254832
"PT20180514001",1,"HH20180514","PT2018051400",-3.56442180098386,-20.8474250198395,24.8740133989944
"PT20180514002",2,"HH20180514","PT2018051400",-5.60484745176837,-16.779843190185,41.0225570834717
"PT20180514004",4,"HH20180514","PT2018051400",-0.560977976304879,-7.84399477831406,57.8663757803382
"PT20180515001",1,"HH20180515","PT2018051500",-3.53580802895471,-20.847470315019,24.820816459777
"PT20180515004",4,"HH20180515","PT2018051500",-0.537378412757474,-7.84446666741033,57.7648679223139
"PT20180516001",1,"HH20180516","PT2018051600",-3.88816816397189,-20.8603125059773,25.4551973006549
"PT20180516002",2,"HH20180516","PT2018051600",-6.01302709245365,-13.5622055943634,55.182611765543
"PT20180516004",4,"HH20180516","PT2018051600",-0.943696841402405,-8.90839509210207,54.7767100977773
"PT20180519001",1,"HH20180519","PT2018051900",1.29093467481756,-19.7089594304157,19.2332731641143
"PT20180519002",2,"HH20180519","PT2018051900",-3.50659546729253,-17.0819581099326,34.1503919633795
"PT20180519004",4,"HH20180519","PT2018051900",-8.41505226007454,-24.1160883693454,26.9985684588382
"PT20180521001",1,"HH20180521","PT2018052100",-1.63059766660197,-21.0741154740497,21.133237588402
"PT20180521002",2,"HH20180521","PT2018052100",-5.60400804096715,-13.5918373985956,53.3623416597475
"PT20180521004",4,"HH20180521","PT2018052100",-0.443910248237088,-7.88067037982133,57.2124291582851
"PT20180522001",1,"HH20180522","PT2018052200",-3.81889424044383,-20.8584514527963,25.3275967992444
"PT20180522002",2,"HH20180522","PT2018052200",-5.90356123423021,-16.8104720401497,41.858073082697
"PT20180522004",4,"HH20180522","PT2018052200",-0.806999448241153,-7.86180600556381,58.8327812373975
"PT20180523001",1,"HH20180523","PT2018052300",-3.8300858289667,-20.858863541744,25.347917726418
"PT20180523002",2,"HH20180523","PT2018052300",-5.9536645602398,-13.555301966937,54.9643332488036
"PT20180524001",1,"HH20180524","PT2018052400",-1.61103940110034,-21.0738732342535,21.1033258271739
"PT20180524004",4,"HH20180524","PT2018052400",-0.436374214200716,-7.88016415186739,57.183299594252
"PT20180525001",1,"HH20180525","PT2018052500",-1.64218046771089,-21.0764481461562,21.1469487796761
"PT20180525002",2,"HH20180525","PT2018052500",-5.54197120997076,-16.8384066011653,40.627465068131
"PT20180525004",4,"HH20180525","PT2018052500",-0.452428605532757,-7.88389031644212,57.2336362510571
"PT20180526001",1,"HH20180526","PT2018052600",-1.65813059341828,-21.0759887652277,21.1726049022884
"PT20180526002",2,"HH20180526","PT2018052600",-5.53549542506276,-16.8326922833656,40.6269206408467
"PT20180526004",4,"HH20180526","PT2018052600",-0.475779263145195,-7.88302753927453,57.3348393425708
"PT20180527001",1,"HH20180527","PT2018052700",-2.82210871500092,-11.7639444129212,50.1856178671096
"PT20180527012",2,"HH20180527","PT2018052701",-5.42517002547458,-13.49777905967,53.0469233805985
"PT20180527014",4,"HH20180527","PT2018052701",-11.0422479083093,-27.158409586295,25.1986321405973
"PT20180528001",1,"HH20180528","PT2018052800",-3.27470249317431,-20.8147291020707,24.4112966930953
"PT20180528002",2,"HH20180528","PT2018052800",-1.74424212785907,-13.6952586354374,39.6504796298786
"PT20180529001",1,"HH20180529","PT2018052900",-3.28582664988009,-20.8142470064755,24.4325621808116
"PT20180529002",2,"HH20180529","PT2018052900",-1.76476400479535,-13.6936857769914,39.7154817901143
"PT20180530001",1,"HH20180530","PT2018053000",-3.27559689210233,-20.8139189239483,24.4146393073444
"PT20180530002",2,"HH20180530","PT2018053000",-1.75176366636683,-13.6927262840308,39.6806101255905
"PT20180530044",4,"HH20180530","PT2018053004",-0.080253236657051,-11.4563665542313,42.0596565812359
"PT20180531001",1,"HH20180531","PT2018053100",-3.55735260904384,-21.1179082745688,24.2835302430374
"PT20180531004",4,"HH20180531","PT2018053100",-2.4026923021393,-9.14577152051879,59.8579871628149
"PT20180532001",1,"HH20180532","PT2018053200",-3.56766645582888,-21.1186160208666,24.3007487495225
"PT20180532002",2,"HH20180532","PT2018053200",-7.55671649848561,-13.768431105583,61.0887518735005
"PT20180532004",4,"HH20180532","PT2018053200",-2.44227914627501,-9.15072197739278,60.0102951450926
"PT20180532011",1,"HH20180532","PT2018053201",-3.56766645582888,-21.1186160208666,24.3007487495225
"PT20180532012",2,"HH20180532","PT2018053201",-1.82884213921497,-9.80773075022131,54.4698014510477
"PT20180533001",1,"HH20180533","PT2018053300",-4.02561330951072,-21.12896760972,25.1253930078194
"PT20180533002",2,"HH20180533","PT2018053300",-2.28508804947633,-9.83162166550107,56.2282147837612
"PT20180533004",4,"HH20180533","PT2018053300",-2.8572051006331,-9.19448714821073,61.6729543329831
"PT20180534001",1,"HH20180534","PT2018053400",-3.27239115837698,-20.8143777861097,24.4078366234527
"PT20180534002",2,"HH20180534","PT2018053400",-1.74841834230482,-13.6936865410575,39.6677425342336
"PT20180534004",4,"HH20180534","PT2018053400",-0.0743860875815016,-11.4574713940692,42.0380436535023
"PT20180535001",1,"HH20180535","PT2018053500",-3.27186196170636,-20.814860445357,24.4058524138807
"PT20180535004",4,"HH20180535","PT2018053500",-0.0893893428122744,-11.4585532497235,42.0802013166105
"PT20180535011",1,"HH20180535","PT2018053501",-3.27186196170636,-20.814860445357,24.4058524138807
"PT20180535012",2,"HH20180535","PT2018053501",-1.75031295655098,-13.6951296011917,39.6686102835073
"PT20180536001",1,"HH20180536","PT2018053600",-2.77571778768134,-11.9193078944687,49.3942952208288
"PT20180537001",1,"HH20180537","PT2018053700",-2.7730938048888,-11.9197072460365,49.3830971674348
"PT20180537002",2,"HH20180537","PT2018053700",-1.71155774896684,-7.17250981117249,66.3014017365919
"PT20180537004",4,"HH20180537","PT2018053700",-8.31228282083438,-24.105977139955,26.807832149199
"PT20180538001",1,"HH20180538","PT2018053800",-2.75516374821875,-11.9131472164955,49.3433937926289
"PT20180538002",2,"HH20180538","PT2018053800",-1.68533873495765,-7.16597949236927,66.2069608268749
"PT20180538014",4,"HH20180538","PT2018053801",-8.29009121505132,-24.1052357374469,26.7633978076716
"PT20180539001",1,"HH20180539","PT2018053900",0.13154726354051,-16.6847955139683,27.0175049256094
"PT20180539002",2,"HH20180539","PT2018053900",-3.50970884324731,-12.6138408707333,49.3335027866707
"PT20180539004",4,"HH20180539","PT2018053900",-10.2658716775642,-24.809019430239,29.336160201103
"PT20180540001",1,"HH20180540","PT2018054000",0.227451645836076,-16.6811124480839,26.838791322134
"PT20180540044",4,"HH20180540","PT2018054004",-10.1387550124991,-24.7958111421698,29.0775070068759
"PT20180541001",1,"HH20180541","PT2018054100",0.236017182148725,-16.6795166525908,26.825735510314
"PT20180541002",2,"HH20180541","PT2018054100",-3.41381359430487,-12.604787650619,49.0174876733564
"PT20180541004",4,"HH20180541","PT2018054100",-10.1618196995298,-24.7909947018738,29.1431435790333
"PT20180542001",1,"HH20180542","PT2018054200",0.247680471398714,-16.6778840288257,26.8067592018745
"PT20180542002",2,"HH20180542","PT2018054200",-3.39774930440346,-12.6007316791264,48.9748058090125
"PT20180542004",4,"HH20180542","PT2018054200",-10.1251351563891,-24.7864874813122,29.0706156904438
"PT20180543001",1,"HH20180543","PT2018054300",0.230785521185791,-16.6803664280748,26.8339890572452
"PT20180543002",2,"HH20180543","PT2018054300",-3.4431088211328,-12.6075192024911,49.1139180960547
"PT20180543004",4,"HH20180543","PT2018054300",-10.172499664195,-24.7968091628342,29.1524912567537
"PT20180544001",1,"HH20180544","PT2018054400",1.29160683130506,-19.7087308794163,19.2327230711572
"PT20180544002",2,"HH20180544","PT2018054400",-2.98344935388497,-13.4557979070816,44.3106268446682
"PT20180544004",4,"HH20180544","PT2018054400",-11.1706085510578,-27.2408769925465,25.2652122509157
"PT20180545001",1,"HH20180545","PT2018054500",1.29474350085383,-19.7087664391698,19.2283361943129
"PT20180545002",2,"HH20180545","PT2018054500",-3.50677013039008,-17.0833892627205,34.1467369889855
"PT20180545004",4,"HH20180545","PT2018054500",-8.41689808110067,-24.1172891462958,26.9995488210325
"PT20180546001",1,"HH20180546","PT2018054600",1.29362726344779,-19.7086913547342,19.230000316602
"PT20180546002",2,"HH20180546","PT2018054600",-3.507332199003,-17.0836366208774,34.1474612419542
"PT20180546004",4,"HH20180546","PT2018054600",-11.1685694030207,-27.2418123139637,25.2589346013185
"PT20180547001",1,"HH20180547","PT2018054700",1.29339004391264,-19.7086483657631,19.2303986368749
"PT20180547002",2,"HH20180547","PT2018054700",-3.50753303839601,-17.0841849928765,34.1464022172551
"PT20180547004",4,"HH20180547","PT2018054700",-11.1685959966411,-27.2432159226653,25.2557271403709
"PT20180548001",1,"HH20180548","PT2018054800",-2.34368015174231,-19.205136386378,26.1684112787768
"PT20180548002",2,"HH20180548","PT2018054800",-1.04964134259572,-9.05320957716274,54.581136304077
"PT20180548004",4,"HH20180548","PT2018054800",-0.296604863457458,-9.87926730807805,48.4201480229614
"PT20180549001",1,"HH20180549","PT2018054900",-2.34364035465982,-19.2050184644771,26.1685981077155
"PT20180549002",2,"HH20180549","PT2018054900",-3.47669635054818,-14.8210331639968,41.1140488411185
"PT20180549012",2,"HH20180549","PT2018054901",-1.02963660178145,-9.02595137286029,54.6176740564211
"PT20180549014",4,"HH20180549","PT2018054901",-0.282097051381742,-9.86116770202464,48.4381364776576
"PT20180550001",1,"HH20180550","PT2018055000",-2.35776305772875,-19.2216541556707,26.1587045413072
"PT20180550002",2,"HH20180550","PT2018055000",-1.03925348516774,-9.03468463978425,54.6187790409159
"PT20180551001",1,"HH20180551","PT2018055100",-2.35863755807774,-19.2205956183213,26.1627642023127
"PT20180551002",2,"HH20180551","PT2018055100",-1.03955465996119,-9.04468619264444,54.5772630464579
"PT20180551004",4,"HH20180551","PT2018055100",-0.287428865497633,-9.87339106543408,48.4102698013576
"PT20180552001",1,"HH20180552","PT2018055200",-2.34889246927801,-19.2154442577243,26.1554366172949
"PT20180552002",2,"HH20180552","PT2018055200",-3.47977992191466,-14.8212393493499,41.1228153076581
"PT20180552004",4,"HH20180552","PT2018055200",-0.287198982493507,-9.86795211991752,48.4302100884615
"PT20180553001",1,"HH20180553","PT2018055300",-3.40163921182459,-25.0018203533536,17.0192700368522
"PT20180553002",2,"HH20180553","PT2018055300",-3.64519129027509,-11.0628674633323,56.4307188538125
