hh_id,wave,heatable_room,heatable_share,no_heat_room,no_heat_share,heat_dur_master,room_number_heatuse,heat_regular,use_share,regular_share,total_room,Treat_V,T_ATW,T_ATA,T_Storage,Treat_hh,T_Timing,year
HH20180716,1,8,88.88888888888889,1,11.11111111111111,140,8,7,88.88888888888889,77.77777777777779,9,0,0,0,0,0,2020,2018
HH20180716,2,10,83.33333333333334,2,16.666666666666664,180,9,9,75,75,12,0,0,0,0,0,2020,2019
HH20180716,4,10,90.9090909090909,1,9.090909090909092,200,10,10,90.9090909090909,90.9090909090909,11,1,1,0,0,1,2020,2021
HH20180717,1,1,16.666666666666664,5,83.33333333333334,7,1,1,16.666666666666664,16.666666666666664,6,0,0,0,0,0,2020,2018
HH20180717,2,2,33.33333333333333,4,66.66666666666666,3,2,1,33.33333333333333,16.666666666666664,6,0,0,0,0,0,2020,2019
HH20180717,4,6,75,2,25,100,5,5,62.5,62.5,8,1,1,0,0,1,2020,2021
HH20180719,1,4,33.33333333333333,8,66.66666666666666,80,4,4,33.33333333333333,33.33333333333333,12,0,0,0,0,0,2020,2018
HH20180719,2,12,100,0,0,80,4,4,33.33333333333333,33.33333333333333,12,0,0,0,0,0,2020,2019
HH20180719,4,5,38.46153846153847,8,61.53846153846154,100,5,5,38.46153846153847,38.46153846153847,13,1,1,0,0,1,2020,2021
HH20180720,1,10,100,0,0,191,10,10,100,100,10,0,0,0,0,0,2020,2018
HH20180720,2,9,81.81818181818183,2,18.181818181818183,174,9,9,81.81818181818183,81.81818181818183,11,0,0,0,0,0,2020,2019
HH20180720,4,11,100,0,0,174,9,9,81.81818181818183,81.81818181818183,11,1,1,0,1,1,2020,2021
HH20180721,1,4,100,0,0,80,4,4,100,100,4,0,0,0,0,0,2020,2018
HH20180722,1,2,40,3,60,31,2,2,40,40,5,0,0,0,0,0,2020,2018
HH20180722,2,13,100,0,0,140,7,7,53.84615384615385,53.84615384615385,13,0,0,0,0,0,2020,2019
HH20180722,4,9,69.23076923076923,4,30.76923076923077,180,9,9,69.23076923076923,69.23076923076923,13,1,1,0,0,1,2020,2021
HH20180723,1,5,38.46153846153847,8,61.53846153846154,100,5,5,38.46153846153847,38.46153846153847,13,0,0,0,0,0,2020,2018
HH20180723,2,5,38.46153846153847,8,61.53846153846154,100,5,5,38.46153846153847,38.46153846153847,13,0,0,0,0,0,2020,2019
HH20180723,4,7,77.77777777777779,2,22.22222222222222,140,7,7,77.77777777777779,77.77777777777779,9,1,1,0,0,1,2020,2021
HH20180724,1,5,41.66666666666667,7,58.333333333333336,80,5,4,41.66666666666667,33.33333333333333,12,0,0,0,0,0,2020,2018
HH20180724,2,6,50,6,50,40,2,2,16.666666666666664,16.666666666666664,12,0,0,0,0,0,2020,2019
HH20180724,4,8,72.72727272727273,3,27.27272727272727,40,2,2,18.181818181818183,18.181818181818183,11,1,0,0,1,1,2020,2021
HH20180725,1,2,16.666666666666664,10,83.33333333333334,11,2,1,16.666666666666664,8.333333333333332,12,0,0,0,0,0,2020,2018
HH20180725,4,6,54.54545454545454,5,45.45454545454545,NA,NA,NA,NA,NA,11,1,1,0,1,1,2020,2021
HH20180726,1,4,57.14285714285714,3,42.857142857142854,20,4,4,57.14285714285714,57.14285714285714,7,0,0,0,0,0,2020,2018
HH20180726,2,7,100,0,0,80,4,4,57.14285714285714,57.14285714285714,7,0,0,0,0,0,2020,2019
HH20180726,4,7,63.63636363636363,4,36.36363636363637,140,7,7,63.63636363636363,63.63636363636363,11,1,1,0,0,1,2020,2021
HH20180727,1,7,70,3,30,131,7,7,70,70,10,0,0,0,0,0,2020,2018
HH20180727,2,8,80,2,20,140,7,7,70,70,10,0,0,0,0,0,2020,2019
HH20180727,4,9,75,3,25,161,9,9,75,75,12,1,1,0,0,1,2020,2021
HH20180728,1,9,81.81818181818183,2,18.181818181818183,21,3,3,27.27272727272727,27.27272727272727,11,0,0,0,0,0,2020,2018
HH20180728,2,5,62.5,3,37.5,100,5,5,62.5,62.5,8,0,0,0,0,0,2020,2019
HH20180728,4,5,62.5,3,37.5,100,5,5,62.5,62.5,8,1,1,0,0,1,2020,2021
HH20180729,1,1,12.5,7,87.5,20,1,1,12.5,12.5,8,0,0,0,0,0,2020,2018
HH20180729,2,11,100,0,0,100,5,5,45.45454545454545,45.45454545454545,11,0,0,0,0,0,2020,2019
HH20180729,4,8,47.05882352941176,9,52.94117647058824,160,8,8,47.05882352941176,47.05882352941176,17,1,1,0,0,1,2020,2021
HH20180730,1,6,85.71428571428571,1,14.285714285714285,45,6,6,85.71428571428571,85.71428571428571,7,0,0,0,0,0,2019,2018
HH20180730,2,8,100,0,0,160,8,8,100,100,8,1,1,0,0,1,2019,2019
HH20180730,4,8,80,2,20,160,8,8,80,80,10,1,1,0,0,1,2019,2021
HH20180731,1,7,53.84615384615385,6,46.15384615384615,104,7,7,53.84615384615385,53.84615384615385,13,0,0,0,0,0,2019,2018
HH20180731,2,8,53.333333333333336,7,46.666666666666664,180,6,9,40,60,15,1,1,0,0,1,2019,2019
HH20180731,4,12,75,4,25,120,6,6,37.5,37.5,16,1,1,0,0,1,2019,2021
HH20180732,1,6,100,0,0,120,6,6,100,100,6,0,0,0,0,0,2019,2018
HH20180732,2,6,100,0,0,120,6,6,100,100,6,1,0,0,0,0,2019,2019
HH20180732,4,6,50,6,50,120,6,6,50,50,12,1,0,0,0,0,2019,2021
HH20180733,1,11,100,0,0,220,11,11,100,100,11,0,0,0,0,0,0,2018
HH20180733,2,6,75,2,25,120,6,6,75,75,8,0,0,0,0,0,0,2019
HH20180733,4,9,100,0,0,123,7,7,77.77777777777779,77.77777777777779,9,0,0,0,0,0,0,2021
HH20180734,1,5,83.33333333333334,1,16.666666666666664,100,5,5,83.33333333333334,83.33333333333334,6,0,0,0,0,0,0,2018
HH20180734,2,5,100,0,0,100,5,5,100,100,5,0,0,0,0,0,0,2019
HH20180734,4,4,80,1,20,80,4,4,80,80,5,0,0,0,0,0,0,2021
HH20180735,1,5,83.33333333333334,1,16.666666666666664,47,3,3,50,50,6,0,0,0,0,0,2019,2018
HH20180735,2,5,71.42857142857143,2,28.57142857142857,40,3,2,42.857142857142854,28.57142857142857,7,1,0,0,0,0,2019,2019
HH20180736,1,9,90,1,10,138,8,8,80,80,10,0,0,0,0,0,2019,2018
HH20180738,1,1,11.11111111111111,8,88.88888888888889,7,1,1,11.11111111111111,11.11111111111111,9,0,0,0,0,0,0,2018
HH20180738,2,12,100,0,0,21,2,2,16.666666666666664,16.666666666666664,12,0,0,0,0,0,0,2019
HH20180738,4,2,16.666666666666664,10,83.33333333333334,3,1,1,8.333333333333332,8.333333333333332,12,0,0,0,0,0,0,2021
HH20180739,1,3,42.857142857142854,4,57.14285714285714,60,3,3,42.857142857142854,42.857142857142854,7,0,0,0,0,0,0,2018
HH20180739,2,7,100,0,0,60,3,3,42.857142857142854,42.857142857142854,7,0,0,0,0,0,0,2019
HH20180739,4,4,50,4,50,80,4,4,50,50,8,0,0,0,0,0,0,2021
HH20180740,1,4,50,4,50,60,3,3,37.5,37.5,8,0,0,0,0,0,0,2018
HH20180741,1,5,83.33333333333334,1,16.666666666666664,83,5,5,83.33333333333334,83.33333333333334,6,0,0,0,0,0,0,2018
HH20180741,2,2,66.66666666666666,1,33.33333333333333,40,2,2,66.66666666666666,66.66666666666666,3,0,0,0,0,0,0,2019
HH20180741,4,2,33.33333333333333,4,66.66666666666666,28,2,2,33.33333333333333,33.33333333333333,6,0,0,0,0,0,0,2021
HH20180742,1,8,72.72727272727273,3,27.27272727272727,98,7,7,63.63636363636363,63.63636363636363,11,0,0,0,0,0,0,2018
HH20180742,2,9,81.81818181818183,2,18.181818181818183,140,7,7,63.63636363636363,63.63636363636363,11,0,0,0,0,0,0,2019
HH20180742,4,8,72.72727272727273,3,27.27272727272727,160,8,8,72.72727272727273,72.72727272727273,11,0,0,0,0,0,0,2021
HH20180743,1,4,57.14285714285714,3,42.857142857142854,20,1,1,14.285714285714285,14.285714285714285,7,0,0,0,0,0,0,2018
HH20180743,2,1,16.666666666666664,5,83.33333333333334,14,1,1,16.666666666666664,16.666666666666664,6,0,0,0,0,0,0,2019
HH20180743,4,3,37.5,5,62.5,14,1,1,12.5,12.5,8,0,0,0,0,0,0,2021
HH20180744,1,3,37.5,5,62.5,6,2,2,25,25,8,0,0,0,0,0,0,2018
HH20180744,2,11,100,0,0,12,4,4,36.36363636363637,36.36363636363637,11,0,0,0,0,0,0,2019
HH20180744,4,4,40,6,60,20,3,3,30,30,10,0,0,0,0,0,0,2021
HH20180745,1,6,100,0,0,21,1,2,16.666666666666664,33.33333333333333,6,0,0,0,0,0,2019,2018
HH20180745,2,12,92.3076923076923,1,7.6923076923076925,240,12,12,92.3076923076923,92.3076923076923,13,1,1,0,0,1,2019,2019
HH20180745,4,12,100,0,0,240,12,12,100,100,12,1,1,0,0,1,2019,2021
HH20180746,1,1,20,4,80,3,1,1,20,20,5,0,0,0,0,0,2020,2018
HH20180747,1,3,100,0,0,60,3,3,100,100,3,0,0,0,0,0,2019,2018
HH20180747,2,10,71.42857142857143,4,28.57142857142857,180,7,9,50,64.28571428571429,14,1,1,1,0,1,2019,2019
HH20180747,4,10,66.66666666666666,5,33.33333333333333,200,10,10,66.66666666666666,66.66666666666666,15,1,1,0,0,1,2019,2021
HH20180748,1,3,100,0,0,60,3,3,100,100,3,0,0,0,0,0,2019,2018
HH20180748,2,4,66.66666666666666,2,33.33333333333333,80,4,4,66.66666666666666,66.66666666666666,6,1,1,0,0,1,2019,2019
HH20180748,4,7,58.333333333333336,5,41.66666666666667,140,7,7,58.333333333333336,58.333333333333336,12,1,1,0,0,1,2019,2021
HH20180749,1,3,75,1,25,60,2,3,50,75,4,0,0,0,0,0,0,2018
HH20180749,4,4,50,4,50,80,4,4,50,50,8,0,0,0,0,0,0,2021
HH20180750,1,4,100,0,0,60,3,3,75,75,4,0,0,0,0,0,0,2018
HH20180750,2,5,100,0,0,100,5,5,100,100,5,0,0,0,0,0,0,2019
HH20180750,4,4,80,1,20,80,4,4,80,80,5,0,0,0,0,0,0,2021
HH20180751,1,3,100,0,0,60,2,3,66.66666666666666,100,3,0,0,0,0,0,0,2018
HH20180751,2,3,50,3,50,60,3,3,50,50,6,0,0,0,0,0,0,2019
HH20180751,4,1,25,3,75,20,1,1,25,25,4,0,0,0,0,0,0,2021
HH20180752,1,3,75,1,25,60,3,3,75,75,4,0,0,0,0,0,0,2018
HH20180752,2,6,100,0,0,60,3,3,50,50,6,0,0,0,0,0,0,2019
HH20180752,4,4,57.14285714285714,3,42.857142857142854,80,4,4,57.14285714285714,57.14285714285714,7,0,0,0,0,0,0,2021
HH20180753,1,4,100,0,0,60,3,3,75,75,4,0,0,0,0,0,0,2018
HH20180753,2,5,100,0,0,21,2,2,40,40,5,0,0,0,0,0,0,2019
HH20180753,4,3,60,2,40,21,2,2,40,40,5,0,0,0,0,0,0,2021
HH20180754,1,4,100,0,0,80,4,4,100,100,4,0,0,0,0,0,0,2018
HH20180754,2,5,100,0,0,80,4,4,80,80,5,0,0,0,0,0,0,2019
HH20180754,4,4,66.66666666666666,2,33.33333333333333,80,4,4,66.66666666666666,66.66666666666666,6,0,0,0,0,0,0,2021
HH20180755,1,1,50,1,50,20,1,1,50,50,2,0,0,0,0,0,0,2018
HH20180755,2,2,100,0,0,20,1,1,50,50,2,0,0,0,0,0,0,2019
HH20180755,4,1,33.33333333333333,2,66.66666666666666,20,1,1,33.33333333333333,33.33333333333333,3,0,0,0,0,0,0,2021
HH20180756,1,4,100,0,0,80,4,4,100,100,4,0,0,0,0,0,0,2018
HH20180756,2,5,100,0,0,81,5,5,100,100,5,0,0,0,0,0,0,2019
HH20180756,4,5,83.33333333333334,1,16.666666666666664,81,5,5,83.33333333333334,83.33333333333334,6,0,0,0,0,0,0,2021
HH20180757,1,2,40,3,60,40,2,2,40,40,5,0,0,0,0,0,0,2018
HH20180757,2,4,57.14285714285714,3,42.857142857142854,21,3,2,42.857142857142854,28.57142857142857,7,0,0,0,0,0,0,2019
HH20180757,4,1,20,4,80,20,1,1,20,20,5,0,0,0,0,0,0,2021
HH20180758,1,7,58.333333333333336,5,41.66666666666667,140,7,7,58.333333333333336,58.333333333333336,12,0,0,0,0,0,2019,2018
HH20180758,2,8,66.66666666666666,4,33.33333333333333,200,8,10,66.66666666666666,83.33333333333334,12,1,1,0,0,1,2019,2019
HH20180758,4,8,66.66666666666666,4,33.33333333333333,160,8,8,66.66666666666666,66.66666666666666,12,1,1,0,0,1,2019,2021
HH20180759,1,3,42.857142857142854,4,57.14285714285714,60,3,3,42.857142857142854,42.857142857142854,7,0,0,0,0,0,2019,2018
HH20180759,2,7,100,0,0,140,7,7,100,100,7,1,1,0,0,1,2019,2019
HH20180759,4,15,100,0,0,120,6,6,40,40,15,1,1,0,0,1,2019,2021
HH20180760,1,4,33.33333333333333,8,66.66666666666666,42,4,4,33.33333333333333,33.33333333333333,12,0,0,0,0,0,2019,2018
HH20180760,2,8,61.53846153846154,5,38.46153846153847,160,8,8,61.53846153846154,61.53846153846154,13,1,1,0,0,1,2019,2019
HH20180760,4,6,60,4,40,120,6,6,60,60,10,1,1,0,0,1,2019,2021
HH20180761,1,6,100,0,0,120,6,6,100,100,6,0,0,0,0,0,2019,2018
HH20180761,2,6,100,0,0,120,6,6,100,100,6,1,1,0,0,1,2019,2019
HH20180762,1,15,83.33333333333334,3,16.666666666666664,80,4,4,22.22222222222222,22.22222222222222,18,0,0,0,0,0,2019,2018
HH20180763,1,1,11.11111111111111,8,88.88888888888889,20,1,1,11.11111111111111,11.11111111111111,9,0,0,0,0,0,0,2018
HH20180763,4,7,77.77777777777779,2,22.22222222222222,140,7,7,77.77777777777779,77.77777777777779,9,0,0,0,0,0,0,2021
HH20180764,1,1,16.666666666666664,5,83.33333333333334,20,1,1,16.666666666666664,16.666666666666664,6,0,0,0,0,0,0,2018
HH20180764,2,2,25,6,75,5,1,1,12.5,12.5,8,0,0,0,0,0,0,2019
HH20180764,4,3,33.33333333333333,6,66.66666666666666,1,1,1,11.11111111111111,11.11111111111111,9,0,0,0,0,0,0,2021
HH20180765,1,6,100,0,0,120,5,6,83.33333333333334,100,6,0,0,0,0,0,0,2018
HH20180765,2,7,77.77777777777779,2,22.22222222222222,140,7,7,77.77777777777779,77.77777777777779,9,0,0,0,0,0,0,2019
HH20180765,4,7,77.77777777777779,2,22.22222222222222,140,7,7,77.77777777777779,77.77777777777779,9,0,0,0,0,0,0,2021
HH20180766,1,1,16.666666666666664,5,83.33333333333334,20,1,1,16.666666666666664,16.666666666666664,6,0,0,0,0,0,0,2018
HH20180766,2,4,66.66666666666666,2,33.33333333333333,5,3,3,50,50,6,0,0,0,0,0,0,2019
HH20180766,4,4,57.14285714285714,3,42.857142857142854,43,3,3,42.857142857142854,42.857142857142854,7,0,0,0,0,0,0,2021
HH20180767,1,1,12.5,7,87.5,20,1,1,12.5,12.5,8,0,0,0,0,0,0,2018
HH20180768,1,2,25,6,75,20,2,2,25,25,8,0,0,0,0,0,0,2018
HH20180768,2,6,75,2,25,61,4,4,50,50,8,0,0,0,0,0,0,2019
HH20180768,4,5,62.5,3,37.5,61,4,4,50,50,8,0,0,0,0,0,0,2021
HH20180769,1,4,100,0,0,80,3,4,75,100,4,0,0,0,0,0,0,2018
HH20180769,2,4,100,0,0,13,3,3,75,75,4,0,0,0,0,0,0,2019
HH20180769,4,8,72.72727272727273,3,27.27272727272727,160,8,8,72.72727272727273,72.72727272727273,11,0,0,0,0,0,0,2021
HH20180770,1,10,100,0,0,200,10,10,100,100,10,0,0,0,0,0,0,2018
HH20180770,2,9,90,1,10,180,9,9,90,90,10,0,0,0,0,0,0,2019
HH20180770,4,8,100,0,0,160,7,8,87.5,100,8,0,0,0,0,0,0,2021
HH20180771,1,6,100,0,0,120,6,6,100,100,6,0,0,0,0,0,0,2018
HH20180771,2,5,100,0,0,100,5,5,100,100,5,0,0,0,0,0,0,2019
HH20180771,4,9,100,0,0,120,6,6,66.66666666666666,66.66666666666666,9,0,0,0,0,0,0,2021
HH20180772,1,6,75,2,25,84,6,6,75,75,8,0,0,0,0,0,0,2018
HH20180772,2,8,100,0,0,120,6,6,75,75,8,0,0,0,0,0,0,2019
HH20180772,4,6,75,2,25,120,6,6,75,75,8,0,0,0,0,0,0,2021
HH20180773,1,12,92.3076923076923,1,7.6923076923076925,240,12,12,92.3076923076923,92.3076923076923,13,0,0,0,0,0,0,2018
HH20180773,2,12,100,0,0,240,12,12,100,100,12,0,0,0,0,0,0,2019
HH20180773,4,12,92.3076923076923,1,7.6923076923076925,220,11,11,84.61538461538461,84.61538461538461,13,0,0,0,0,0,0,2021
HH20180774,1,5,83.33333333333334,1,16.666666666666664,64,5,5,83.33333333333334,83.33333333333334,6,0,0,0,0,0,0,2018
HH20180774,2,6,85.71428571428571,1,14.285714285714285,120,6,6,85.71428571428571,85.71428571428571,7,0,0,0,0,0,0,2019
HH20180775,1,4,57.14285714285714,3,42.857142857142854,63,4,4,57.14285714285714,57.14285714285714,7,0,0,0,0,0,2020,2018
HH20180775,2,8,88.88888888888889,1,11.11111111111111,103,7,6,77.77777777777779,66.66666666666666,9,0,0,0,0,0,2020,2019
HH20180775,4,7,70,3,30,128,7,7,70,70,10,1,1,0,1,1,2020,2021
HH20180776,1,6,66.66666666666666,3,33.33333333333333,120,6,6,66.66666666666666,66.66666666666666,9,0,0,0,0,0,0,2018
HH20180776,2,6,60,4,40,120,6,6,60,60,10,0,0,0,0,0,0,2019
HH20180776,4,16,100,0,0,220,11,11,68.75,68.75,16,0,0,0,0,0,0,2021
HH20180777,1,6,66.66666666666666,3,33.33333333333333,100,5,5,55.55555555555556,55.55555555555556,9,0,0,0,0,0,2020,2018
HH20180777,2,6,66.66666666666666,3,33.33333333333333,120,6,6,66.66666666666666,66.66666666666666,9,0,0,0,0,0,2020,2019
HH20180777,4,8,80,2,20,120,6,6,60,60,10,1,1,0,0,1,2020,2021
HH20180778,1,2,15.384615384615385,11,84.61538461538461,43,2,3,15.384615384615385,23.076923076923077,13,0,0,0,0,0,2020,2018
HH20180778,2,2,28.57142857142857,5,71.42857142857143,40,2,2,28.57142857142857,28.57142857142857,7,0,0,0,0,0,2020,2019
HH20180778,4,8,100,0,0,160,8,8,100,100,8,1,1,0,0,1,2020,2021
HH20180779,1,15,75,5,25,20,1,1,5,5,20,0,0,0,0,0,2019,2018
HH20180779,2,14,70,6,30,160,8,8,40,40,20,1,1,0,0,1,2019,2019
HH20180779,4,25,86.20689655172413,4,13.793103448275861,400,20,20,68.96551724137932,68.96551724137932,29,1,1,0,0,1,2019,2021
HH20180780,1,2,18.181818181818183,9,81.81818181818183,23,2,2,18.181818181818183,18.181818181818183,11,0,0,0,0,0,2019,2018
HH20180780,2,10,55.55555555555556,8,44.44444444444444,200,9,10,50,55.55555555555556,18,1,1,0,1,1,2019,2019
HH20180780,4,10,62.5,6,37.5,100,5,5,31.25,31.25,16,1,1,0,0,1,2019,2021
HH20180781,1,5,62.5,3,37.5,60,3,3,37.5,37.5,8,0,0,0,0,0,2019,2018
HH20180781,2,8,100,0,0,160,8,8,100,100,8,1,1,0,0,1,2019,2019
HH20180781,4,10,90.9090909090909,1,9.090909090909092,180,10,9,90.9090909090909,81.81818181818183,11,1,1,0,0,1,2019,2021
HH20180782,1,10,71.42857142857143,4,28.57142857142857,100,5,5,35.714285714285715,35.714285714285715,14,0,0,0,0,0,2019,2018
HH20180782,2,13,92.85714285714286,1,7.142857142857142,100,5,5,35.714285714285715,35.714285714285715,14,1,1,0,1,1,2019,2019
HH20180782,4,7,50,7,50,120,6,6,42.857142857142854,42.857142857142854,14,1,1,1,0,1,2019,2021
HH20180783,1,6,100,0,0,86,6,6,100,100,6,0,0,0,0,0,2020,2018
HH20180783,2,10,100,0,0,200,10,10,100,100,10,0,0,0,0,0,2020,2019
HH20180783,4,8,100,0,0,160,8,8,100,100,8,1,1,0,0,1,2020,2021
HH20180784,1,6,66.66666666666666,3,33.33333333333333,120,6,6,66.66666666666666,66.66666666666666,9,0,0,0,0,0,2020,2018
HH20180784,2,9,100,0,0,180,3,9,33.33333333333333,100,9,0,0,0,0,0,2020,2019
HH20180784,4,7,70,3,30,140,7,7,70,70,10,1,1,0,0,1,2020,2021
HH20180785,1,6,66.66666666666666,3,33.33333333333333,6,2,2,22.22222222222222,22.22222222222222,9,0,0,0,0,0,2020,2018
HH20180785,2,9,100,0,0,100,5,5,55.55555555555556,55.55555555555556,9,0,0,0,0,0,2020,2019
HH20180785,4,5,62.5,3,37.5,100,5,5,62.5,62.5,8,1,1,0,0,1,2020,2021
HH20180787,1,13,65,7,35,60,5,3,25,15,20,0,0,0,0,0,2019,2018
HH20180787,2,17,94.44444444444444,1,5.555555555555555,180,9,9,50,50,18,1,1,0,0,1,2019,2019
HH20180787,4,12,100,0,0,240,12,12,100,100,12,1,1,0,0,1,2019,2021
HH20180788,1,4,57.14285714285714,3,42.857142857142854,80,4,4,57.14285714285714,57.14285714285714,7,0,0,0,0,0,2019,2018
HH20180788,2,3,42.857142857142854,4,57.14285714285714,80,3,4,42.857142857142854,57.14285714285714,7,1,1,0,0,1,2019,2019
HH20180788,4,4,50,4,50,80,4,4,50,50,8,1,1,0,0,1,2019,2021
HH20180789,1,5,62.5,3,37.5,35,4,5,50,62.5,8,0,0,0,0,0,2019,2018
HH20180789,2,8,100,0,0,140,7,7,87.5,87.5,8,1,1,0,1,1,2019,2019
HH20180789,4,7,87.5,1,12.5,140,7,7,87.5,87.5,8,1,1,0,0,1,2019,2021
HH20180790,1,5,38.46153846153847,8,61.53846153846154,100,5,5,38.46153846153847,38.46153846153847,13,0,0,0,0,0,2019,2018
HH20180790,2,14,100,0,0,200,10,10,71.42857142857143,71.42857142857143,14,1,1,0,1,1,2019,2019
HH20180790,4,7,58.333333333333336,5,41.66666666666667,80,4,4,33.33333333333333,33.33333333333333,12,1,1,1,0,1,2019,2021
HH20180791,1,4,40,6,60,61,4,4,40,40,10,0,0,0,0,0,2019,2018
HH20180791,2,6,75,2,25,120,6,6,75,75,8,1,1,0,0,1,2019,2019
HH20180791,4,6,75,2,25,120,6,6,75,75,8,1,1,0,0,1,2019,2021
HH20180792,1,1,33.33333333333333,2,66.66666666666666,20,1,1,33.33333333333333,33.33333333333333,3,0,0,0,0,0,2019,2018
HH20180792,2,3,100,0,0,60,1,3,33.33333333333333,100,3,1,1,0,0,1,2019,2019
HH20180793,1,16,100,0,0,200,10,10,62.5,62.5,16,0,0,0,0,0,2019,2018
HH20180793,2,23,92,2,8,60,5,3,20,12,25,1,1,0,0,1,2019,2019
HH20180793,4,19,70.37037037037037,8,29.629629629629626,227,12,12,44.44444444444444,44.44444444444444,27,1,1,0,0,1,2019,2021
HH20180794,1,2,28.57142857142857,5,71.42857142857143,24,2,3,28.57142857142857,42.857142857142854,7,0,0,0,0,0,2019,2018
HH20180794,2,8,100,0,0,100,5,5,62.5,62.5,8,1,1,0,1,1,2019,2019
HH20180794,4,5,83.33333333333334,1,16.666666666666664,120,5,6,83.33333333333334,100,6,1,1,0,0,1,2019,2021
HH20180795,1,7,46.666666666666664,8,53.333333333333336,140,7,7,46.666666666666664,46.666666666666664,15,0,0,0,0,0,0,2018
HH20180795,2,7,41.17647058823529,10,58.82352941176471,140,7,7,41.17647058823529,41.17647058823529,17,0,0,0,0,0,0,2019
HH20180795,4,7,41.17647058823529,10,58.82352941176471,140,7,7,41.17647058823529,41.17647058823529,17,0,0,0,0,0,0,2021
HH20180796,1,7,53.84615384615385,6,46.15384615384615,49,7,7,53.84615384615385,53.84615384615385,13,0,0,0,0,0,0,2018
HH20180796,4,7,53.84615384615385,6,46.15384615384615,140,7,7,53.84615384615385,53.84615384615385,13,0,0,0,0,0,0,2021
HH20180797,1,7,53.84615384615385,6,46.15384615384615,140,7,7,53.84615384615385,53.84615384615385,13,0,0,0,0,0,0,2018
HH20180797,2,7,53.84615384615385,6,46.15384615384615,35,7,7,53.84615384615385,53.84615384615385,13,0,0,0,0,0,0,2019
HH20180797,4,7,63.63636363636363,4,36.36363636363637,100,5,5,45.45454545454545,45.45454545454545,11,0,0,0,0,0,0,2021
HH20180798,1,6,66.66666666666666,3,33.33333333333333,120,6,6,66.66666666666666,66.66666666666666,9,0,0,0,0,0,0,2018
HH20180798,2,7,77.77777777777779,2,22.22222222222222,120,6,6,66.66666666666666,66.66666666666666,9,0,0,0,0,0,0,2019
HH20180798,4,6,85.71428571428571,1,14.285714285714285,120,5,6,71.42857142857143,85.71428571428571,7,0,0,0,0,0,0,2021
HH20180799,1,4,57.14285714285714,3,42.857142857142854,80,4,4,57.14285714285714,57.14285714285714,7,0,0,0,0,0,0,2018
HH20180799,2,4,50,4,50,80,4,4,50,50,8,0,0,0,0,0,0,2019
HH20180800,1,3,37.5,5,62.5,60,3,3,37.5,37.5,8,0,0,0,0,0,2019,2018
HH20180800,2,8,80,2,20,45,2,3,20,30,10,1,1,1,0,1,2019,2019
HH20180800,4,8,57.14285714285714,6,42.857142857142854,120,6,6,42.857142857142854,42.857142857142854,14,1,1,1,0,1,2019,2021
HH20180802,1,8,88.88888888888889,1,11.11111111111111,160,8,8,88.88888888888889,88.88888888888889,9,0,0,0,0,0,2019,2018
HH20180802,2,6,75,2,25,80,4,4,50,50,8,1,1,0,0,1,2019,2019
HH20180802,4,7,70,3,30,120,6,6,60,60,10,1,1,0,0,1,2019,2021
HH20180804,1,5,50,5,50,80,4,4,40,40,10,0,0,0,0,0,0,2018
HH20180804,2,4,40,6,60,40,3,2,30,20,10,0,0,0,0,0,0,2019
HH20180804,4,5,50,5,50,80,4,4,40,40,10,0,0,0,0,0,0,2021
HH20180805,1,8,100,0,0,100,5,5,62.5,62.5,8,0,0,0,0,0,0,2018
HH20180805,2,5,62.5,3,37.5,40,2,2,25,25,8,0,0,0,0,0,0,2019
HH20180805,4,6,75,2,25,40,2,2,25,25,8,0,0,0,0,0,0,2021
HH20180806,1,3,42.857142857142854,4,57.14285714285714,40,2,2,28.57142857142857,28.57142857142857,7,0,0,0,0,0,0,2018
HH20180806,2,3,37.5,5,62.5,NA,1,NA,12.5,NA,8,0,0,0,0,0,0,2019
HH20180806,4,3,37.5,5,62.5,40,2,2,25,25,8,0,0,0,0,0,0,2021
HH20180808,1,1,14.285714285714285,6,85.71428571428571,40,1,2,14.285714285714285,28.57142857142857,7,0,0,0,0,0,2019,2018
HH20180808,2,8,100,0,0,140,8,7,100,87.5,8,1,1,0,0,1,2019,2019
HH20180808,4,7,87.5,1,12.5,140,7,7,87.5,87.5,8,1,1,0,0,1,2019,2021
HH20180809,1,3,42.857142857142854,4,57.14285714285714,60,2,3,28.57142857142857,42.857142857142854,7,0,0,0,0,0,2019,2018
HH20180809,2,6,100,0,0,120,6,6,100,100,6,1,1,0,0,1,2019,2019
HH20180809,4,7,100,0,0,140,7,7,100,100,7,1,1,0,0,1,2019,2021
HH20180810,1,3,75,1,25,49,3,3,75,75,4,0,0,0,0,0,0,2018
HH20180810,2,4,100,0,0,80,4,4,100,100,4,0,0,0,0,0,0,2019
HH20180810,4,4,44.44444444444444,5,55.55555555555556,1,1,1,11.11111111111111,11.11111111111111,9,0,0,0,0,0,0,2021
HH20180811,1,6,50,6,50,80,5,4,41.66666666666667,33.33333333333333,12,0,0,0,0,0,0,2018
HH20180811,2,4,44.44444444444444,5,55.55555555555556,80,4,4,44.44444444444444,44.44444444444444,9,0,0,0,0,0,0,2019
HH20180811,4,10,76.92307692307693,3,23.076923076923077,180,9,9,69.23076923076923,69.23076923076923,13,0,0,0,0,0,0,2021
HH20180814,1,4,50,4,50,20,1,1,12.5,12.5,8,0,0,0,0,0,2019,2018
