hh_id,wave,heatable_room,heatable_share,no_heat_room,no_heat_share,heat_dur_master,room_number_heatuse,heat_regular,use_share,regular_share,total_room,Treat_V,T_ATW,T_ATA,T_Storage,Treat_hh,T_Timing,year
HH20180375,4,7,100,0,0,109,6,6,85.71428571428571,85.71428571428571,7,0,0,0,0,0,0,2021
HH20180376,1,4,100,0,0,80,4,4,100,100,4,0,0,0,0,0,0,2018
HH20180376,2,5,71.42857142857143,2,28.57142857142857,100,5,5,71.42857142857143,71.42857142857143,7,0,0,0,0,0,0,2019
HH20180376,4,6,75,2,25,100,5,5,62.5,62.5,8,0,0,0,0,0,0,2021
HH20180377,1,5,83.33333333333334,1,16.666666666666664,45,5,5,83.33333333333334,83.33333333333334,6,0,0,0,0,0,0,2018
HH20180377,2,7,100,0,0,121,7,7,100,100,7,0,0,0,0,0,0,2019
HH20180377,4,5,71.42857142857143,2,28.57142857142857,83,5,5,71.42857142857143,71.42857142857143,7,0,0,0,0,0,0,2021
HH20180378,1,4,80,1,20,80,4,4,80,80,5,0,0,0,0,0,0,2018
HH20180378,2,8,100,0,0,80,4,4,50,50,8,0,0,0,0,0,0,2019
HH20180379,2,4,36.36363636363637,7,63.63636363636363,20,1,1,9.090909090909092,9.090909090909092,11,0,0,0,0,0,0,2019
HH20180379,4,11,73.33333333333333,4,26.666666666666668,140,7,7,46.666666666666664,46.666666666666664,15,0,0,0,0,0,0,2021
HH20180380,1,2,100,0,0,40,2,2,100,100,2,0,0,0,0,0,0,2018
HH20180380,2,NA,NA,NA,NA,60,NA,3,NA,100,3,0,0,0,0,0,0,2019
HH20180380,4,2,40,3,60,40,2,2,40,40,5,0,0,0,0,0,0,2021
HH20180381,1,4,57.14285714285714,3,42.857142857142854,60,2,3,28.57142857142857,42.857142857142854,7,0,0,0,0,0,2020,2018
HH20180381,2,4,36.36363636363637,7,63.63636363636363,40,2,2,18.181818181818183,18.181818181818183,11,0,0,0,0,0,2020,2019
HH20180381,4,6,66.66666666666666,3,33.33333333333333,107,6,6,66.66666666666666,66.66666666666666,9,1,1,0,0,1,2020,2021
HH20180382,1,4,50,4,50,80,4,4,50,50,8,0,0,0,0,0,2019,2018
HH20180382,4,2,66.66666666666666,1,33.33333333333333,5,1,1,33.33333333333333,33.33333333333333,3,1,0,1,0,1,2019,2021
HH20180383,1,5,62.5,3,37.5,80,4,4,50,50,8,0,0,0,0,0,2019,2018
HH20180383,4,5,55.55555555555556,4,44.44444444444444,12,2,2,22.22222222222222,22.22222222222222,9,1,0,1,0,1,2019,2021
HH20180384,1,5,50,5,50,40,4,2,40,20,10,0,0,0,0,0,2020,2018
HH20180384,2,5,62.5,3,37.5,80,4,4,50,50,8,0,0,0,0,0,2020,2019
HH20180384,4,5,55.55555555555556,4,44.44444444444444,80,4,4,44.44444444444444,44.44444444444444,9,1,1,0,0,1,2020,2021
HH20180385,1,3,75,1,25,60,3,3,75,75,4,0,0,0,0,0,2019,2018
HH20180385,2,4,40,6,60,63,4,4,40,40,10,1,1,0,0,1,2019,2019
HH20180385,4,3,42.857142857142854,4,57.14285714285714,60,3,3,42.857142857142854,42.857142857142854,7,1,1,0,0,1,2019,2021
HH20180386,1,2,22.22222222222222,7,77.77777777777779,20,1,1,11.11111111111111,11.11111111111111,9,0,0,0,0,0,2020,2018
HH20180386,2,1,7.6923076923076925,12,92.3076923076923,1,1,1,7.6923076923076925,7.6923076923076925,13,0,0,0,0,0,2020,2019
HH20180386,4,10,66.66666666666666,5,33.33333333333333,200,10,10,66.66666666666666,66.66666666666666,15,1,1,0,0,1,2020,2021
HH20180387,1,2,50,2,50,22,2,2,50,50,4,0,0,0,0,0,2020,2018
HH20180387,2,3,60,2,40,60,3,3,60,60,5,0,0,0,0,0,2020,2019
HH20180387,4,3,60,2,40,47,3,3,60,60,5,1,1,0,0,1,2020,2021
HH20180388,1,4,80,1,20,20,1,1,20,20,5,0,0,0,0,0,2020,2018
HH20180388,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,0,0,0,0,2020,2019
HH20180388,4,3,100,0,0,41,3,3,100,100,3,1,1,0,0,1,2020,2021
HH20180389,1,4,66.66666666666666,2,33.33333333333333,40,2,2,33.33333333333333,33.33333333333333,6,0,0,0,0,0,2019,2018
HH20180389,2,5,83.33333333333334,1,16.666666666666664,100,5,5,83.33333333333334,83.33333333333334,6,1,1,0,0,1,2019,2019
HH20180389,4,5,71.42857142857143,2,28.57142857142857,100,5,5,71.42857142857143,71.42857142857143,7,1,1,0,0,1,2019,2021
HH20180390,1,4,40,6,60,80,4,4,40,40,10,0,0,0,0,0,2019,2018
HH20180390,2,5,50,5,50,100,5,5,50,50,10,1,1,0,0,1,2019,2019
HH20180390,4,4,100,0,0,80,4,4,100,100,4,1,1,0,0,1,2019,2021
HH20180391,1,1,14.285714285714285,6,85.71428571428571,1,NA,1,NA,14.285714285714285,7,0,0,0,0,0,2020,2018
HH20180391,2,1,14.285714285714285,6,85.71428571428571,20,1,1,14.285714285714285,14.285714285714285,7,0,0,0,0,0,2020,2019
HH20180391,4,2,33.33333333333333,4,66.66666666666666,20,1,1,16.666666666666664,16.666666666666664,6,1,0,1,0,1,2020,2021
HH20180392,1,3,50,3,50,20,1,1,16.666666666666664,16.666666666666664,6,0,0,0,0,0,2019,2018
HH20180393,1,4,57.14285714285714,3,42.857142857142854,33,3,3,42.857142857142854,42.857142857142854,7,0,0,0,0,0,2019,2018
HH20180393,2,5,71.42857142857143,2,28.57142857142857,80,4,4,57.14285714285714,57.14285714285714,7,1,1,0,0,1,2019,2019
HH20180393,4,3,37.5,5,62.5,60,3,3,37.5,37.5,8,1,1,0,0,1,2019,2021
HH20180394,1,5,62.5,3,37.5,120,4,6,50,75,8,0,0,0,0,0,2020,2018
HH20180394,2,8,100,0,0,60,3,3,37.5,37.5,8,0,0,0,0,0,2020,2019
HH20180394,4,6,75,2,25,100,5,5,62.5,62.5,8,1,1,0,0,1,2020,2021
HH20180395,1,5,71.42857142857143,2,28.57142857142857,20,1,1,14.285714285714285,14.285714285714285,7,0,0,0,0,0,2020,2018
HH20180395,2,6,100,0,0,14,1,1,16.666666666666664,16.666666666666664,6,0,0,0,0,0,2020,2019
HH20180395,4,6,50,6,50,120,6,6,50,50,12,1,1,0,0,1,2020,2021
HH20180396,1,5,62.5,3,37.5,60,3,3,37.5,37.5,8,0,0,0,0,0,2020,2018
HH20180396,2,7,100,0,0,60,3,3,42.857142857142854,42.857142857142854,7,0,0,0,0,0,2020,2019
HH20180396,4,9,81.81818181818183,2,18.181818181818183,101,6,6,54.54545454545454,54.54545454545454,11,1,1,0,0,1,2020,2021
HH20180397,1,6,60,4,40,100,5,5,50,50,10,0,0,0,0,0,2019,2018
HH20180397,2,4,66.66666666666666,2,33.33333333333333,80,4,4,66.66666666666666,66.66666666666666,6,1,1,1,0,1,2019,2019
HH20180397,4,9,100,0,0,85,5,5,55.55555555555556,55.55555555555556,9,1,1,1,0,1,2019,2021
HH20180398,1,5,62.5,3,37.5,4,4,4,50,50,8,0,0,0,0,0,2019,2018
HH20180398,2,9,100,0,0,180,9,9,100,100,9,1,1,1,0,1,2019,2019
HH20180399,1,5,71.42857142857143,2,28.57142857142857,100,5,5,71.42857142857143,71.42857142857143,7,0,0,0,0,0,2019,2018
HH20180399,2,7,100,0,0,140,7,7,100,100,7,1,1,1,0,1,2019,2019
HH20180399,4,7,77.77777777777779,2,22.22222222222222,140,7,7,77.77777777777779,77.77777777777779,9,1,1,0,0,1,2019,2021
HH20180400,1,9,90,1,10,180,9,9,90,90,10,0,0,0,0,0,0,2018
HH20180400,2,9,90,1,10,180,9,9,90,90,10,0,0,0,0,0,0,2019
HH20180401,1,9,69.23076923076923,4,30.76923076923077,180,9,9,69.23076923076923,69.23076923076923,13,0,0,0,0,0,0,2018
HH20180401,2,8,80,2,20,140,8,7,80,70,10,0,0,0,0,0,0,2019
HH20180402,1,2,20,8,80,40,2,2,20,20,10,0,0,0,0,0,0,2018
HH20180402,4,3,30,7,70,21,2,2,20,20,10,0,0,0,0,0,0,2021
HH20180403,1,6,66.66666666666666,3,33.33333333333333,12,6,6,66.66666666666666,66.66666666666666,9,0,0,0,0,0,0,2018
HH20180403,2,8,100,0,0,18,2,2,25,25,8,0,0,0,0,0,0,2019
HH20180403,4,5,50,5,50,12,2,2,20,20,10,0,0,0,0,0,0,2021
HH20180404,1,7,100,0,0,140,7,7,100,100,7,0,0,0,0,0,0,2018
HH20180404,2,12,75,4,25,221,12,12,75,75,16,0,0,0,0,0,0,2019
HH20180404,4,7,63.63636363636363,4,36.36363636363637,140,7,7,63.63636363636363,63.63636363636363,11,0,0,0,0,0,0,2021
HH20180405,1,6,100,0,0,120,6,6,100,100,6,0,0,0,0,0,0,2018
HH20180405,2,11,100,0,0,160,8,8,72.72727272727273,72.72727272727273,11,0,0,0,0,0,0,2019
HH20180405,4,7,63.63636363636363,4,36.36363636363637,140,7,7,63.63636363636363,63.63636363636363,11,0,0,0,0,0,0,2021
HH20180406,1,4,100,0,0,80,4,4,100,100,4,0,0,0,0,0,0,2018
HH20180406,2,10,100,0,0,120,6,6,60,60,10,0,0,0,0,0,0,2019
HH20180406,4,4,50,4,50,80,4,4,50,50,8,0,0,0,0,0,0,2021
HH20180407,1,7,100,0,0,140,7,7,100,100,7,0,0,0,0,0,0,2018
HH20180407,2,7,100,0,0,140,7,7,100,100,7,0,0,0,0,0,0,2019
HH20180407,4,7,100,0,0,140,7,7,100,100,7,0,0,0,0,0,0,2021
HH20180408,1,6,50,6,50,100,6,5,50,41.66666666666667,12,0,0,0,0,0,0,2018
HH20180408,2,11,78.57142857142857,3,21.428571428571427,202,11,11,78.57142857142857,78.57142857142857,14,0,0,0,0,0,0,2019
HH20180408,4,9,64.28571428571429,5,35.714285714285715,120,6,6,42.857142857142854,42.857142857142854,14,0,0,0,0,0,0,2021
HH20180409,1,2,25,6,75,40,2,2,25,25,8,0,0,0,0,0,2021,2018
HH20180409,2,2,33.33333333333333,4,66.66666666666666,34,2,2,33.33333333333333,33.33333333333333,6,0,0,0,0,0,2021,2019
HH20180409,4,5,62.5,3,37.5,100,5,5,62.5,62.5,8,1,1,0,0,1,2021,2021
HH20180410,1,4,50,4,50,40,2,2,25,25,8,0,0,0,0,0,2021,2018
HH20180410,2,4,57.14285714285714,3,42.857142857142854,40,2,2,28.57142857142857,28.57142857142857,7,0,0,0,0,0,2021,2019
HH20180410,4,3,37.5,5,62.5,40,2,2,25,25,8,1,1,0,0,1,2021,2021
HH20180411,1,8,80,2,20,3,1,1,10,10,10,0,0,0,0,0,2021,2018
HH20180411,2,5,50,5,50,2,1,2,10,20,10,0,0,0,0,0,2021,2019
HH20180411,4,9,90,1,10,61,4,4,40,40,10,1,1,0,0,1,2021,2021
HH20180412,1,4,66.66666666666666,2,33.33333333333333,80,4,4,66.66666666666666,66.66666666666666,6,0,0,0,0,0,0,2018
HH20180412,2,NA,NA,NA,NA,100,NA,5,NA,83.33333333333334,6,0,0,0,0,0,0,2019
HH20180413,1,5,55.55555555555556,4,44.44444444444444,80,4,4,44.44444444444444,44.44444444444444,9,0,0,0,0,0,0,2018
HH20180413,2,NA,NA,NA,NA,100,NA,5,NA,83.33333333333334,6,0,0,0,0,0,0,2019
HH20180413,4,6,66.66666666666666,3,33.33333333333333,120,6,6,66.66666666666666,66.66666666666666,9,0,0,0,0,0,0,2021
HH20180414,1,2,66.66666666666666,1,33.33333333333333,40,2,2,66.66666666666666,66.66666666666666,3,0,0,0,0,0,0,2018
HH20180414,2,3,60,2,40,60,3,3,60,60,5,0,0,0,0,0,0,2019
HH20180414,4,3,50,3,50,60,3,3,50,50,6,0,0,0,0,0,0,2021
HH20180415,1,6,85.71428571428571,1,14.285714285714285,103,6,6,85.71428571428571,85.71428571428571,7,0,0,0,0,0,0,2018
HH20180415,2,6,75,2,25,120,6,6,75,75,8,0,0,0,0,0,0,2019
HH20180415,4,9,100,0,0,143,8,8,88.88888888888889,88.88888888888889,9,0,0,0,0,0,0,2021
HH20180416,1,3,37.5,5,62.5,43,3,3,37.5,37.5,8,0,0,0,0,0,0,2018
HH20180416,2,5,55.55555555555556,4,44.44444444444444,60,3,3,33.33333333333333,33.33333333333333,9,0,0,0,0,0,0,2019
HH20180416,4,6,75,2,25,69,4,4,50,50,8,0,0,0,0,0,0,2021
HH20180417,1,8,88.88888888888889,1,11.11111111111111,140,7,7,77.77777777777779,77.77777777777779,9,0,0,0,0,0,0,2018
HH20180417,2,6,100,0,0,100,5,5,83.33333333333334,83.33333333333334,6,0,0,0,0,0,0,2019
HH20180417,4,7,87.5,1,12.5,100,5,5,62.5,62.5,8,0,0,0,0,0,0,2021
HH20180418,1,5,62.5,3,37.5,100,5,5,62.5,62.5,8,0,0,0,0,0,0,2018
HH20180418,2,5,62.5,3,37.5,80,5,4,62.5,50,8,0,0,0,0,0,0,2019
HH20180418,4,8,100,0,0,140,7,7,87.5,87.5,8,0,0,0,0,0,0,2021
HH20180419,1,5,62.5,3,37.5,23,3,2,37.5,25,8,0,0,0,0,0,0,2018
HH20180419,2,7,100,0,0,20,1,1,14.285714285714285,14.285714285714285,7,0,0,0,0,0,0,2019
HH20180419,4,3,37.5,5,62.5,21,2,2,25,25,8,0,0,0,0,0,0,2021
HH20180420,1,5,83.33333333333334,1,16.666666666666664,100,5,5,83.33333333333334,83.33333333333334,6,0,0,0,0,0,0,2018
HH20180421,1,4,50,4,50,40,1,2,12.5,25,8,0,0,0,0,0,0,2018
HH20180421,4,4,57.14285714285714,3,42.857142857142854,80,4,4,57.14285714285714,57.14285714285714,7,0,0,0,0,0,0,2021
HH20180422,1,4,57.14285714285714,3,42.857142857142854,80,4,4,57.14285714285714,57.14285714285714,7,0,0,0,0,0,0,2018
HH20180422,2,6,75,2,25,120,6,6,75,75,8,0,0,0,0,0,0,2019
HH20180422,4,6,75,2,25,100,5,5,62.5,62.5,8,0,0,0,0,0,0,2021
HH20180423,1,7,77.77777777777779,2,22.22222222222222,120,7,6,77.77777777777779,66.66666666666666,9,0,0,0,0,0,0,2018
HH20180423,2,7,77.77777777777779,2,22.22222222222222,140,7,7,77.77777777777779,77.77777777777779,9,0,0,0,0,0,0,2019
HH20180423,4,5,62.5,3,37.5,100,5,5,62.5,62.5,8,0,0,0,0,0,0,2021
HH20180424,1,6,75,2,25,120,6,6,75,75,8,0,0,0,0,0,0,2018
HH20180424,2,6,75,2,25,120,6,6,75,75,8,0,0,0,0,0,0,2019
HH20180424,4,6,66.66666666666666,3,33.33333333333333,120,6,6,66.66666666666666,66.66666666666666,9,0,0,0,0,0,0,2021
HH20180425,1,3,60,2,40,1,1,1,20,20,5,0,0,0,0,0,0,2018
HH20180425,2,2,33.33333333333333,4,66.66666666666666,1,1,1,16.666666666666664,16.666666666666664,6,0,0,0,0,0,0,2019
HH20180425,4,5,83.33333333333334,1,16.666666666666664,100,5,5,83.33333333333334,83.33333333333334,6,0,0,0,0,0,0,2021
HH20180427,1,6,66.66666666666666,3,33.33333333333333,100,5,5,55.55555555555556,55.55555555555556,9,0,0,0,0,0,0,2018
HH20180427,4,6,85.71428571428571,1,14.285714285714285,100,5,5,71.42857142857143,71.42857142857143,7,0,0,0,0,0,0,2021
HH20180433,1,3,37.5,5,62.5,60,3,3,37.5,37.5,8,0,0,0,0,0,2021,2018
HH20180433,2,8,100,0,0,80,4,4,50,50,8,0,0,0,0,0,2021,2019
HH20180433,4,4,57.14285714285714,3,42.857142857142854,80,4,4,57.14285714285714,57.14285714285714,7,1,1,0,0,1,2021,2021
HH20180434,1,2,25,6,75,40,2,2,25,25,8,0,0,0,0,0,2021,2018
HH20180434,2,5,100,0,0,40,2,2,40,40,5,0,0,0,0,0,2021,2019
HH20180434,4,2,33.33333333333333,4,66.66666666666666,40,2,2,33.33333333333333,33.33333333333333,6,1,0,0,0,0,2021,2021
HH20180435,1,6,100,0,0,120,5,6,83.33333333333334,100,6,0,0,0,0,0,0,2018
HH20180435,2,7,100,0,0,66,6,6,85.71428571428571,85.71428571428571,7,0,0,0,0,0,0,2019
HH20180435,4,5,100,0,0,80,4,4,80,80,5,0,0,0,0,0,0,2021
HH20180436,1,1,33.33333333333333,2,66.66666666666666,20,1,1,33.33333333333333,33.33333333333333,3,0,0,0,0,0,0,2018
HH20180436,2,6,85.71428571428571,1,14.285714285714285,120,6,6,85.71428571428571,85.71428571428571,7,0,0,0,0,0,0,2019
HH20180436,4,1,50,1,50,20,1,1,50,50,2,0,0,0,0,0,0,2021
HH20180437,1,8,88.88888888888889,1,11.11111111111111,160,8,8,88.88888888888889,88.88888888888889,9,0,0,0,0,0,0,2018
HH20180437,2,7,100,0,0,80,NA,4,NA,57.14285714285714,7,0,0,0,0,0,0,2019
HH20180437,4,6,66.66666666666666,3,33.33333333333333,120,6,6,66.66666666666666,66.66666666666666,9,0,0,0,0,0,0,2021
HH20180438,1,6,85.71428571428571,1,14.285714285714285,100,5,5,71.42857142857143,71.42857142857143,7,0,0,0,0,0,0,2018
HH20180438,2,6,75,2,25,120,6,6,75,75,8,0,0,0,0,0,0,2019
HH20180438,4,6,66.66666666666666,3,33.33333333333333,120,6,6,66.66666666666666,66.66666666666666,9,0,0,0,0,0,0,2021
HH20180439,1,4,80,1,20,80,4,4,80,80,5,0,0,0,0,0,0,2018
HH20180439,2,3,60,2,40,11,1,1,20,20,5,0,0,0,0,0,0,2019
HH20180440,1,5,71.42857142857143,2,28.57142857142857,80,5,4,71.42857142857143,57.14285714285714,7,0,0,0,0,0,0,2018
HH20180440,2,NA,NA,NA,NA,80,NA,4,NA,57.14285714285714,7,0,0,0,0,0,0,2019
HH20180440,4,4,50,4,50,80,4,4,50,50,8,0,0,0,0,0,0,2021
HH20180441,1,2,66.66666666666666,1,33.33333333333333,40,2,2,66.66666666666666,66.66666666666666,3,0,0,0,0,0,0,2018
HH20180441,2,3,100,0,0,60,3,3,100,100,3,0,0,0,0,0,0,2019
HH20180441,4,2,66.66666666666666,1,33.33333333333333,40,2,2,66.66666666666666,66.66666666666666,3,0,0,0,0,0,0,2021
HH20180442,1,8,100,0,0,160,8,8,100,100,8,0,0,0,0,0,0,2018
HH20180442,2,7,87.5,1,12.5,140,7,7,87.5,87.5,8,0,0,0,0,0,0,2019
HH20180442,4,8,100,0,0,160,8,8,100,100,8,0,0,0,0,0,0,2021
HH20180443,1,1,50,1,50,3,1,1,50,50,2,0,0,0,0,0,2019,2018
HH20180443,2,1,33.33333333333333,2,66.66666666666666,11,1,1,33.33333333333333,33.33333333333333,3,1,0,0,0,0,2019,2019
HH20180443,4,8,100,0,0,160,8,8,100,100,8,1,1,0,0,1,2019,2021
HH20180444,1,6,46.15384615384615,7,53.84615384615385,81,6,5,46.15384615384615,38.46153846153847,13,0,0,0,0,0,2019,2018
HH20180444,2,9,69.23076923076923,4,30.76923076923077,180,9,9,69.23076923076923,69.23076923076923,13,1,1,0,0,1,2019,2019
HH20180445,1,5,83.33333333333334,1,16.666666666666664,100,5,5,83.33333333333334,83.33333333333334,6,0,0,0,0,0,2019,2018
HH20180445,2,5,71.42857142857143,2,28.57142857142857,100,5,5,71.42857142857143,71.42857142857143,7,1,1,0,0,1,2019,2019
HH20180445,4,9,75,3,25,180,9,9,75,75,12,1,1,0,0,1,2019,2021
HH20180446,1,4,80,1,20,35,4,4,80,80,5,0,0,0,0,0,2019,2018
HH20180446,2,6,100,0,0,120,6,6,100,100,6,1,1,0,0,1,2019,2019
HH20180446,4,6,85.71428571428571,1,14.285714285714285,100,5,5,71.42857142857143,71.42857142857143,7,1,1,0,0,1,2019,2021
HH20180447,1,6,100,0,0,120,6,6,100,100,6,0,0,0,0,0,0,2018
HH20180447,2,8,57.14285714285714,6,42.857142857142854,160,8,8,57.14285714285714,57.14285714285714,14,0,0,0,0,0,0,2019
HH20180448,1,4,66.66666666666666,2,33.33333333333333,80,4,4,66.66666666666666,66.66666666666666,6,0,0,0,0,0,0,2018
HH20180448,2,6,66.66666666666666,3,33.33333333333333,80,5,4,55.55555555555556,44.44444444444444,9,0,0,0,0,0,0,2019
HH20180448,4,4,44.44444444444444,5,55.55555555555556,80,4,4,44.44444444444444,44.44444444444444,9,0,0,0,0,0,0,2021
HH20180449,1,4,66.66666666666666,2,33.33333333333333,80,4,4,66.66666666666666,66.66666666666666,6,0,0,0,0,0,0,2018
HH20180449,2,3,37.5,5,62.5,60,3,3,37.5,37.5,8,0,0,0,0,0,0,2019
HH20180449,4,8,100,0,0,100,5,5,62.5,62.5,8,0,0,0,0,0,0,2021
HH20180450,1,1,25,3,75,1,1,1,25,25,4,0,0,0,0,0,0,2018
HH20180450,2,9,100,0,0,11,1,1,11.11111111111111,11.11111111111111,9,0,0,0,0,0,0,2019
HH20180450,4,4,44.44444444444444,5,55.55555555555556,60,3,3,33.33333333333333,33.33333333333333,9,0,0,0,0,0,0,2021
HH20180451,1,5,71.42857142857143,2,28.57142857142857,100,5,5,71.42857142857143,71.42857142857143,7,0,0,0,0,0,0,2018
HH20180451,2,5,71.42857142857143,2,28.57142857142857,100,5,5,71.42857142857143,71.42857142857143,7,0,0,0,0,0,0,2019
HH20180451,4,5,71.42857142857143,2,28.57142857142857,80,4,4,57.14285714285714,57.14285714285714,7,0,0,0,0,0,0,2021
HH20180452,1,4,57.14285714285714,3,42.857142857142854,80,4,4,57.14285714285714,57.14285714285714,7,0,0,0,0,0,0,2018
HH20180452,2,4,50,4,50,80,3,4,37.5,50,8,0,0,0,0,0,0,2019
HH20180452,4,20,76.92307692307693,6,23.076923076923077,380,19,19,73.07692307692307,73.07692307692307,26,0,0,0,0,0,0,2021
HH20180453,1,8,80,2,20,160,8,8,80,80,10,0,0,0,0,0,0,2018
HH20180453,2,8,80,2,20,160,8,8,80,80,10,0,0,0,0,0,0,2019
HH20180454,1,6,50,6,50,120,6,6,50,50,12,0,0,0,0,0,0,2018
HH20180454,2,10,100,0,0,140,7,7,70,70,10,0,0,0,0,0,0,2019
HH20180455,1,4,100,0,0,80,4,4,100,100,4,0,0,0,0,0,0,2018
HH20180455,2,4,57.14285714285714,3,42.857142857142854,80,4,4,57.14285714285714,57.14285714285714,7,0,0,0,0,0,0,2019
HH20180455,4,4,57.14285714285714,3,42.857142857142854,80,4,4,57.14285714285714,57.14285714285714,7,0,0,0,0,0,0,2021
HH20180456,1,9,69.23076923076923,4,30.76923076923077,180,9,9,69.23076923076923,69.23076923076923,13,0,0,0,0,0,0,2018
HH20180456,2,7,58.333333333333336,5,41.66666666666667,140,7,7,58.333333333333336,58.333333333333336,12,0,0,0,0,0,0,2019
HH20180456,4,6,66.66666666666666,3,33.33333333333333,120,6,6,66.66666666666666,66.66666666666666,9,0,0,0,0,0,0,2021
HH20180457,1,3,60,2,40,60,3,3,60,60,5,0,0,0,0,0,0,2018
HH20180457,2,5,100,0,0,60,3,3,60,60,5,0,0,0,0,0,0,2019
HH20180457,4,8,100,0,0,160,8,8,100,100,8,0,0,0,0,0,0,2021
HH20180458,1,5,100,0,0,100,5,5,100,100,5,0,0,0,0,0,0,2018
HH20180458,2,5,100,0,0,100,5,5,100,100,5,0,0,0,0,0,0,2019
HH20180458,4,6,100,0,0,80,4,4,66.66666666666666,66.66666666666666,6,0,0,0,0,0,0,2021
HH20180459,1,5,71.42857142857143,2,28.57142857142857,81,5,5,71.42857142857143,71.42857142857143,7,0,0,0,0,0,0,2018
HH20180459,2,NA,NA,NA,NA,140,NA,7,NA,87.5,8,0,0,0,0,0,0,2019
HH20180461,1,1,14.285714285714285,6,85.71428571428571,40,1,2,14.285714285714285,28.57142857142857,7,0,0,0,0,0,0,2018
HH20180462,1,5,71.42857142857143,2,28.57142857142857,100,5,5,71.42857142857143,71.42857142857143,7,0,0,0,0,0,0,2018
HH20180462,2,5,71.42857142857143,2,28.57142857142857,80,5,4,71.42857142857143,57.14285714285714,7,0,0,0,0,0,0,2019
HH20180462,4,6,75,2,25,120,6,6,75,75,8,0,0,0,0,0,0,2021
HH20180463,1,6,66.66666666666666,3,33.33333333333333,100,5,5,55.55555555555556,55.55555555555556,9,0,0,0,0,0,0,2018
HH20180463,2,7,100,0,0,134,7,7,100,100,7,0,0,0,0,0,0,2019
HH20180463,4,5,55.55555555555556,4,44.44444444444444,80,4,4,44.44444444444444,44.44444444444444,9,0,0,0,0,0,0,2021
HH20180464,1,6,66.66666666666666,3,33.33333333333333,120,6,6,66.66666666666666,66.66666666666666,9,0,0,0,0,0,0,2018
HH20180464,2,6,75,2,25,120,5,6,62.5,75,8,0,0,0,0,0,0,2019
HH20180464,4,6,85.71428571428571,1,14.285714285714285,120,6,6,85.71428571428571,85.71428571428571,7,0,0,0,0,0,0,2021
HH20180465,1,6,66.66666666666666,3,33.33333333333333,120,6,6,66.66666666666666,66.66666666666666,9,0,0,0,0,0,0,2018
HH20180465,2,10,100,0,0,121,5,7,50,70,10,0,0,0,0,0,0,2019
HH20180465,4,5,62.5,3,37.5,100,5,5,62.5,62.5,8,0,0,0,0,0,0,2021
HH20180466,1,6,75,2,25,120,6,6,75,75,8,0,0,0,0,0,0,2018
HH20180466,2,7,87.5,1,12.5,131,7,7,87.5,87.5,8,0,0,0,0,0,0,2019
HH20180466,4,7,87.5,1,12.5,140,7,7,87.5,87.5,8,0,0,0,0,0,0,2021
HH20180467,1,5,62.5,3,37.5,80,3,4,37.5,50,8,0,0,0,0,0,0,2018
HH20180467,2,5,71.42857142857143,2,28.57142857142857,60,4,3,57.14285714285714,42.857142857142854,7,0,0,0,0,0,0,2019
HH20180467,4,6,100,0,0,100,5,5,83.33333333333334,83.33333333333334,6,0,0,0,0,0,0,2021
HH20180468,1,4,50,4,50,80,4,4,50,50,8,0,0,0,0,0,0,2018
HH20180468,2,5,71.42857142857143,2,28.57142857142857,100,5,5,71.42857142857143,71.42857142857143,7,0,0,0,0,0,0,2019
HH20180468,4,6,75,2,25,120,6,6,75,75,8,0,0,0,0,0,0,2021
HH20180469,1,8,80,2,20,151,8,8,80,80,10,0,0,0,0,0,0,2018
HH20180469,2,8,80,2,20,114,6,6,60,60,10,0,0,0,0,0,0,2019
HH20180469,4,9,100,0,0,168,9,9,100,100,9,0,0,0,0,0,0,2021
HH20180470,1,4,33.33333333333333,8,66.66666666666666,80,4,4,33.33333333333333,33.33333333333333,12,0,0,0,0,0,0,2018
HH20180470,2,NA,NA,NA,NA,100,NA,5,NA,71.42857142857143,7,0,0,0,0,0,0,2019
HH20180471,1,6,85.71428571428571,1,14.285714285714285,42,6,6,85.71428571428571,85.71428571428571,7,0,0,0,0,0,0,2018
HH20180471,2,11,100,0,0,89,5,5,45.45454545454545,45.45454545454545,11,0,0,0,0,0,0,2019
HH20180471,4,5,62.5,3,37.5,100,5,5,62.5,62.5,8,0,0,0,0,0,0,2021
HH20180472,1,5,83.33333333333334,1,16.666666666666664,100,5,5,83.33333333333334,83.33333333333334,6,0,0,0,0,0,0,2018
HH20180472,2,6,100,0,0,100,5,5,83.33333333333334,83.33333333333334,6,0,0,0,0,0,0,2019
HH20180472,4,5,83.33333333333334,1,16.666666666666664,100,5,5,83.33333333333334,83.33333333333334,6,0,0,0,0,0,0,2021
HH20180473,1,1,16.666666666666664,5,83.33333333333334,20,1,1,16.666666666666664,16.666666666666664,6,0,0,0,0,0,2019,2018
HH20180473,4,7,100,0,0,140,7,7,100,100,7,1,1,0,0,1,2019,2021
HH20180474,1,9,90,1,10,160,8,8,80,80,10,0,0,0,0,0,2019,2018
HH20180474,2,10,100,0,0,180,7,9,70,90,10,1,1,0,0,1,2019,2019
HH20180474,4,7,63.63636363636363,4,36.36363636363637,120,6,6,54.54545454545454,54.54545454545454,11,1,1,0,0,1,2019,2021
